time,CO2,CH4,N2O,HFC_134a,HFC_23,SF6,CF4,HFC_32,HFC_125,HFC_143a,HFC_152a,HFC_227ea,HFC_236fa,HFC_245fa,HFC_365mfc,HFC_43_10mee,C2F6,C3F8,c_C4F8,n_C4F10,n_C5F12,n_C6F14,i_C6F14,C7F16,C8F18,CFC_11,CFC_12,CFC_113,CFC_114,CFC_115,CFC_13,CFC_112,CFC_112a,CFC_113a,CFC_114a,HCFC_22,HCFC_141b,HCFC_142b,HCFC_133a,HCFC_31,HCFC_124,NF3,SO2F2,CCl4,CH3CCl3,CH3Cl,CH3Br,CH2Cl2,CHCl3,Halon_1211,Halon_1301,Halon_2402
1912,301.0659941,983.2565812,282.5378122,0.0,0.0,0.0,34.1298,0.000375832,0.0,0.0,0.0,6.8e-06,0.0,0.0,0.0,0.0,0.009259988,0.000265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.63e-05,0.100000089,0.0,457.0,5.299997818,6.91276128,4.799999903,0.00444657,0.0,0.0
1913,301.6143569,985.8979066,282.8878762,0.0,0.0,0.0,34.1498,0.000378371,0.0,0.0,0.0,6.85e-06,0.0,0.0,0.0,0.0,0.011569988,0.00033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.66e-05,0.116667017,0.0,457.0,5.299997818,6.91276128,4.799999937,0.00444657,0.0,0.0
1914,302.114647,988.2713486,283.248957,0.0,0.0,0.0,34.1715,0.000380911,0.0,0.0,0.0,6.89e-06,0.0,0.0,0.0,0.0,0.014084987,0.0004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.68e-05,0.193330538,0.0,457.0,5.299997818,6.91276128,4.799999853,0.00444657,0.0,0.0
1915,302.6239775,991.1263581,283.5870581,0.0,0.0,0.0,34.194,0.00038345,0.0,0.0,0.0,6.94e-06,0.0,0.0,0.0,0.0,0.016684986,0.000475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.71e-05,0.316559707,0.0,457.0,5.299997817,6.91276128,4.799999953,0.00444657,0.0,0.0
1916,303.1633305,998.1240067,283.8591192,0.0,0.0,0.0,34.2198,0.00038599,0.0,0.0,0.0,6.99e-06,0.0,0.0,0.0,0.0,0.019669986,0.00056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.73e-05,0.52065248,0.0,457.0,5.299997818,6.91276128,4.799999761,0.00444657,0.0,0.0
1917,303.6806629,1003.245557,284.1692051,0.0,0.0,0.0,34.2564,0.000388529,0.0,0.0,0.0,7.03e-06,0.0,0.0,0.0,0.0,0.023924985,0.00068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76e-05,0.756340641,0.0,457.0,5.299997817,6.91276128,4.800000039,0.00444657,0.0,0.0
1918,304.1099131,1009.810283,284.3662845,0.0,0.0,0.0,34.2975,0.000391068,0.0,0.0,0.0,7.08e-06,0.0,0.0,0.0,0.0,0.028689984,0.000815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.78e-05,0.927673729,0.0,457.0,5.299997819,6.91276128,4.799999546,0.00444657,0.0,0.0
1919,304.4661381,1017.315073,284.4193514,0.0,0.0,0.0,34.3387,0.000393608,0.0,0.0,0.0,7.12e-06,0.0,0.0,0.0,0.0,0.033434983,0.00095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.81e-05,1.08436435,0.0,457.0,5.299997816,6.91276128,4.800000323,0.00444657,0.0,0.0
1920,304.8894022,1024.759865,284.5044312,0.0,0.0,0.0,34.3758,0.000396147,0.0,0.0,0.0,7.17e-06,0.0,0.0,0.0,0.0,0.037704983,0.00107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.83e-05,1.176037726,0.0,457.0,5.299997821,6.91276128,4.799999287,0.00444657,0.0,0.0
1921,305.2345711,1031.89472,284.621524,0.0,0.0,0.0,34.41469996,0.000398687,0.0,0.0,0.0,7.22e-06,0.0,0.0,0.0,0.0,0.042184982,0.0012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.85e-05,1.241669521,0.0,457.0,5.299997812,6.91276128,4.803525526,0.00444657,0.0,0.0
1922,305.5707608,1038.799473,284.7595824,0.0,0.0,0.0,34.43009973,0.000401226,0.0,0.0,0.0,7.26e-06,0.0,0.0,0.0,0.0,0.043894981,0.00125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.88e-05,1.388885518,0.0,457.0,5.299997827,6.91276128,4.813409467,0.00444657,0.0,0.0
1923,305.8879535,1044.834231,285.0636564,0.0,0.0,0.0,34.45719965,0.000403766,0.0,0.0,0.0,7.31e-06,0.0,0.0,0.0,0.0,0.04700498,0.001335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9e-05,1.624991601,0.0,457.0,5.2999978,6.91276128,4.828584377,0.00444657,0.0,0.0
1924,306.2381313,1049.159028,285.2087338,0.0,0.0,0.0,34.50569963,0.000406305,0.0,0.0,0.0,7.35e-06,0.0,0.0,0.0,0.0,0.052589979,0.001495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.93e-05,1.845954342,0.0,457.0,5.299997849,6.91276128,4.847969049,0.00444657,0.0,0.0
1925,306.4122057,1051.87384,285.2628078,0.0,0.0,0.0,34.56059961,0.000408844,0.0,0.0,0.0,7.4e-06,0.0,0.0,0.0,0.0,0.058854977,0.001675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.95e-05,2.116421506,0.0,457.0,5.299997758,6.912761281,4.87049985,0.00444657,0.0,0.0
1926,306.5442242,1053.318754,285.3098933,0.0,0.0,0.0,34.61619959,0.000411384,0.0,0.0,0.0,7.45e-06,0.0,0.0,0.0,0.0,0.065164976,0.001855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.98e-05,2.460367273,0.0,457.0,5.299997931,6.912761279,4.895096524,0.00444657,0.0,0.0
1927,306.7583082,1055.494015,285.3649743,0.0,0.0,0.0,34.67679956,0.000413923,0.0,0.0,0.0,7.49e-06,0.0,0.0,0.0,0.0,0.072019975,0.00205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4e-05,2.694285727,0.0,457.0,5.299997598,6.912761282,4.920687476,0.00444657,0.0,0.0
1928,306.9013523,1060.368739,285.4650383,0.0,0.0,0.0,34.74499954,0.000416463,0.0,0.0,0.0,7.54e-06,0.0,0.0,0.0,0.0,0.079704974,0.00227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.03e-05,3.02649054,0.0,457.0,5.29999825,6.912761276,4.94619993,0.00444657,0.0,0.0
1929,307.0584149,1066.393609,285.5301292,0.0,0.000838775,0.0,34.82519952,0.000419002,0.0,0.0,0.0,7.58e-06,0.0,0.0,0.0,0.0,0.088704972,0.00253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.05e-05,3.517713635,0.0,457.0,5.299996972,6.912761288,4.970571346,0.00444657,0.0,0.0
1930,307.1744296,1072.378196,285.5842032,0.0,0.005108676,0.0,34.90929949,0.000421541,0.0,0.0,0.0,7.63e-06,0.0,0.0,0.0,0.0,0.098079971,0.002805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001314997,0.0,0.0,0.011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.08e-05,4.063463936,0.0,457.0,5.299999025,6.912761265,4.992711185,0.00444657,0.0,0.0
1931,307.3675009,1077.233145,285.7772847,0.0,0.001377563,0.0,34.98659947,0.000424081,0.0,0.0,0.0,7.68e-06,0.0,0.0,0.0,0.0,0.106624969,0.00305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021151568,0.0,0.0,0.013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1e-05,4.7029781,0.0,457.0,5.306650862,6.912761311,5.014263084,0.00444657,0.0,0.0
1932,307.629627,1081.707966,285.8823536,0.0,0.000661664,0.0,35.04279944,0.00042662,0.0,0.0,0.0,7.72e-06,0.0,0.0,0.0,0.0,0.112749968,0.00323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.074997452,0.0,0.0,0.015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.13e-05,5.29421339,0.0,456.9999999,5.338305336,6.912761217,5.036628813,0.00444657,0.0,0.0
1933,307.9297775,1086.292895,286.0384173,0.0,0.000719201,0.0,35.07669941,0.00042916,0.0,0.0,0.0,7.77e-06,0.0,0.0,0.0,0.0,0.116369966,0.00334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.124997953,0.0,0.0,0.017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.15e-05,5.937420767,0.0,457.0000001,5.37997853,6.912761412,5.060059339,0.004446569,0.0,0.0
1934,308.3039916,1091.527726,286.1415026,0.0,0.000781741,0.0,35.11159938,0.000431699,0.0,0.0,0.0,7.81e-06,0.0,0.0,0.0,0.0,0.120129964,0.00345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.174997895,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.000761762,0.0,0.0,0.0,0.0,0.0,0.0,4.18e-05,6.67979854,0.0,456.9999997,5.419978718,6.912760998,5.08417752,0.004446572,0.0,0.0
1935,308.7372733,1096.842392,286.2685746,0.0,0.000849719,0.0,35.15789934,0.000434238,0.0,0.0,0.0,7.86e-06,0.0,0.0,0.0,0.0,0.125109962,0.0036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.224997905,0.0,0.0,0.022,0.0,0.0,0.0,0.0,0.019080033,0.0,0.0,0.0,0.0,0.0,0.0,4.2e-05,7.595823196,0.0,457.0000006,5.459979389,6.912761891,5.109822653,0.004446566,0.0,0.0
1936,309.513813,1101.597486,286.4356552,0.0,0.000923609,0.0,35.23359931,0.000436778,0.0,0.0,0.0,7.91e-06,0.0,0.0,0.0,0.0,0.13321496,0.003845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.274997908,0.0,0.0,0.024,0.0,0.0,0.0,0.0,0.079322331,0.0,0.0,0.0,0.0,0.0,0.0,4.23e-05,8.761372126,0.0,456.9999987,5.499979962,6.912759935,5.136405111,0.004446579,0.0,0.0
1937,310.2573066,1106.091961,286.6467421,0.0,0.001003923,0.0,35.33639927,0.000439317,0.0,0.0,0.0,7.95e-06,0.0,0.0,0.0,0.0,0.144079958,0.004175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32499791,0.0,0.0,0.026,0.0,0.0,0.0,0.0,0.140004524,0.0,0.0,0.0,0.0,0.0,0.0,4.25e-05,10.0249596,0.0,457.0000029,5.53998056,6.912764285,5.164170586,0.004446548,0.0,0.0
1938,310.77864,1110.407603,286.8938093,0.0,0.001091222,0.0,35.46979924,0.000441857,0.0,0.0,0.0,8e-06,0.0,0.0,0.0,0.0,0.158039956,0.004605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.374997915,0.0,0.0,0.028,0.0,0.0,0.0,0.0,0.200004306,0.0,0.0,0.0,0.0,0.0,0.0,4.27e-05,11.26616316,0.0,456.9999934,5.579981152,6.912754462,5.193351853,0.00444662,0.0,0.0
1939,311.3270028,1116.691384,287.0969006,0.0,0.001186112,0.0,35.6214992,0.000444396,0.0,0.0,0.0,8.04e-06,0.0,0.0,0.0,0.0,0.173689954,0.005095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.424997916,0.000443772,0.0,0.03,0.0,0.0,0.0,0.0,0.260004537,0.0,0.0,0.0,0.0,0.0,0.0,4.3e-05,12.57576191,0.0,457.0000152,5.619981745,6.912776968,5.22413261,0.004446448,0.0,0.0
1940,311.8242999,1119.906806,287.3359721,0.0,0.001289256,0.0,35.80499915,0.000446935,0.0,0.0,0.0,8.09e-06,0.0,0.0,0.0,0.0,0.192399951,0.00569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.474997921,0.009225912,0.0,0.032,0.0,0.0,0.0,0.0,0.320004246,0.0,0.0,0.0,0.0,0.0,0.0,4.32e-05,14.09085474,0.0,456.9999642,5.659982338,6.91272609,5.256569745,0.004446994,0.0,0.0
1941,312.2695845,1123.031896,287.5880442,0.0,0.001401384,0.0,35.99129911,0.000449475,0.0,0.0,0.0,8.14e-06,0.0,0.0,0.0,0.0,0.211069949,0.00629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.524997922,0.048158331,0.0,0.033,0.0,0.0,0.0,0.0,0.380004601,0.0,0.0,0.0,0.0,0.0,0.0,4.35e-05,15.87214917,0.0,457.0000864,5.699982931,6.923158517,5.290311208,0.012151916,0.0,0.0
1942,312.621778,1127.986454,287.8691384,0.0,0.001523267,0.0,36.23889906,0.000452014,0.0,0.0,0.0,8.18e-06,0.0,0.0,0.0,0.0,0.235624951,0.0071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.574997928,0.112600847,0.0,0.035,0.0,0.0,0.0,0.0,0.440004135,0.0,0.0,0.0,0.0,0.0,0.0,4.37e-05,18.12043035,0.0,456.9997406,5.739983524,6.954429555,5.325883423,0.01866485,0.0,0.0
1943,312.8308837,1132.461276,288.5191902,0.0,0.001655751,0.0,36.56109901,0.000454554,0.0,0.0,0.0,8.23e-06,0.0,0.0,0.0,0.0,0.267039953,0.00816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.624997927,0.202455463,0.0,0.036,0.0,0.0,0.0,0.0,0.500004738,0.0,0.0,0.0,0.0,0.0,0.0,4.4e-05,20.7941189,0.0,457.9320007,5.779984118,7.005844808,5.363471562,0.023900682,0.0,0.0
1944,312.8447975,1136.07599,288.7452918,0.0,0.001799757,0.0,36.99279896,0.000457093,0.0,0.0,0.0,8.27e-06,0.0,0.0,0.0,0.0,0.308314955,0.009595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019433657,0.674997936,0.317647079,0.0,0.037,0.0,0.0,0.0,0.0,0.560003915,0.0,0.0,0.0,0.0,0.0,0.0,4.42e-05,23.86478322,0.0,460.7425038,5.819984709,7.076577331,5.403075881,0.027877628,0.0,0.0
1945,312.8077067,1139.131133,288.9793585,0.0,0.001956287,0.0,37.29769891,0.000459632,0.0,0.0,0.0,8.32e-06,0.0,0.0,0.0,0.0,0.336379956,0.010605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004844145,0.421500216,0.724997931,0.458055694,0.0,0.038,0.0,0.0,0.0,0.0,0.620005041,0.0,0.0,0.0,0.0,0.0,0.0,4.45e-05,25.9042485,0.0,463.2436967,5.859985307,7.165842312,5.444616045,0.031010342,0.0,0.0
1946,312.8036314,1143.476194,289.1864171,0.0,0.002126432,0.0,37.39169885,0.000462172,0.0,0.0,0.0,8.37e-06,0.0,0.0,0.0,0.0,0.344264958,0.010915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.083372289,1.635710668,0.774997946,0.62355431,0.0,0.039,0.0,0.0,0.0,0.0,0.680003438,0.0,0.0,0.0,0.0,0.0,0.0,4.47e-05,27.50475671,0.0,465.7432892,5.899985886,7.272848933,5.488611147,0.032291698,0.0,0.0
1947,312.8906009,1149.460781,289.2775089,0.0,0.002311375,0.0,37.50009879,0.000464711,0.0,0.0,0.0,8.41e-06,0.0,0.0,0.0,0.0,0.353654959,0.011285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.300011043,2.835014025,0.824997931,0.814011926,0.0,0.039,0.0,0.0,0.0,0.0,0.740005749,0.0,0.0,0.0,0.0,0.0,0.0,4.5e-05,29.07856107,0.0,468.2434297,5.939986517,7.396803249,5.535006802,0.032812487,0.0,0.0
1948,312.9165481,1155.4555,289.3295993,0.0,0.002512403,0.0,37.67049873,0.000467251,0.0,0.0,0.0,8.46e-06,0.0,0.0,0.0,0.0,0.368314959,0.01187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.500013009,4.025014262,0.874997961,1.031654541,0.0,0.039,0.0,0.0,0.0,0.0,0.800002308,0.0,0.0,0.0,0.0,0.0,0.0,4.52e-05,31.0411432,0.0,470.7433789,5.979987009,7.53691753,5.583762173,0.032833278,0.0,0.0
1949,313.0185442,1160.180199,289.3786684,0.0,0.002730915,0.000274774,37.85519866,0.00046979,0.0,0.0,0.0,8.5e-06,0.0,0.0,0.0,0.0,0.38362496,0.012515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.700011972,5.215013001,0.924997922,1.251817253,0.0,0.039,0.0,0.0,0.0,0.0,0.860007608,0.0,0.0,0.0,0.0,0.0,0.0,4.55e-05,33.1923367,0.0,473.2434019,6.019987886,7.692389308,5.635348518,0.032095154,0.0,0.0
1950,313.1986353,1163.655631,289.5267365,0.0,0.003054188,0.001923504,38.02389859,0.000472329,0.0,0.0,0.0,8.55e-06,0.0,0.0,0.0,0.0,0.39696996,0.013105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.893881845,6.38225718,0.974997986,1.482466436,0.0,0.039,0.0,0.0,0.0,0.0,0.927500591,0.0,0.0,0.0,0.0,0.0,0.0,4.57e-05,35.49983259,0.0,475.7314635,6.059987796,7.862438425,5.689751508,0.030305767,0.0,0.0
1951,313.3826968,1168.649984,289.6548156,0.0,0.006885135,0.00546686,38.20429851,0.000474869,0.0,0.0,0.0,8.6e-06,0.0,0.0,0.0,0.0,0.41064496,0.013745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.146855532,7.775353189,1.02442798,1.734915871,0.0,0.039,0.0,0.0,0.0,0.0,0.934997703,0.0,0.0,0.0,0.0,0.0,0.0,4.6e-05,37.58082577,0.0,478.3116426,6.099990539,8.04626279,5.746818101,0.028203127,0.0,0.0
1952,313.7018748,1174.155689,289.8269011,0.0,0.020875124,0.014999348,38.40699844,0.000477408,0.0,0.0,0.0,8.64e-06,0.0,0.0,0.0,0.0,0.42523996,0.014465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.554026657,9.444400434,1.079317696,1.984303843,0.0,0.039,0.0,0.0,0.0,0.0,0.92000026,0.0,0.0,0.0,0.0,0.0,0.0,4.62e-05,38.70689525,0.0,481.1606416,6.139426121,8.24306693,5.807778062,0.026776751,0.0,0.0
1953,314.0810977,1183.210223,290.1429685,0.0,0.04651179,0.024999434,38.61429835,0.000479948,0.0,0.0,0.0,8.69e-06,0.0,0.0,0.0,0.0,0.439209959,0.01521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.12943667,11.21332526,1.138927608,2.239912168,0.0,0.039,0.0,0.0,0.0,0.0,0.926251683,0.0,0.0,0.0,0.0,0.0,0.0,4.65e-05,40.05176042,0.001163425,484.1764457,6.184987498,8.459376398,5.872754663,0.024952414,0.0,0.0
1954,314.4372922,1194.285142,290.3640347,0.0,0.082130702,0.034999388,38.84129827,0.000482487,0.0,0.0,0.0,8.73e-06,0.0,0.0,0.0,0.0,0.453484958,0.01602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.86359643,13.20392792,1.207977056,2.494911856,0.0,0.039,0.0,0.0,0.0,0.0,0.963755778,0.0,0.0,0.0,0.0,0.0,0.0,4.67e-05,41.54246721,0.017432911,488.5088518,6.229988309,8.70284383,5.941914439,0.023499979,0.0,0.0
1955,314.7484682,1206.510207,290.6671321,0.0,0.127459914,0.044999436,39.07069818,0.000485026,0.0,0.0,0.0,8.78e-06,0.0,0.0,0.0,0.0,0.466714957,0.01683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.767790832,15.43963218,1.293746353,2.74991219,0.0,0.039,0.0,0.0,0.0,0.0,1.053860108,0.0,0.0,0.0,0.0,0.0,0.0,4.69e-05,43.17295877,0.108080192,493.2549823,6.274988799,8.963726223,6.015554063,0.021999981,0.0,0.0
1956,315.0225972,1220.965009,291.0171961,0.0,0.182289027,0.054999379,39.30019808,0.000487566,0.0,0.0,0.0,8.83e-06,0.0,0.0,0.0,0.0,0.478794956,0.017625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.900767459,18.00713838,1.388206119,3.006162921,0.0,0.039,0.0,0.0,0.0,0.0,1.186010383,0.0,0.0,0.0,0.0,0.0,0.0,4.72e-05,44.93925634,0.289042432,496.9596978,6.319989706,9.237827859,6.093146854,0.020458319,0.0,0.0
1957,315.3077517,1235.669201,291.3492852,0.0,0.246412139,0.06499945,39.52009798,0.000490105,0.0,0.0,0.0,8.87e-06,0.0,0.0,0.0,0.0,0.489309954,0.01836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.23939735,20.97754012,1.497475396,3.249913385,0.0,0.039,0.0,0.0,0.0,0.0,1.346465378,0.0,0.0,0.0,0.0,0.0,0.0,4.74e-05,46.82995224,0.563670092,500.6978186,6.364989762,9.522201381,6.174787102,0.019499981,0.0,0.0
1958,315.6519433,1247.294291,291.6163414,0.0,0.319618251,0.074999357,39.71509787,0.000492645,0.0,0.0,0.0,8.92e-06,0.0,0.0,0.0,0.0,0.497734952,0.01897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.567232603,24.18434009,1.627484466,3.496994845,0.0,0.039,0.0,0.0,0.0,0.0,1.584594542,0.0,0.0,0.0,0.0,0.0,0.0,4.77e-05,48.8399493,0.880146157,504.5039342,6.409992388,9.817557971,6.260036695,0.018499996,0.0,0.0
1959,316.1052298,1257.1988,291.8384452,0.0,0.401699364,0.084999482,39.90489776,0.000495184,0.0,0.0,0.0,8.96e-06,0.0,0.0,0.0,0.0,0.50523995,0.01953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.797124084,27.60905121,1.777483687,3.726592113,0.0,0.041,0.0,0.0,0.0,0.0,1.906034764,0.0,0.0,0.0,0.0,0.0,0.0,4.79e-05,50.9711455,1.23860976,508.3637169,6.454298415,10.13043323,6.348478779,0.01749999,0.0,0.0
1960,316.9147851,1264.003455,292.1415121,0.0,0.492447476,0.094999392,40.11859765,0.000497724,0.0,0.0,0.0,9.01e-06,0.0,0.0,0.0,0.0,0.513094947,0.020105,1.13e-05,0.0,0.0,0.0,0.0,0.0,0.0,10.23712132,31.60535995,1.946942896,3.938670528,0.0,0.045,0.0,0.0,0.0,0.0,2.249406633,0.0,0.0,0.0,0.0,0.0,0.0,5.65e-05,53.21124303,1.701523037,512.232841,6.504989128,10.45914598,6.43975375,0.016499992,1.21e-06,6.98e-06
1961,317.5802141,1269.349981,292.4675892,0.0,0.591652588,0.109999035,40.34249752,0.000500263,0.0,0.0,0.0,9.05e-06,0.0,0.0,0.0,0.0,0.520729945,0.02064,0.00173701,0.0,0.0,0.0,0.0,0.0,0.0,12.16785401,36.23666474,2.141221818,4.163667125,0.0,0.053,0.0,0.0,0.0,0.0,2.637653884,0.0,0.0,0.0,0.0,0.0,0.0,0.000395681,55.56353954,2.179267275,516.0400788,6.554991816,10.79952545,6.533173975,0.015499992,9.69e-06,5.58e-05
1962,318.3167443,1282.464573,292.8176532,0.0,0.6991077,0.129998789,40.56609716,0.000502802,0.0,0.0,0.0,9.1e-06,0.0,0.0,0.0,0.0,0.527874942,0.021115,0.00677707,0.0,0.0,0.0,0.0,0.0,0.0,14.63989329,41.47677825,2.365680499,4.398663654,0.0,0.066,0.0,0.0,0.0,0.0,3.129154267,0.0,0.0,0.0,0.0,0.0,0.0,0.000919101,58.00743682,2.772260261,519.726474,6.604418453,11.15687459,6.628618193,0.01449999,1.94e-05,0.000111655
1963,318.9141264,1300.688662,293.2067492,0.0,0.814602813,0.154998346,40.80479573,0.000505342,0.0,0.0,0.0,9.15e-06,0.0,0.0,0.0,0.0,0.535164939,0.02157,0.0148637,0.0,0.0,0.0,0.0,0.0,0.0,17.71703305,47.60459269,2.625518996,4.635970328,0.000143319,0.085,0.0,0.0,0.0,0.0,3.753723801,0.0,0.0,0.0,0.0,0.0,0.0,0.001543204,60.50743685,3.511745083,523.243996,6.659987603,11.52505722,6.725567556,0.013499995,2.91e-05,0.000209542
1964,319.5885653,1317.273468,293.5718278,0.0,0.937929925,0.179998678,41.05469583,0.000507881,0.0,0.0,0.0,9.19e-06,0.0,0.0,0.0,0.0,0.542524935,0.02199,0.0257405,0.0,0.0,0.0,0.0,0.0,0.0,21.42167147,54.79980479,2.919597673,4.877437029,0.003477729,0.113,0.0,0.0,0.0,0.0,4.502781692,0.0,0.0,0.0,0.0,0.0,0.0,0.00230076,63.07753315,4.254168105,526.5386448,6.715564295,11.90180882,6.824531143,0.012499973,3.87e-05,0.000321819
1965,320.0628645,1330.968139,293.9388901,0.0,1.068882037,0.199998773,41.34249588,0.000510421,0.0,0.0,0.0,9.24e-06,0.0,0.0,0.0,0.0,0.550849931,0.022435,0.0391509,0.0,1.25e-05,0.0,0.0,2.06e-05,2.08e-05,25.70980002,63.02901486,3.257975677,5.13517362,0.019166272,0.15,0.0,0.0,0.0,0.0,5.391107508,0.0,0.0,0.0,0.0,0.0,0.0,0.003262468,65.62683475,5.182889401,529.5773614,6.764422173,12.28543228,6.925758941,0.011375026,5.61e-05,0.000459676
