time,CO2,CH4,N2O,HFC_134a,HFC_23,SF6,CF4,HFC_32,HFC_125,HFC_143a,HFC_152a,HFC_227ea,HFC_236fa,HFC_245fa,HFC_365mfc,HFC_43_10mee,C2F6,C3F8,c_C4F8,n_C4F10,n_C5F12,n_C6F14,i_C6F14,C7F16,C8F18,CFC_11,CFC_12,CFC_113,CFC_114,CFC_115,CFC_13,CFC_112,CFC_112a,CFC_113a,CFC_114a,HCFC_22,HCFC_141b,HCFC_142b,HCFC_133a,HCFC_31,HCFC_124,NF3,SO2F2,CCl4,CH3CCl3,CH3Cl,CH3Br,CH2Cl2,CHCl3,Halon_1211,Halon_1301,Halon_2402
1966,321.1186469,1342.153165,294.3539565,0.0,1.20724215,0.21999896,41.65249588,0.00051296,0.0,0.0,0.0,9.28e-06,0.0,0.0,0.0,0.0,0.559774927,0.02289,0.0548384,0.0,0.000149648,0.0,0.0,0.000179161,0.000190599,30.50373394,72.24792998,3.653163197,5.413369552,0.039499384,0.195,0.0,0.0,0.0,0.0,6.472539754,0.0,0.0,0.0,0.0,0.0,0.0,0.004444035,68.07124025,6.633789983,532.3371009,6.819308157,12.67705464,7.028955336,0.010999986,0.000119217,0.001805521
1967,321.7100123,1354.189144,294.7680464,0.0,1.352812262,0.239998735,42.00469588,0.000515499,0.0,0.0,0.0,9.33e-06,0.0,0.0,0.0,0.0,0.570144923,0.0234,0.0725467,0.0,0.000414318,0.0,0.0,0.00038574,0.000428484,35.86647805,82.61014628,4.101901112,5.707025375,0.063713494,0.248,0.0,0.0,0.0,0.0,7.774255813,0.0,0.0,0.0,0.0,0.0,0.0,0.00594885,70.42624311,8.81561646,534.8238174,6.879989934,13.07116632,7.134127465,0.011131962,0.000223556,0.005476358
1968,322.6106429,1371.572901,295.1841199,0.0,1.505382374,0.269998018,42.41149588,0.000518039,0.0,0.0,0.0,9.38e-06,0.0,0.0,0.0,0.0,0.582704919,0.02399,0.0920193,2.89e-06,0.000813764,0.0,0.0,0.000619097,0.000720487,41.93913243,94.25966325,4.615648276,6.014501197,0.098729181,0.307,0.0,0.0,0.0,0.0,9.383843428,0.0,0.0,0.0,0.0,0.0,0.0,0.007807039,72.69054731,11.54927615,537.0335588,6.939991094,13.46686688,7.241467099,0.014528773,0.000360778,0.010674211
1969,323.4642393,1389.269036,295.6031841,0.0,1.664742487,0.29999837,42.86239594,0.000520578,1.22e-06,9.68e-06,0.0,9.42e-06,0.0,0.0,0.0,0.0,0.597669914,0.02467,0.113,2.31e-05,0.001363926,0.0,0.0,0.000887361,0.001058281,48.92260712,107.2891798,5.203845167,6.33414702,0.143262747,0.37,0.0,0.0,0.0,0.0,11.19163774,0.0,0.0,0.0,0.0,0.0,3.3e-05,0.010129108,74.86995058,14.64974034,538.9712391,6.999991582,13.86197915,7.351485772,0.02660746,0.000513466,0.016677814
1970,324.9883785,1411.032553,296.0272837,0.0,1.830672599,0.324998574,43.40139625,0.000523118,8.56e-06,6.79e-05,0.0,9.47e-06,2.86e-08,0.0,0.0,0.0,0.617444908,0.02553,0.135231,4.9e-05,0.002074985,0.0,0.0,0.001186963,0.001435363,56.95325518,121.6491897,5.88241123,6.664311913,0.203540499,0.436,0.0,0.0,0.0,0.0,13.09374699,0.0,0.001065175,0.0,0.0,0.0,0.000236974,0.012998711,76.96995385,17.68018514,540.66486,7.059993495,14.25530305,7.463809704,0.04295516,0.000788676,0.022781516
1971,325.5967862,1431.057912,296.4583414,0.0,2.002982711,0.354998112,44.0078961,0.000525657,1.01e-05,7.89e-05,0.0,0.0006875,5.14e-05,0.0,8.59e-05,0.0,0.6424449,0.026565,0.158458,0.000303751,0.00292898,0.0,0.0,0.00151426,0.001846186,65.84650854,137.1382049,6.660777093,7.004381234,0.274415233,0.503,0.0,0.0,0.0,0.0,15.12005536,0.0,0.021073127,0.0,0.0,0.0,0.000295589,0.016469326,78.98995712,20.81547785,542.1264454,7.119412277,14.64593638,7.579107158,0.061202233,0.003391636,0.029181621
1972,327.5382469,1449.23183,296.8984322,0.0,2.181452823,0.389997878,44.68869589,0.000528196,1.04e-05,8.04e-05,0.0,0.0025,0.000187031,0.0,0.0003125,0.0,0.67407489,0.027815,0.182423,0.00114133,0.00390667,0.0,0.0,0.001867542,0.002300143,75.67088768,153.856226,7.553642207,7.356679625,0.348219917,0.573,0.0,0.0,0.0,0.0,17.35239005,0.0,0.069999842,0.0,0.0,0.0,0.000235578,0.0205848,80.9293605,24.91669802,543.3849343,7.184317335,15.03268314,7.698347431,0.081566239,0.010107177,0.036613825
1973,330.0911828,1462.80736,297.3495094,0.0,2.365882936,0.424998011,45.45469555,0.000530736,1.07e-05,8.18e-05,0.0,0.0050625,0.000378738,0.0,0.000632813,0.0,0.713879879,0.02935,0.20687,0.002472,0.0049981,0.0,0.0,0.002245108,0.002788735,86.87261649,172.25726,8.576456757,7.723948017,0.438013555,0.645,0.0,0.0,0.0,0.0,19.92769459,0.0,0.114999842,0.0,0.0,0.0,0.000169163,0.025345894,82.79306371,30.32583647,544.4634017,7.255663538,15.41453877,7.820893743,0.107531536,0.020921595,0.04518213
1974,330.9297527,1476.092362,297.81258,0.0,2.556043048,0.459997921,46.34259529,0.000533275,1.1e-05,8.33e-05,0.0,0.008,0.0005985,0.0,0.001,0.0,0.764989869,0.03132,0.231542,0.004224,0.00619347,0.0,0.0,0.002645259,0.003296887,99.53890268,192.5642491,9.748060452,8.108936408,0.543196139,0.72,0.0,0.0,0.0,0.0,22.52558277,0.0,0.161269842,0.0,0.0,0.0,9.78e-05,0.030775486,84.59316609,36.76850455,545.3698231,7.319503661,15.79050592,7.947181821,0.146534775,0.034983893,0.054990735
1975,330.9917391,1491.69731,298.2906652,0.0,2.75175316,0.499997611,47.35769548,0.000535815,1.14e-05,8.64e-05,2.82e-06,0.0109375,0.000818262,0.0,0.00136719,0.0,0.828489873,0.033995,0.256183,0.00633333,0.00748299,0.0,0.0,0.003066367,0.003817782,112.331764,213.2352218,11.09574286,8.514406523,0.661696679,0.798,0.0,0.0,0.0,0.0,25.1791244,0.0,0.194999843,0.0,0.0,0.0,8.32e-05,0.036913378,86.32876873,42.72001613,546.1371378,7.389227279,16.1594846,8.078148598,0.203307822,0.051680791,0.066143439
1976,331.7012093,1509.072156,298.7857487,0.0,2.952783273,0.544380327,48.27609537,0.000538354,1.17e-05,0.007432716,2.25e-05,0.0135,0.00100997,0.0,0.0016875,0.0,0.887209869,0.036665,0.280537,0.008736,0.00885687,0.0,0.0,0.003521662,0.004344617,124.7307475,232.9972202,12.63643535,8.955106976,0.81180818,0.876,0.0,0.0,0.0,0.0,28.19611552,0.0,0.229999843,0.0,0.0,0.0,0.00036369,0.043801869,87.99307184,49.04176908,546.791424,7.465574264,16.52037435,8.213740022,0.277511982,0.087156987,0.080355144
1977,333.5015369,1527.646953,299.2978,0.0,3.158943385,0.594551172,49.29249505,0.000540893,1.2e-05,0.026895796,4.51e-05,0.0153125,0.00114557,0.0,0.00191406,0.0,0.949079861,0.039815,0.304347,0.011368,0.0103053,0.0,0.0,0.004007299,0.004870567,136.7956981,251.9942055,14.47871704,9.431879153,0.983641675,0.955,0.0,0.0,0.0,0.0,31.40779854,0.0,0.264999843,0.0,0.0,0.0,0.00499715,0.051483361,89.5924745,57.53721462,547.3396889,7.534413864,16.87217461,8.354130636,0.369696973,0.150426983,0.098297148
1978,335.1507748,1546.861765,299.8308779,0.0,3.370003503,0.659995732,50.43949489,0.000543433,1.24e-05,0.054136695,6.76e-05,0.016,0.001197,0.0,0.002,0.0,1.021159854,0.043615,0.327356,0.0141653,0.0118185,0.0,0.0,0.004511716,0.005388823,148.0045805,270.0011859,15.96304758,9.926631329,1.17364517,1.035,0.1015,0.0,0.02375,0.34666666,35.7235771,0.0,0.298729835,0.0,0.0,0.0,0.0,0.059999853,91.13187645,68.57340068,547.7978985,7.609319153,17.21378637,8.499481203,0.47630767,0.230200978,0.118508053
1979,336.85,1566.136635,300.385959,0.0,3.583,0.769992632,51.55739484,0.000545972,0.05,0.084902694,9.01e-05,0.016,0.001197,0.0,0.001,0.0,1.094819846,0.047935,0.353214,0.017064,0.0133867,0.0,0.0,0.005032879,0.005892573,157.638472,286.4941585,17.68312701,10.42123351,1.378264665,1.117,0.109,0.0,0.02525,0.38299999,40.48909939,0.0,0.342519765,0.0,0.0,0.0,0.004,0.202499927,92.61308152,78.18179325,548.1820799,7.6899915,17.54420888,8.650031134,0.58937681,0.315191974,0.139529057
1980,338.91,1584.921393,301.062,0.15,3.919,0.858,53.464,0.026569216,0.109695,0.096,0.000112664,0.011,0.001197,0.0,5.11e-05,0.0,1.215,0.053255,0.380096,0.02,0.015,0.008,0.0,0.005595469,0.006382813,166.7915,303.96,20.16738843,10.13483333,1.75,1.202,0.1175,0.0,0.027,0.435,44.5514893,0.0,0.411785645,0.01395,0.0,0.0,0.003,0.345,93.83699295,85.92584,548.5012385,7.769993808,17.86224342,8.805940852,0.709716624,0.3775,0.146
1981,340.11,1602.636083,301.9035,0.297,4.263,0.975,54.612,0.036647194,0.13206,0.209,0.000135197,0.003,0.001197,0.0,0.000127619,0.0,1.296,0.059785,0.407822,0.024,0.0175,0.008,0.0,0.006560156,0.006901409,175.0235,320.77,23.25697322,10.59754167,2.01,1.294,0.1275,0.0,0.029,0.47816667,47.8873382,0.19441322,0.75285392,0.01581,0.0,0.0,0.003,0.382,95.40340254,91.5327,548.7653707,7.849401621,18.1670859,8.967849039,0.8755,0.45075,0.166
1982,340.85,1618.720889,303.075,0.339,4.602,1.102,55.605,0.065964949,0.07668,0.192,0.00015773,0.002,0.001197,0.0,0.000269655,3.74e-06,1.367,0.0664,0.437303,0.028,0.0205,0.008,0.0,0.0077625,0.007240499,183.227,337.32,27.428,11.04066667,2.29,1.393,0.1395,0.0,0.031,0.52133334,50.80920936,0.19741961,0.78180984,0.02418,0.0,0.0,0.004,0.405,96.54742098,95.8972,548.9834749,7.934991458,18.45744384,9.135039932,1.0105,0.5415,0.187
1983,342.53,1632.615266,303.6525,0.422,4.989,1.217,56.621,0.028401575,0.14271,0.191,0.000180262,0.011,0.001197,0.0,0.003,3.17e-05,1.44,0.071,0.469505,0.0325,0.0235,0.008,0.0,0.008971387,0.007240499,192.2615,354.42,30.069,11.586,2.6,1.505,0.1535,0.0,0.03325,0.55599999,53.92299159,0.18840044,0.79678704,0.02976,0.0,0.0,0.006,0.426,97.85530683,99.82525,549.1685519,8.019996365,18.73240864,9.30711047,1.1655,0.6475,0.2025
1984,344.07,1644.65,304.3415,0.305,5.413,1.341,57.688,0.029317755,0.116085,0.207,0.000202795,0.017,0.001197,0.0,0.005,7.4e-05,1.527,0.076,0.504943,0.0375,0.027,0.008,0.0,0.010525439,0.0077454,200.5335,370.36,34.274,12.17625,2.93,1.624,0.1705,0.0,0.03625,0.60600001,57.64767398,0.16935997,0.84271712,0.02976,0.0,0.0,0.008,0.465,99.17642421,104.464815,549.3226302,8.103740166,18.99078842,9.483822055,1.322,0.77625,0.224
1985,345.54,1657.26,304.8985,0.407,5.842,1.485,58.718,0.055886971,0.150165,0.239,0.002249685,0.017,0.001197,0.0,0.004,0.00011811,1.617,0.082,0.543629,0.043,0.0305,0.008,0.0,0.012607859,0.008102531,210.593,387.3,39.285,12.67108333,3.29,1.757,0.193,0.0,0.04,0.65600002,62.68358122,0.20343239,0.87267152,0.02976,0.0,0.0,0.009,0.526,100.4049209,108.498425,549.4526883,8.199989374,19.23167473,9.664215622,1.4775,0.92725,0.2455
1986,346.97,1670.07,305.809,0.422,6.284,1.646,59.71,0.034814834,0.14484,0.287,0.019787868,0.018,0.001197,0.0,0.001,0.00026037,1.707,0.089,0.642,0.0485,0.0345,0.016,0.0,0.0153,0.009501247,220.8765,406.23,44.473,13.33116667,3.68,1.908,0.2215,0.0,0.04425,0.69700003,68.79459236,0.25854954,0.97950888,0.03534,0.0,0.0,0.009,0.587,101.9774373,111.73526,549.5567533,8.294995167,19.45397577,9.847889606,1.65,1.11075,0.268
1987,348.68,1680.1285,306.011,0.359,6.72,1.81,60.716,0.020155957,0.14271,0.307,0.046362445,0.022,0.001197,0.0,0.003,0.00069046,1.796,0.096,0.674,0.054,0.038,0.016,0.0,0.01845,0.011,232.0905,426.44,50.738,14.04641667,4.1,2.059,0.254,0.0,0.049,0.741,73.23467099,0.23950907,0.98150584,0.0372,0.0,0.0,0.008,0.626,103.1784531,115.570945,549.646775,8.389330954,19.65658494,10.03627725,1.838,1.30925,0.287
1988,351.16,1692.913,306.7245,0.378,7.212,1.975,61.742,0.034814834,0.158685,0.365,0.081105674,0.02,0.001197,0.0,0.003000001,0.001493088,1.888,0.104,0.704,0.06,0.0425,0.024,0.0,0.02205,0.0135,242.834,449.06,57.725,14.6445,4.55,2.196,0.2895,0.0,0.0545,0.79900002,77.70790703,0.21946647,0.99947848,0.04092,0.0,0.0,0.008,0.657,104.2990619,120.832705,549.7208285,8.489993168,19.83841464,10.2391292,2.0275,1.50275,0.3125
1989,352.79,1706.6845,307.7825,0.419,7.765,2.153,62.787,0.054054611,0.158685,0.423,0.123860199,0.014,0.001197,0.0,0.003000001,0.002615397,1.981,0.111,0.732,0.0655,0.047,0.032,0.0,0.02565,0.016,251.562,468.0,64.395,15.14775,5.01,2.317,0.3285,0.0,0.06125,0.85100001,83.3758146,0.24552185,1.12428848,0.04371,0.0,0.0,0.008,0.673,105.471,124.92823,549.780857,8.589393769,19.99840982,10.35722586,2.223,1.684,0.3395
1990,354.06,1714.4015,308.71,0.461,8.315,2.349,63.818,0.046725173,0.12993,0.48,0.176202852,0.014,0.001197,0.0,0.005000002,0.004025665,2.073,0.118,0.758,0.071,0.0515,0.032,0.015,0.02925,0.019,258.094,483.15,70.637,15.59133333,5.46,2.422,0.3725,0.0,0.069,0.91000003,89.61342676,0.27658788,1.51968656,0.04929,0.0,0.0,0.009,0.676,106.1975,129.338405,549.8308517,8.694339761,20.15157459,10.32710571,2.44,1.85575,0.3675
1991,355.39,1727.8595,309.418,0.419,8.848,2.562,64.82,0.050389892,0.1704,0.535,0.298101426,0.041,0.001196999,0.0,0.008000002,0.005709253,2.163,0.126,0.783,0.077,0.056,0.04,0.0173,0.03375,0.022,262.5705,495.15,75.902,15.86841667,5.89,2.509,0.4205,0.0,0.077,0.93633336,95.66917555,0.25955167,2.28951464,0.05673,0.0,0.0,0.014,0.687,106.031,131.595765,549.871074,8.804992592,20.30894426,10.07128333,2.6485,2.0165,0.389
1992,356.09,1735.4915,309.945,0.357,9.397,2.773,65.673,0.06321641,0.124,0.56,0.42,0.034,0.001196999,0.0,0.005000003,0.007651571,2.249,0.135,0.806,0.0825,0.061,0.048,0.0196,0.03825,0.026,265.358,506.2,80.2175,16.04160119,6.29,2.585,0.4585,0.0,0.0845,0.95966667,101.285,0.28159853,3.2300828,0.06417,0.0,0.0,0.023,0.729,105.6625,132.8555,549.9049077,8.914994065,20.46313357,9.682167632,2.844666667,2.16575,0.4095
1993,356.83,1737.49,310.264,0.5175,10.001,2.984,66.459,0.043976633,0.163,0.6175,0.5,0.034,0.002393997,0.0,0.001066686,0.00983798,2.335,0.145,0.827,0.0885,0.066,0.056,0.0219,0.04185,0.03,266.732,513.25,82.3055,16.17533571,6.68,2.652,0.4785,0.0,0.09075,0.97100002,105.546,0.759,3.7975,0.0744,0.0,0.0,0.036,0.768,104.9105,127.0345,549.9418873,9.027161373,20.6062784,9.620109484,3.028333333,2.2905,0.4285
1994,358.33,1743.083,310.8115,0.958,10.623,3.207,67.199,0.039395734,0.2045,0.694,0.59,0.044,0.002393992,0.0,0.002012556,0.012253878,2.421,0.157,0.848,0.094,0.0705,0.064,0.0242,0.04635,0.0345,266.816,518.93,83.574,16.26689286,7.04,2.699,0.4885,0.0,0.13775,0.99114287,110.946,1.8905,5.0105,0.08835,0.0,0.0,0.051,0.804,104.0945,116.6995,545.3847258,9.131617577,20.73100942,9.59375446,3.240333333,2.3955,0.446
1995,360.17,1748.095,311.415,1.8325,11.29,3.4525,67.943,0.06504877,0.2785,0.8235,0.69,0.045,0.004787988,0.0,0.004000004,0.014884676,2.514,0.171,0.869,0.1,0.0755,0.072,0.0265,0.0504,0.039,265.639,525.48,83.767,16.3126,7.36,2.732,0.493,0.0,0.228,1.0134,116.0595,3.514,6.2245,0.09486,0.0,0.0,0.068,0.851,103.313,104.623,550.3866608,8.945095411,20.82965994,9.532502191,3.416333333,2.486,0.4565
1996,361.93,1750.236,312.273,3.238,12.002,3.6935,68.69,0.108109223,0.4165,1.021,0.82,0.053,0.007181984,0.0,0.00201362,0.017715674,2.617,0.189,0.89,0.106,0.081,0.088,0.0288,0.05445,0.0435,264.709,531.1,83.789,16.34093819,7.61,2.751,0.494,0.0,0.28025,1.0132,121.483,5.434,7.2475,0.09858,0.0,0.0,0.087,0.906,102.246,91.1025,537.8095957,9.12911969,20.89438406,9.145689375,3.553,2.56475,0.4655
1997,363.04,1753.672,313.113,5.2725,12.769,3.924,69.416,0.052222252,0.609,1.284,0.96,0.066,0.009575981,0.0,0.004000424,0.020732272,2.733,0.209,0.911,0.112,0.0855,0.096,0.0311,0.0585,0.048,263.59,534.94,83.4685,16.36754861,7.8,2.773,0.493,0.0,0.29275,1.0195,125.952,7.3485,8.384,0.1023,0.0,0.0,0.106,0.943,101.277,77.4495,541.677942,9.06761459,20.91976881,8.538978167,3.722,2.63575,0.4735
1998,365.7,1764.065,313.8935,7.795,13.552,4.143,70.129,0.114522482,0.8875,1.6435,1.13,0.081,0.013166977,0.0,0.010000006,0.026339269,2.857,0.232,0.933,0.118,0.09,0.112,0.0334,0.0621,0.053,262.161,537.7,83.0605,16.38985764,7.95,2.796,0.4905,0.0,0.30525,1.0265555,131.5435,9.128,9.3585,0.10509,0.0,0.0,0.126,0.993,100.309,65.032,564.2266566,9.343854179,20.35929871,8.207030054,3.88,2.69875,0.4755
1999,367.8,1771.838,314.8905,10.8765,14.352,4.3555,70.819,0.158499115,1.1495,2.0245,1.34,0.094,0.016757973,4.15e-06,0.011000006,0.032415465,2.985,0.257,0.955,0.1245,0.0945,0.128,0.0357,0.0657,0.058,260.6795,540.14,82.606,16.4007691,8.07,2.815,0.487,0.075000003,0.318,1.0267777,136.7405,10.971,10.3355,0.11253,0.0,0.0,0.148,1.035,99.164,54.3435,556.4456139,9.066814633,20.44127846,8.16053329,4.0115,2.75825,0.4765
2000,368.96,1773.143,315.879,14.2175,15.172,4.557,71.492,0.209805187,1.473,2.449,1.57,0.113,0.02154597,0.015,0.01045,0.031,3.113,0.284,0.976,0.13,0.0985,0.136,0.038,0.06975,0.0625,259.1755,542.27,82.0955,16.39948326,8.16,2.829,0.4825,0.072999999,0.331,1.033,141.7585,12.6935,11.4325,0.11253,0.027,0.0,0.173,1.07,98.06,45.4425,547.4495706,9.091311479,20.03465831,7.522,4.1245,2.81875,0.4775
2001,370.56,1771.652,316.6235,17.7275,15.863,4.76,72.143,0.277602496,1.8655,2.923,1.82,0.141,0.026333966,0.006,0.0152,0.031,3.233,0.312,0.996,0.1365,0.103,0.152,0.0397,0.07335,0.067,257.5435,543.22,81.569,16.39205804,8.24,2.845,0.477,0.071999997,0.344,1.031625,147.677,14.15,12.4395,0.11532,0.029,0.0,0.2,1.108,97.077,37.8415,536.7120607,8.576789719,19.54157919,7.238,4.2045,2.87125,0.478
2002,372.58,1772.554,317.2715,21.5575,16.547,4.976,72.808,0.37838228,2.295,3.483,2.18,0.173,0.032318963,0.003,0.0247,0.038,3.351,0.342,1.018,0.1425,0.1065,0.16,0.0414,0.0765,0.071,255.602,543.71,80.8315,16.37635379,8.3,2.864,0.471,0.07,0.357,1.0275267,153.025,15.4775,13.2415,0.12462,0.032,0.0,0.231,1.16,96.04,31.53,539.1396699,8.206865617,21.38450099,7.19,4.2555,2.925325,0.477
2003,375.14,1776.7495,317.9825,25.7015,17.263,5.193,73.535,0.517641617,2.8145,4.0975,2.59,0.208,0.03830396,0.041,0.0589,0.054,3.464,0.371,1.041,0.1475,0.109,0.168,0.0431,0.0801,0.0745,253.47,543.54,80.09,16.39598214,8.33,2.883,0.4655,0.068000004,0.37025,1.0234286,158.1225,16.614,13.898,0.13671,0.035,0.0,0.267,1.227,95.073,26.3325,541.0224054,8.016321678,21.95576257,7.246,4.2905,2.9690375,0.4745
2004,376.95,1776.124,318.6375,29.996,18.111,5.4215,74.32914335,0.746922782,3.3655,4.8185,3.133,0.251,0.044288957,0.151,0.12255,0.072,3.570582529,0.402751286,1.065,0.152,0.112,0.176,0.0448,0.08325,0.077,251.466,543.09,79.245,16.39175,8.342767114,2.921192378,0.4605,0.067000002,0.384,1.027,162.9095,17.3305,14.5755,0.16368,0.038,1.25,0.309,1.303,94.086,21.885,543.1018605,7.940204259,21.63081623,7.134,4.327,3.03646784,0.483063006
2005,378.98,1774.142,319.3485,34.545,19.064,5.6465,75.01411034,1.085186468,3.965,5.6225,3.697,0.304,0.050273953,0.351,0.20805,0.093,3.666300975,0.431267798,1.092,0.156,0.114,0.184,0.0465,0.0864,0.08,249.4125,542.36,78.6515,16.287375,8.353477152,2.947212231,0.456,0.067000002,0.398,1.045,168.704,17.6755,15.1515,0.20367,0.042,1.3,0.358,1.353053258,93.1315,18.3015,541.2818276,8.035656878,22.70366573,7.123,4.345,3.064612404,0.481544373
2006,381.15,1774.364,320.1905,38.905,20.116,5.8855,75.67319051,1.452352888,4.6375,6.5385,4.365,0.365,0.061035146,0.604,0.3021,0.114,3.757080183,0.457259088,1.121,0.1595,0.116,0.192,0.0482,0.08955,0.0815,247.2355,540.83,78.0395,16.212875,8.359382856,2.970811812,0.453,0.066,0.40625,1.027,175.376,18.134,15.953,0.24738,0.048,1.32,0.415,1.42312015,92.0155,15.3025,535.6641151,7.806012526,22.91611083,7.134,4.331,3.0990453,0.476076298
2007,382.9,1781.2975,320.9415,43.309,21.025,6.159,76.38359118,1.910439938,5.4975,7.5045,5.111,0.43,0.065965966,0.82757818,0.3876,0.135,3.851328627,0.480394554,1.151,0.1625,0.1175,0.2,0.0499,0.0927,0.0835,245.1175,538.68,77.235,16.24075,8.361514856,2.98633059,0.451,0.066,0.4075,1.026,183.219,18.7855,16.9645,0.28644,0.058,1.35,0.481,1.479835445,90.8855,12.7845,544.0548098,7.65546331,24.11316232,7.358,4.2975,3.134196709,0.470898762
2008,385.02,1787.747,321.8485,47.8325,21.854,6.4445,77.08285124,2.414227218,6.492,8.592,5.6985,0.498,0.0739576,1.030346995,0.45695,0.157,3.937034999,0.501073375,1.184,0.165,0.1195,0.2,0.0516,0.0963,0.085,243.152,536.37,76.4975,16.3095,8.366536192,2.997932128,0.449,0.066,0.4075,1.036,191.3275,19.3495,18.135,0.29388,0.069,1.25,0.557,1.516373478,89.734,10.7325,544.6483917,7.428530413,26.4127293,7.271,4.249,3.164755999,0.466348986
2009,386.5,1792.6855,322.554,52.498,22.565,6.721,77.70766294,2.920893171,7.568,9.713,5.9145,0.574,0.082265499,1.188674878,0.538,0.177,4.011648689,0.519933572,1.22,0.1675,0.121,0.208,0.0533,0.099,0.086,241.271,533.85,75.8745,16.3385,8.372630784,3.013794072,0.444,0.066,0.41875,1.036,198.823,19.863,19.236,0.28644,0.079,1.15,0.64,1.567566977,88.446,9.020786058,537.7893917,7.201030784,26.1883814,7.067,4.186,3.17997261,0.46142242
2010,388.75,1797.9145,323.436,57.5405,23.251,7.0085,78.33096653,3.802985504,8.796,10.806,6.1595,0.655,0.089758073,1.342607293,0.546243598,0.195,4.08681507,0.53781859,1.259,0.1695,0.12,0.208,0.055,0.1026,0.087,239.371,530.9,75.218,16.32075,8.378628298,3.035457344,0.42,0.066,0.46,1.062,206.3155,20.467,20.42572665,0.31248,0.084,1.1,0.731,1.632397499,87.2965,7.546360724,539.6650607,7.141697844,29.34654771,7.273,4.121,3.20618614,0.45517251
2011,390.62,1803.326,324.446,62.735,24.052,7.3,79.00808769,4.705593196,10.289,12.004,6.5465,0.727434885,0.09784935,1.518414538,0.600455674,0.21297394,4.165762371,0.555087236,1.303,0.172,0.123,0.216,0.0564,0.1053,0.088,237.2865,528.27,74.5605,16.25275,8.389760262,3.061115438,0.417,0.066,0.495,1.04,213.165,21.3645,21.20119529,0.37665,0.09,1.08,0.828,1.710808611,86.1085,6.290252191,530.1242907,7.102980975,29.49461486,7.442,4.049,3.22458595,0.448215881
2012,392.65,1808.372,325.318,67.6015,24.956,7.5925,79.72364081,5.606571895,11.9125,13.297,6.714,0.809100986,0.108907221,1.704110079,0.661091597,0.22826577,4.24497119,0.571344807,1.349,0.1745,0.124,0.216,0.0578,0.108,0.089,235.2965,525.53,73.9195,16.1365,8.404081672,3.088965257,0.4285,0.064000003,0.54,1.062,218.643,22.3665,21.64276064,0.42129,0.093,1.07,0.93,1.801579021,84.9585,5.230838072,537.0896121,7.002802168,29.2996157,7.638,3.966,3.25754476,0.441603454
2013,395.4,1813.7645,326.2485,72.577,25.972,7.9115,80.44451558,6.869046664,13.7865,14.631,6.696,0.902756807,0.120478387,1.883229067,0.721464531,0.238648366,4.323591546,0.586858755,1.397,0.177,0.125,0.224,0.0592,0.1107,0.09,233.6075,522.48,73.2545,16.07775,8.41714207,3.116421312,0.4235,0.064000003,0.6,1.033,224.1585,23.2645,22.01567269,0.42129,0.092,1.05,1.039,1.906184712,83.892,4.353848369,536.6575269,6.865338952,35.04788413,7.933,3.8625,3.2805,0.434783331
2014,397.34,1822.923,327.3695,77.8155,27.037,8.2485,81.17002138,8.29658054,15.795,16.0115,6.556,1.003745155,0.131344877,2.051509137,0.785391296,0.245784139,4.403911122,0.601992873,1.447,0.1795,0.126,0.224,0.0606,0.1134,0.091,232.233,519.6,72.6435,16.05666667,8.435108594,3.139360477,0.42,0.067000002,0.64,1.027,229.082,23.8025,22.1390077,0.40083,0.083,1.03,1.159,2.011436598,82.781,3.640724083,539.5416064,6.713722174,35.30225433,8.493,3.763,3.297,0.427752022
2015,399.65,1834.0055,328.3025,83.4145,28.042,8.5735,81.92391815,9.760480771,18.091,17.5655,6.597,1.096238876,0.141414079,2.230225438,0.855653098,0.254227133,4.485594151,0.617163175,1.5,0.19,0.14,0.22,0.062,0.11,0.092,230.9585,516.58,72.0075,16.0175,8.463317044,3.158661209,0.412,0.066,0.68,1.05,233.327,24.221,22.16549231,0.39897,0.0884,1.02,1.30095659,2.107525762,81.6445,3.081903976,543.9802165,6.683195356,34.72557232,8.642,3.659,3.306,0.421363541
2016,403.07,1842.1665,329.124,89.4825,28.95,8.906,82.7388378,11.46862047,20.4815,19.1555,6.66,1.205801829,0.152439418,2.42551389,0.931363259,0.263926357,4.570825661,0.632703403,1.558,0.1909,0.1384,0.2248,0.0634,0.11392,0.093,229.5795,513.27,71.4385,16.013347,8.500100978,3.180942753,0.409,0.067000002,0.735,1.04,237.511,24.51,22.27708307,0.42501,0.0884,1.002,1.453330205,2.208407409,80.5205,2.606743128,553.5240802,6.85508313,35.88475939,9.039,3.5575,3.306,0.416307832
2017,405.22,1849.2365,330.04,95.7485,29.975,9.2495,83.62299097,13.74624366,23.245,20.834,6.8175,1.327503687,0.165456845,2.637257026,0.990425986,0.27236769,4.662632171,0.649035353,1.621,0.195,0.142,0.2264,0.0648,0.1154,0.094,228.6375,509.94,70.936,16.003512,8.55757842,3.209725217,0.406,0.068,0.79,1.0343,241.0395,24.51033669,22.33865737,0.43989,0.0884,0.986,1.630816525,2.313582552,79.608,2.2155,544.4937517,6.666735971,38.48473941,9.56,3.4615,3.3105,0.4065
