percentile,time,solar,volcanic,aerosol_radiation_interactions,aerosol_cloud_interactions,contrails,land_use,BC_on_snow,CO2,CH4,N2O,HFC_134a,HFC_23,HFC_32,HFC_125,HFC_143a,HFC_152a,HFC_227ea,HFC_236fa,HFC_245fa,HFC_365mfc,HFC_43_10mee,NF3,SF6,SO2F2,CF4,C2F6,C3F8,c_C4F8,CFC_12,CFC_11,CFC_113,CFC_114,CFC_115,CFC_13,HCFC_22,HCFC_141b,HCFC_142b,CH3CCl3,CCl4,CH3Cl,CH3Br,CH2Cl2,CHCl3,Halon_1211,Halon_1301,Halon_2402,n_C4F10,n_C5F12,n_C6F14,i_C6F14,C7F16,C8F18,CFC_112,CFC_112a,CFC_113a,CFC_114a,HCFC_133a,HCFC_31,HCFC_124,O3,H2O_stratospheric,aerosol,nonco2wmghg,halogen,anthro,total,minor,natural,wmghg,anthro_nonwmghg
p05,1750,0.010893838,0.175711988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.196235495,0.0,0.196235495,0.0,0.0
p05,1751,0.000312382,0.182076214,-0.000405383,0.000303412,0.0,-0.000255458,-0.00083803,0.001246897,0.000406138,6.41e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.73e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.000662158,-8.47e-08,0.000550782,0.000480141,3.73e-10,0.001566077,0.189676397,-0.000938455,0.182840078,0.001800835,-0.000424619
p05,1752,-0.013644349,0.18007464,-0.000404578,0.000422575,0.0,-0.000509766,-0.001117671,0.002493497,0.000812031,0.000128178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.46e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00061431,-1.69e-07,0.000986856,0.000960027,7.46e-10,0.003787459,0.181876006,-0.001337444,0.170849194,0.003601084,-0.000178088
p05,1753,-0.035419916,0.071859891,-0.000406104,0.000309057,0.0,-0.000763081,-0.000838161,0.0037398,0.001217678,0.000192257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.12e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.000223226,-2.54e-07,0.000562309,0.001439659,1.12e-09,0.005602635,0.055757257,-0.001245905,0.045600606,0.005400747,-0.000308579
p05,1754,-0.06407617,-0.0350894,-0.00092102,-0.009262462,0.0,-0.001015318,-1.44e-07,0.004985806,0.001623081,0.000256328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.49e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000373738,-3.39e-07,-0.009805896,0.001919038,1.49e-09,-0.001403041,-0.088282358,-0.000838405,-0.093283845,0.007199829,-0.00937684
p05,1755,-0.079164061,0.080981899,0.000198321,-0.001544599,0.0,-0.001266882,-1.56e-07,0.006231515,0.00202824,0.000320392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.87e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00051929,-4.24e-07,-0.001080831,0.002398163,1.87e-09,0.009245724,0.02948781,-0.001054755,0.01756569,0.008998353,-0.00053198
p05,1756,-0.080675767,-0.039208088,-0.000541447,0.000281489,0.0,-0.00151784,-0.000893553,0.007476928,0.002433155,0.000384449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.24e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000104031,-5.08e-07,0.000381623,0.002877036,2.24e-09,0.011160585,-0.097063172,-0.001873661,-0.113193707,0.010796305,-0.000546387
p05,1757,-0.045052648,0.144917684,-0.001589397,-0.026327065,0.0,-0.001768552,-2.18e-06,0.008722045,0.002837826,0.000448499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.61e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001379519,-5.93e-07,-0.02634684,0.003355655,2.61e-09,-0.009446284,0.119122089,-0.001037056,0.112883226,0.012593551,-0.023375692
p05,1758,-0.014737788,0.177668027,-0.000497828,-0.01122052,0.0,-0.002016972,-1.09e-06,0.009966865,0.003242254,0.000512542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.99e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001168908,-6.78e-07,-0.01102973,0.003834024,2.99e-09,0.006787972,0.182393224,-0.001433121,0.167815948,0.014390292,-0.009110713
p05,1759,-0.004183723,0.180050473,-0.000859748,-0.012722861,0.0,-0.002266092,-9.73e-07,0.01121139,0.00364644,0.000576577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.36e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001052594,-7.63e-07,-0.012864763,0.00431214,3.36e-09,0.006571259,0.193287343,-0.001676529,0.178296161,0.016186409,-0.011275611
p05,1760,0.000998,0.064991288,-0.002572103,-0.030423803,0.0,-0.00252393,-1.42e-06,0.012455619,0.004050383,0.000640606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.73e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001239899,-8.47e-07,-0.0315363,0.004790004,3.73e-09,-0.009556673,0.074023996,-0.00178372,0.069131214,0.017981987,-0.029455007
p05,1761,0.011745482,-1.538656226,-0.001622578,-0.023905737,0.0,-0.002789027,-1.85e-06,0.013699552,0.004454084,0.000704627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001582381,-9.32e-07,-0.024136593,0.005267618,4.1e-09,0.000455247,-1.498225855,-0.001917395,-1.515052204,0.019776917,-0.021332454
p05,1762,0.002240721,-0.669956274,-0.000686064,-0.007755702,0.0,-0.003057159,-4.05e-07,0.014943189,0.004857543,0.000768641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.48e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001035677,-1.02e-06,-0.008056417,0.005744982,4.48e-09,0.016407736,-0.64065974,-0.002549206,-0.66300868,0.021571329,-0.007165129
p05,1763,-0.015075575,0.022887244,-0.000692624,-0.008828627,0.0,-0.003323899,-6.45e-07,0.016186531,0.005260762,0.000832648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.85e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00129215,-1.1e-06,-0.009027378,0.006222085,4.85e-09,0.017765935,0.034213516,-0.002708446,0.011654365,0.023365228,-0.007747407
p05,1764,-0.027276766,0.147949148,0.000129563,0.000335678,0.0,-0.003593368,-0.000656577,0.017429578,0.005663739,0.000896648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.22e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001006096,-1.19e-06,0.001379264,0.006698951,5.22e-09,0.028201715,0.165634488,-0.003517913,0.129457455,0.025158497,0.001095113
p05,1765,-0.056917878,0.177303599,-0.001661809,-0.021098582,0.0,-0.003861023,-1.37e-06,0.01867233,0.006066476,0.000960641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001708282,-1.27e-06,-0.021599225,0.007175594,5.6e-09,0.010366053,0.160495478,-0.002962276,0.136892349,0.026951134,-0.019306221
p05,1766,-0.075014627,-0.308786632,0.000150646,-0.008496019,0.0,-0.004130025,-8.55e-07,0.019914787,0.006468974,0.001024626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.97e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001681131,-1.36e-06,-0.007785824,0.007651992,5.97e-09,0.025609536,-0.330004988,-0.003356483,-0.363546187,0.028743193,-0.005956136
p05,1767,-0.028898436,0.003074391,-1.57e-05,-0.009546475,0.0,-0.004402752,-9.61e-07,0.021156949,0.006871231,0.001088605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.34e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001779179,-1.44e-06,-0.008975262,0.008128146,6.34e-09,0.026522792,0.007584096,-0.003561901,-0.024860747,0.030534682,-0.007030274
p05,1768,0.008994526,0.14846187,-0.004031494,-0.054464447,0.0,-0.004673185,-3.87e-06,0.022398817,0.007273249,0.001152576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.72e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002893369,-1.53e-06,-0.055422956,0.008604055,6.72e-09,-0.014265009,0.179437999,-0.003103471,0.167275239,0.032325668,-0.050079787
p05,1769,0.023158326,0.057248569,-0.00205851,-0.027798855,0.0,-0.004941272,-2.04e-06,0.02364039,0.007675028,0.00121654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.09e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002311492,-1.61e-06,-0.028288028,0.009079721,7.09e-09,0.012495881,0.119773901,-0.003721579,0.092765037,0.034116041,-0.025074675
p05,1770,0.023148483,0.144987044,-0.002109826,-0.028815429,0.0,-0.005229829,-2.13e-06,0.024881668,0.008076569,0.001280498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.46e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002461847,-1.69e-06,-0.029282138,0.009555144,7.46e-09,0.013643717,0.217271183,-0.003955434,0.186656349,0.035905737,-0.0259026
p05,1771,0.018440981,0.177422814,0.000157642,-0.005855947,0.0,-0.005543284,-5.88e-07,0.026122653,0.008477872,0.001344448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.84e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001991944,-1.78e-06,-0.005235982,0.010030325,7.84e-09,0.036830553,0.25634937,-0.004705797,0.212364626,0.037694949,-0.003890695
p05,1772,0.01010519,0.182499537,0.000343735,-0.000536513,0.0,-0.005860479,-5.33e-08,0.027363344,0.008878936,0.001408391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.21e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001862966,-1.86e-06,0.000286726,0.010505263,8.21e-09,0.041630258,0.253570483,-0.005189349,0.204021599,0.039483469,-0.000427897
p05,1773,-0.016627111,0.183255416,0.000326016,-0.003125545,0.0,-0.006177873,-3.15e-07,0.02860374,0.009279764,0.001472327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.58e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001954815,-1.95e-06,-0.002149171,0.01097989,8.58e-09,0.04213754,0.223593915,-0.005373846,0.17362681,0.041271726,-0.001989991
p05,1774,-0.030851475,0.183362909,-0.003058351,-0.040123777,0.0,-0.006495082,-2.88e-06,0.029843843,0.009680354,0.001536255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.96e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002853207,-2.03e-06,-0.040902192,0.011454241,8.96e-09,0.010451898,0.196163169,-0.004885995,0.163033082,0.043059322,-0.037069141
p05,1775,-0.075230928,0.183376363,-0.00120048,-0.027034987,0.0,-0.006810565,-2.67e-06,0.031083653,0.010080708,0.001600177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.33e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002894088,-2.12e-06,-0.026562144,0.011928342,9.33e-09,0.026398974,0.172868134,-0.005221051,0.128954637,0.044846242,-0.023079748
p05,1776,-0.060795852,0.183377111,-9.05e-05,-0.011837197,0.0,-0.007130959,-1.19e-06,0.032323169,0.010480825,0.001664092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.7e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002315354,-2.2e-06,-0.011187306,0.01240225,9.7e-09,0.041438537,0.192072054,-0.005934772,0.140337595,0.046632533,-0.009591654
p05,1777,0.004024056,0.183376581,-0.001728312,-0.036838525,0.0,-0.007454301,-3.59e-06,0.033562392,0.010880707,0.001727999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.01e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003246692,-2.29e-06,-0.036284212,0.012875946,1.01e-08,0.021332019,0.240376331,-0.00555765,0.196502497,0.048417942,-0.032025028
p05,1778,0.029485493,0.180989336,-0.003119936,-0.053426935,0.0,-0.007777714,-4.76e-06,0.034801322,0.011280353,0.0017919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.04e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00380368,-2.37e-06,-0.053194943,0.013349404,1.04e-08,0.008051153,0.271374125,-0.005592379,0.234023821,0.050202874,-0.047466233
p05,1779,0.027973747,0.128145548,-0.001496142,-0.032676822,0.0,-0.008101931,-3.22e-06,0.036039959,0.011679763,0.001855793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.08e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003153003,-2.46e-06,-0.032176465,0.013822622,1.08e-08,0.028687897,0.225087538,-0.006229402,0.176493864,0.051987198,-0.028626655
p05,1780,0.016254745,0.16630608,-0.003911204,-0.055757568,0.0,-0.008433747,-4.35e-06,0.037278303,0.012078939,0.001919679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.12e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003502659,-2.54e-06,-0.056439855,0.0142956,1.12e-08,0.007582786,0.234884452,-0.006241002,0.198888142,0.053771139,-0.051764396
p05,1781,0.011423474,0.180681776,-0.002608736,-0.047442686,0.0,-0.008757878,-4.39e-06,0.038516354,0.012477881,0.001983559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.16e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003684587,-2.63e-06,-0.04707685,0.014768337,1.16e-08,0.018953552,0.25157321,-0.006514505,0.205873762,0.055554518,-0.042313845
p05,1782,-0.01721485,0.182986015,-0.002087409,-0.035755718,0.0,-0.009089343,-3.24e-06,0.039754113,0.012876588,0.002047431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.19e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00323902,-2.71e-06,-0.035668594,0.015240834,1.19e-08,0.030701834,0.226568118,-0.00709633,0.174333167,0.057337326,-0.032417289
p05,1783,-0.039506602,-2.61533898,-0.001512271,-0.029545898,0.0,-0.00942217,-2.88e-06,0.04099158,0.013275062,0.002111296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.23e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003251716,-2.8e-06,-0.029204939,0.015713091,1.23e-08,0.038603615,-2.579663114,-0.007488643,-2.6402819,0.05911956,-0.026407731
p05,1784,-0.07050359,-3.833551032,0.000385058,-0.024638401,0.0,-0.009756177,-2.5e-06,0.042228754,0.013673302,0.002175154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.27e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003332703,-2.88e-06,-0.022638728,0.016185011,1.27e-08,0.047277695,-3.808431008,-0.007893975,-3.87979381,0.060901222,-0.019803833
p05,1785,-0.057918895,-0.390633826,-0.002263146,-0.039049047,0.0,-0.010089104,-3.56e-06,0.043465637,0.014071309,0.002239005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.31e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003651336,-2.97e-06,-0.038930012,0.016656683,1.31e-08,0.033662201,-0.372569664,-0.007901688,-0.430396216,0.062682312,-0.035331363
p05,1786,0.002363496,0.02246841,-0.000802351,-0.032413824,0.0,-0.010423768,-3.3e-06,0.044702227,0.014469084,0.002302849,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.34e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003656166,-3.05e-06,-0.031171123,0.017128128,1.34e-08,0.043421591,0.085395594,-0.008269522,0.030239967,0.064462831,-0.027862404
p05,1787,0.023709764,0.051110458,-0.002173797,-0.044923604,0.0,-0.010761069,-4.41e-06,0.045938526,0.014866626,0.002366686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.38e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004121078,-3.14e-06,-0.044269577,0.017599311,1.38e-08,0.033154913,0.140792934,-0.008279702,0.08692044,0.066242779,-0.039855466
p05,1788,0.027814522,0.114960902,-0.006013086,-0.089163948,0.0,-0.011100655,-7.31e-06,0.047174534,0.015263936,0.002430516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.42e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005198854,-3.22e-06,-0.090020752,0.018070236,1.42e-08,-0.007078432,0.189477336,-0.007969931,0.162871751,0.068022156,-0.082110484
