percentile,component,time,GMST
p50,anthropogenic,1923,0.06
p50,anthropogenic,1924,0.062
p50,anthropogenic,1925,0.065
p50,anthropogenic,1926,0.068
p50,anthropogenic,1927,0.07
p50,anthropogenic,1928,0.073
p50,anthropogenic,1929,0.075
p50,anthropogenic,1930,0.078
p50,anthropogenic,1931,0.081
p50,anthropogenic,1932,0.084
p50,anthropogenic,1933,0.086
p50,anthropogenic,1934,0.089
p50,anthropogenic,1935,0.092
p50,anthropogenic,1936,0.095
p50,anthropogenic,1937,0.098
p50,anthropogenic,1938,0.101
p50,anthropogenic,1939,0.104
p50,anthropogenic,1940,0.107
p50,anthropogenic,1941,0.11
p50,anthropogenic,1942,0.114
p50,anthropogenic,1943,0.117
p50,anthropogenic,1944,0.12
p50,anthropogenic,1945,0.124
p50,anthropogenic,1946,0.128
p50,anthropogenic,1947,0.131
p50,anthropogenic,1948,0.135
p50,anthropogenic,1949,0.139
p50,anthropogenic,1950,0.143
p50,anthropogenic,1951,0.148
p50,anthropogenic,1952,0.152
p50,anthropogenic,1953,0.157
p50,anthropogenic,1954,0.161
p50,anthropogenic,1955,0.166
p50,anthropogenic,1956,0.171
p50,anthropogenic,1957,0.177
p50,anthropogenic,1958,0.182
p50,anthropogenic,1959,0.188
p50,anthropogenic,1960,0.194
p50,anthropogenic,1961,0.2
p50,anthropogenic,1962,0.207
p50,anthropogenic,1963,0.214
p50,anthropogenic,1964,0.221
p50,anthropogenic,1965,0.228
p50,anthropogenic,1966,0.236
p50,anthropogenic,1967,0.244
p50,anthropogenic,1968,0.252
p50,anthropogenic,1969,0.261
p50,anthropogenic,1970,0.27
p50,anthropogenic,1971,0.279
p50,anthropogenic,1972,0.289
p50,anthropogenic,1973,0.299
p50,anthropogenic,1974,0.309
p50,anthropogenic,1975,0.32
p50,anthropogenic,1976,0.331
p50,anthropogenic,1977,0.343
p50,anthropogenic,1978,0.355
p50,anthropogenic,1979,0.367
p50,anthropogenic,1980,0.38
p50,anthropogenic,1981,0.393
p50,anthropogenic,1982,0.407
p50,anthropogenic,1983,0.421
p50,anthropogenic,1984,0.435
p50,anthropogenic,1985,0.45
p50,anthropogenic,1986,0.465
p50,anthropogenic,1987,0.481
p50,anthropogenic,1988,0.497
p50,anthropogenic,1989,0.513
p50,anthropogenic,1990,0.53
p50,anthropogenic,1991,0.547
p50,anthropogenic,1992,0.565
p50,anthropogenic,1993,0.583
p50,anthropogenic,1994,0.601
p50,anthropogenic,1995,0.62
p50,anthropogenic,1996,0.639
p50,anthropogenic,1997,0.659
p50,anthropogenic,1998,0.678
p50,anthropogenic,1999,0.699
p50,anthropogenic,2000,0.719
p50,anthropogenic,2001,0.74
p50,anthropogenic,2002,0.762
p50,anthropogenic,2003,0.784
p50,anthropogenic,2004,0.806
p50,anthropogenic,2005,0.828
p50,anthropogenic,2006,0.851
p50,anthropogenic,2007,0.874
p50,anthropogenic,2008,0.897
p50,anthropogenic,2009,0.921
p50,anthropogenic,2010,0.945
p50,anthropogenic,2011,0.97
p50,anthropogenic,2012,0.994
p50,anthropogenic,2013,1.019
p50,anthropogenic,2014,1.045
p50,anthropogenic,2015,1.07
p50,anthropogenic,2016,1.096
p50,anthropogenic,2017,1.122
p50,anthropogenic,2018,1.148
p50,anthropogenic,2019,1.175
p50,anthropogenic,2020,1.201
p50,anthropogenic,2021,1.228
p50,anthropogenic,2022,1.255
p50,anthropogenic,2023,1.283
p50,anthropogenic,2024,1.31
p50,anthropogenic,2025,1.337
p50,ghg,1850,-0.113
p50,ghg,1851,-0.108
p50,ghg,1852,-0.104
p50,ghg,1853,-0.1
p50,ghg,1854,-0.095
p50,ghg,1855,-0.091
p50,ghg,1856,-0.087
p50,ghg,1857,-0.082
p50,ghg,1858,-0.078
p50,ghg,1859,-0.073
p50,ghg,1860,-0.069
p50,ghg,1861,-0.064
p50,ghg,1862,-0.06
p50,ghg,1863,-0.055
p50,ghg,1864,-0.051
p50,ghg,1865,-0.046
p50,ghg,1866,-0.042
p50,ghg,1867,-0.037
p50,ghg,1868,-0.032
p50,ghg,1869,-0.028
p50,ghg,1870,-0.023
p50,ghg,1871,-0.018
p50,ghg,1872,-0.014
p50,ghg,1873,-0.009
p50,ghg,1874,-0.004
p50,ghg,1875,0.0
p50,ghg,1876,0.005
p50,ghg,1877,0.009
p50,ghg,1878,0.014
p50,ghg,1879,0.019
p50,ghg,1880,0.023
p50,ghg,1881,0.028
p50,ghg,1882,0.032
p50,ghg,1883,0.037
p50,ghg,1884,0.042
p50,ghg,1885,0.046
p50,ghg,1886,0.051
p50,ghg,1887,0.055
p50,ghg,1888,0.06
p50,ghg,1889,0.064
p50,ghg,1890,0.069
p50,ghg,1891,0.073
p50,ghg,1892,0.077
p50,ghg,1893,0.082
p50,ghg,1894,0.086
p50,ghg,1895,0.091
p50,ghg,1896,0.095
p50,ghg,1897,0.1
p50,ghg,1898,0.104
p50,ghg,1899,0.109
p50,ghg,1900,0.113
p50,ghg,1901,0.117
p50,ghg,1902,0.122
p50,ghg,1903,0.126
p50,ghg,1904,0.131
p50,ghg,1905,0.135
p50,ghg,1906,0.14
p50,ghg,1907,0.144
p50,ghg,1908,0.148
p50,ghg,1909,0.153
p50,ghg,1910,0.157
p50,ghg,1911,0.162
p50,ghg,1912,0.166
p50,ghg,1913,0.17
p50,ghg,1914,0.174
p50,ghg,1915,0.179
p50,ghg,1916,0.183
p50,ghg,1917,0.187
p50,ghg,1918,0.191
p50,ghg,1919,0.195
p50,ghg,1920,0.199
p50,ghg,1921,0.203
p50,ghg,1922,0.207
p50,ghg,1923,0.211
p50,ghg,1924,0.215
p50,ghg,1925,0.219
p50,ghg,1926,0.223
p50,ghg,1927,0.227
p50,ghg,1928,0.23
p50,ghg,1929,0.234
p50,ghg,1930,0.238
p50,ghg,1931,0.241
p50,ghg,1932,0.245
p50,ghg,1933,0.249
p50,ghg,1934,0.252
p50,ghg,1935,0.256
p50,ghg,1936,0.26
p50,ghg,1937,0.264
p50,ghg,1938,0.268
p50,ghg,1939,0.272
p50,ghg,1940,0.276
p50,ghg,1941,0.281
p50,ghg,1942,0.285
p50,ghg,1943,0.29
p50,ghg,1944,0.295
p50,ghg,1945,0.3
p50,ghg,1946,0.305
p50,ghg,1947,0.31
p50,ghg,1948,0.316
p50,ghg,1949,0.322
p50,ghg,1950,0.328
p50,ghg,1951,0.335
p50,ghg,1952,0.342
p50,ghg,1953,0.349
p50,ghg,1954,0.356
p50,ghg,1955,0.364
p50,ghg,1956,0.373
p50,ghg,1957,0.381
p50,ghg,1958,0.39
p50,ghg,1959,0.4
p50,ghg,1960,0.41
p50,ghg,1961,0.42
p50,ghg,1962,0.431
p50,ghg,1963,0.443
p50,ghg,1964,0.455
p50,ghg,1965,0.467
p50,ghg,1966,0.48
p50,ghg,1967,0.493
p50,ghg,1968,0.507
p50,ghg,1969,0.522
p50,ghg,1970,0.536
p50,ghg,1971,0.552
p50,ghg,1972,0.568
p50,ghg,1973,0.584
p50,ghg,1974,0.601
p50,ghg,1975,0.618
p50,ghg,1976,0.635
p50,ghg,1977,0.653
p50,ghg,1978,0.672
p50,ghg,1979,0.691
p50,ghg,1980,0.71
p50,ghg,1981,0.73
p50,ghg,1982,0.75
p50,ghg,1983,0.77
p50,ghg,1984,0.791
p50,ghg,1985,0.812
p50,ghg,1986,0.833
p50,ghg,1987,0.854
p50,ghg,1988,0.876
p50,ghg,1989,0.898
p50,ghg,1990,0.92
p50,ghg,1991,0.942
p50,ghg,1992,0.964
p50,ghg,1993,0.987
p50,ghg,1994,1.009
p50,ghg,1995,1.032
p50,ghg,1996,1.055
p50,ghg,1997,1.078
p50,ghg,1998,1.101
p50,ghg,1999,1.124
p50,ghg,2000,1.147
p50,ghg,2001,1.17
p50,ghg,2002,1.193
p50,ghg,2003,1.216
p50,ghg,2004,1.239
p50,ghg,2005,1.262
p50,ghg,2006,1.286
p50,ghg,2007,1.309
p50,ghg,2008,1.332
p50,ghg,2009,1.355
p50,ghg,2010,1.378
p50,ghg,2011,1.402
p50,ghg,2012,1.425
p50,ghg,2013,1.448
p50,ghg,2014,1.471
p50,ghg,2015,1.495
p50,ghg,2016,1.518
p50,ghg,2017,1.541
p50,ghg,2018,1.565
p50,ghg,2019,1.588
p50,ghg,2020,1.611
p50,ghg,2021,1.635
p50,ghg,2022,1.658
p50,ghg,2023,1.681
p50,ghg,2024,1.705
p50,ghg,2025,1.728
p50,natural,1850,0.025
p50,natural,1851,0.033
p50,natural,1852,0.039
p50,natural,1853,0.027
p50,natural,1854,0.014
p50,natural,1855,0.015
p50,natural,1856,0.017
p50,natural,1857,0.003
p50,natural,1858,0.007
p50,natural,1859,0.017
p50,natural,1860,0.029
p50,natural,1861,0.031
p50,natural,1862,-0.038
p50,natural,1863,-0.057
p50,natural,1864,-0.044
p50,natural,1865,-0.024
p50,natural,1866,-0.007
p50,natural,1867,0.007
p50,natural,1868,0.019
p50,natural,1869,0.03
p50,natural,1870,0.038
p50,natural,1871,0.046
p50,natural,1872,0.051
p50,natural,1873,0.035
p50,natural,1874,0.033
p50,natural,1875,0.032
p50,natural,1876,0.032
p50,natural,1877,0.035
p50,natural,1878,0.038
p50,natural,1879,0.041
p50,natural,1880,0.041
p50,natural,1881,0.043
p50,natural,1882,0.048
p50,natural,1883,0.003
p50,natural,1884,-0.17
p50,natural,1885,-0.193
p50,natural,1886,-0.16
p50,natural,1887,-0.13
p50,natural,1888,-0.093
p50,natural,1889,-0.06
p50,natural,1890,-0.045
p50,natural,1891,-0.048
p50,natural,1892,-0.031
p50,natural,1893,-0.007
p50,natural,1894,0.015
p50,natural,1895,0.03
p50,natural,1896,0.039
p50,natural,1897,0.044
p50,natural,1898,0.048
p50,natural,1899,0.05
p50,natural,1900,0.051
p50,natural,1901,0.051
p50,natural,1902,0.042
p50,natural,1903,-0.039
p50,natural,1904,-0.055
p50,natural,1905,-0.037
p50,natural,1906,-0.012
p50,natural,1907,-0.004
p50,natural,1908,0.008
p50,natural,1909,0.022
p50,natural,1910,0.032
p50,natural,1911,0.038
p50,natural,1912,0.0
p50,natural,1913,-0.035
p50,natural,1914,-0.028
p50,natural,1915,-0.006
p50,natural,1916,0.016
p50,natural,1917,0.035
p50,natural,1918,0.05
p50,natural,1919,0.058
p50,natural,1920,0.062
p50,natural,1921,0.063
p50,natural,1922,0.053
p50,natural,1923,0.048
p50,natural,1924,0.051
p50,natural,1925,0.056
p50,natural,1926,0.062
p50,natural,1927,0.069
p50,natural,1928,0.071
p50,natural,1929,0.057
p50,natural,1930,0.063
p50,natural,1931,0.066
p50,natural,1932,0.053
p50,natural,1933,0.053
p50,natural,1934,0.057
p50,natural,1935,0.062
p50,natural,1936,0.072
p50,natural,1937,0.08
p50,natural,1938,0.085
p50,natural,1939,0.088
p50,natural,1940,0.09
p50,natural,1941,0.089
p50,natural,1942,0.087
p50,natural,1943,0.083
p50,natural,1944,0.081
p50,natural,1945,0.083
p50,natural,1946,0.086
p50,natural,1947,0.093
p50,natural,1948,0.1
p50,natural,1949,0.104
p50,natural,1950,0.103
p50,natural,1951,0.099
p50,natural,1952,0.096
p50,natural,1953,0.092
p50,natural,1954,0.089
p50,natural,1955,0.089
p50,natural,1956,0.096
p50,natural,1957,0.106
p50,natural,1958,0.114
p50,natural,1959,0.117
p50,natural,1960,0.118
p50,natural,1961,0.114
p50,natural,1962,0.093
p50,natural,1963,0.006
p50,natural,1964,-0.052
p50,natural,1965,-0.064
p50,natural,1966,-0.033
p50,natural,1967,-0.025
p50,natural,1968,-0.01
p50,natural,1969,0.008
p50,natural,1970,0.023
p50,natural,1971,0.021
p50,natural,1972,0.027
p50,natural,1973,0.039
p50,natural,1974,0.042
p50,natural,1975,0.015
p50,natural,1976,0.018
p50,natural,1977,0.031
p50,natural,1978,0.047
p50,natural,1979,0.063
p50,natural,1980,0.071
p50,natural,1981,0.074
p50,natural,1982,0.048
p50,natural,1983,-0.016
p50,natural,1984,-0.031
p50,natural,1985,-0.023
p50,natural,1986,-0.016
p50,natural,1987,-0.004
p50,natural,1988,0.013
p50,natural,1989,0.036
p50,natural,1990,0.052
p50,natural,1991,0.003
p50,natural,1992,-0.139
p50,natural,1993,-0.168
p50,natural,1994,-0.133
p50,natural,1995,-0.093
p50,natural,1996,-0.058
p50,natural,1997,-0.028
p50,natural,1998,0.0
p50,natural,1999,0.024
p50,natural,2000,0.045
p50,natural,2001,0.06
p50,natural,2002,0.073
p50,natural,2003,0.075
p50,natural,2004,0.076
p50,natural,2005,0.072
p50,natural,2006,0.067
p50,natural,2007,0.061
p50,natural,2008,0.058
p50,natural,2009,0.053
p50,natural,2010,0.054
p50,natural,2011,0.055
p50,natural,2012,0.06
p50,natural,2013,0.067
p50,natural,2014,0.072
p50,natural,2015,0.071
p50,natural,2016,0.066
p50,natural,2017,0.06
p50,natural,2018,0.054
p50,natural,2019,0.048
p50,natural,2020,0.043
p50,natural,2021,0.041
p50,natural,2022,0.042
p50,natural,2023,0.044
p50,natural,2024,0.045
p50,natural,2025,0.044
p50,other_human_forcing,1850,0.1
p50,other_human_forcing,1851,0.096
p50,other_human_forcing,1852,0.092
p50,other_human_forcing,1853,0.089
p50,other_human_forcing,1854,0.085
p50,other_human_forcing,1855,0.081
p50,other_human_forcing,1856,0.077
p50,other_human_forcing,1857,0.073
p50,other_human_forcing,1858,0.069
p50,other_human_forcing,1859,0.065
p50,other_human_forcing,1860,0.06
p50,other_human_forcing,1861,0.056
p50,other_human_forcing,1862,0.052
p50,other_human_forcing,1863,0.048
p50,other_human_forcing,1864,0.044
p50,other_human_forcing,1865,0.04
p50,other_human_forcing,1866,0.036
p50,other_human_forcing,1867,0.032
p50,other_human_forcing,1868,0.027
p50,other_human_forcing,1869,0.023
p50,other_human_forcing,1870,0.019
p50,other_human_forcing,1871,0.015
p50,other_human_forcing,1872,0.011
p50,other_human_forcing,1873,0.007
p50,other_human_forcing,1874,0.003
p50,other_human_forcing,1875,-0.001
p50,other_human_forcing,1876,-0.006
p50,other_human_forcing,1877,-0.01
p50,other_human_forcing,1878,-0.014
p50,other_human_forcing,1879,-0.018
p50,other_human_forcing,1880,-0.022
p50,other_human_forcing,1881,-0.026
p50,other_human_forcing,1882,-0.03
p50,other_human_forcing,1883,-0.034
p50,other_human_forcing,1884,-0.037
p50,other_human_forcing,1885,-0.041
p50,other_human_forcing,1886,-0.045
p50,other_human_forcing,1887,-0.049
p50,other_human_forcing,1888,-0.053
p50,other_human_forcing,1889,-0.056
p50,other_human_forcing,1890,-0.06
p50,other_human_forcing,1891,-0.064
p50,other_human_forcing,1892,-0.067
p50,other_human_forcing,1893,-0.071
p50,other_human_forcing,1894,-0.075
p50,other_human_forcing,1895,-0.078
p50,other_human_forcing,1896,-0.082
p50,other_human_forcing,1897,-0.085
p50,other_human_forcing,1898,-0.089
p50,other_human_forcing,1899,-0.092
p50,other_human_forcing,1900,-0.095
p50,other_human_forcing,1901,-0.099
p50,other_human_forcing,1902,-0.102
p50,other_human_forcing,1903,-0.105
p50,other_human_forcing,1904,-0.108
p50,other_human_forcing,1905,-0.111
p50,other_human_forcing,1906,-0.114
p50,other_human_forcing,1907,-0.117
p50,other_human_forcing,1908,-0.12
p50,other_human_forcing,1909,-0.123
p50,other_human_forcing,1910,-0.125
p50,other_human_forcing,1911,-0.128
p50,other_human_forcing,1912,-0.13
p50,other_human_forcing,1913,-0.133
p50,other_human_forcing,1914,-0.135
p50,other_human_forcing,1915,-0.137
p50,other_human_forcing,1916,-0.139
p50,other_human_forcing,1917,-0.141
p50,other_human_forcing,1918,-0.143
p50,other_human_forcing,1919,-0.145
p50,other_human_forcing,1920,-0.147
p50,other_human_forcing,1921,-0.148
p50,other_human_forcing,1922,-0.15
p50,other_human_forcing,1923,-0.151
p50,other_human_forcing,1924,-0.153
p50,other_human_forcing,1925,-0.154
p50,other_human_forcing,1926,-0.155
p50,other_human_forcing,1927,-0.156
p50,other_human_forcing,1928,-0.157
p50,other_human_forcing,1929,-0.159
p50,other_human_forcing,1930,-0.159
p50,other_human_forcing,1931,-0.16
p50,other_human_forcing,1932,-0.161
p50,other_human_forcing,1933,-0.162
p50,other_human_forcing,1934,-0.163
p50,other_human_forcing,1935,-0.164
p50,other_human_forcing,1936,-0.165
p50,other_human_forcing,1937,-0.166
p50,other_human_forcing,1938,-0.167
p50,other_human_forcing,1939,-0.168
p50,other_human_forcing,1940,-0.169
p50,other_human_forcing,1941,-0.17
p50,other_human_forcing,1942,-0.171
p50,other_human_forcing,1943,-0.173
p50,other_human_forcing,1944,-0.174
p50,other_human_forcing,1945,-0.176
p50,other_human_forcing,1946,-0.177
p50,other_human_forcing,1947,-0.179
p50,other_human_forcing,1948,-0.181
p50,other_human_forcing,1949,-0.183
p50,other_human_forcing,1950,-0.185
p50,other_human_forcing,1951,-0.187
p50,other_human_forcing,1952,-0.19
p50,other_human_forcing,1953,-0.192
p50,other_human_forcing,1954,-0.195
p50,other_human_forcing,1955,-0.198
p50,other_human_forcing,1956,-0.201
p50,other_human_forcing,1957,-0.205
p50,other_human_forcing,1958,-0.208
p50,other_human_forcing,1959,-0.212
p50,other_human_forcing,1960,-0.216
p50,other_human_forcing,1961,-0.22
p50,other_human_forcing,1962,-0.224
p50,other_human_forcing,1963,-0.229
p50,other_human_forcing,1964,-0.234
p50,other_human_forcing,1965,-0.239
p50,other_human_forcing,1966,-0.244
p50,other_human_forcing,1967,-0.249
p50,other_human_forcing,1968,-0.255
p50,other_human_forcing,1969,-0.261
p50,other_human_forcing,1970,-0.266
p50,other_human_forcing,1971,-0.272
p50,other_human_forcing,1972,-0.279
p50,other_human_forcing,1973,-0.285
p50,other_human_forcing,1974,-0.291
p50,other_human_forcing,1975,-0.298
p50,other_human_forcing,1976,-0.304
p50,other_human_forcing,1977,-0.31
p50,other_human_forcing,1978,-0.317
p50,other_human_forcing,1979,-0.324
p50,other_human_forcing,1980,-0.33
p50,other_human_forcing,1981,-0.337
p50,other_human_forcing,1982,-0.343
p50,other_human_forcing,1983,-0.349
p50,other_human_forcing,1984,-0.356
p50,other_human_forcing,1985,-0.362
p50,other_human_forcing,1986,-0.368
p50,other_human_forcing,1987,-0.374
p50,other_human_forcing,1988,-0.379
p50,other_human_forcing,1989,-0.385
p50,other_human_forcing,1990,-0.39
p50,other_human_forcing,1991,-0.395
p50,other_human_forcing,1992,-0.4
p50,other_human_forcing,1993,-0.404
p50,other_human_forcing,1994,-0.408
p50,other_human_forcing,1995,-0.412
p50,other_human_forcing,1996,-0.416
p50,other_human_forcing,1997,-0.419
p50,other_human_forcing,1998,-0.422
p50,other_human_forcing,1999,-0.425
p50,other_human_forcing,2000,-0.427
p50,other_human_forcing,2001,-0.429
p50,other_human_forcing,2002,-0.431
p50,other_human_forcing,2003,-0.433
p50,other_human_forcing,2004,-0.434
p50,other_human_forcing,2005,-0.434
p50,other_human_forcing,2006,-0.435
p50,other_human_forcing,2007,-0.435
p50,other_human_forcing,2008,-0.435
p50,other_human_forcing,2009,-0.434
p50,other_human_forcing,2010,-0.433
p50,other_human_forcing,2011,-0.432
p50,other_human_forcing,2012,-0.431
p50,other_human_forcing,2013,-0.429
p50,other_human_forcing,2014,-0.427
p50,other_human_forcing,2015,-0.425
p50,other_human_forcing,2016,-0.422
p50,other_human_forcing,2017,-0.42
p50,other_human_forcing,2018,-0.417
p50,other_human_forcing,2019,-0.413
p50,other_human_forcing,2020,-0.41
p50,other_human_forcing,2021,-0.407
p50,other_human_forcing,2022,-0.403
p50,other_human_forcing,2023,-0.399
p50,other_human_forcing,2024,-0.395
p50,other_human_forcing,2025,-0.391
p50,total,1850,0.013
p50,total,1851,0.021
p50,total,1852,0.027
p50,total,1853,0.016
p50,total,1854,0.003
p50,total,1855,0.005
p50,total,1856,0.007
p50,total,1857,-0.006
p50,total,1858,-0.002
p50,total,1859,0.009
p50,total,1860,0.02
p50,total,1861,0.023
p50,total,1862,-0.045
p50,total,1863,-0.064
p50,total,1864,-0.05
p50,total,1865,-0.031
p50,total,1866,-0.013
p50,total,1867,0.001
p50,total,1868,0.014
p50,total,1869,0.025
p50,total,1870,0.034
p50,total,1871,0.043
p50,total,1872,0.048
p50,total,1873,0.033
p50,total,1874,0.032
p50,total,1875,0.031
p50,total,1876,0.031
p50,total,1877,0.035
p50,total,1878,0.039
p50,total,1879,0.042
p50,total,1880,0.043
p50,total,1881,0.045
p50,total,1882,0.051
p50,total,1883,0.006
p50,total,1884,-0.166
p50,total,1885,-0.188
p50,total,1886,-0.154
p50,total,1887,-0.124
p50,total,1888,-0.086
p50,total,1889,-0.052
p50,total,1890,-0.037
p50,total,1891,-0.039
p50,total,1892,-0.021
p50,total,1893,0.004
p50,total,1894,0.027
p50,total,1895,0.042
p50,total,1896,0.052
p50,total,1897,0.059
p50,total,1898,0.063
p50,total,1899,0.066
p50,total,1900,0.069
p50,total,1901,0.07
p50,total,1902,0.062
p50,total,1903,-0.018
p50,total,1904,-0.033
p50,total,1905,-0.013
p50,total,1906,0.014
p50,total,1907,0.022
p50,total,1908,0.037
p50,total,1909,0.052
p50,total,1910,0.064
p50,total,1911,0.071
p50,total,1912,0.035
p50,total,1913,0.003
p50,total,1914,0.011
p50,total,1915,0.035
p50,total,1916,0.06
p50,total,1917,0.081
p50,total,1918,0.098
p50,total,1919,0.109
p50,total,1920,0.115
p50,total,1921,0.118
p50,total,1922,0.11
p50,total,1923,0.108
p50,total,1924,0.114
p50,total,1925,0.121
p50,total,1926,0.13
p50,total,1927,0.139
p50,total,1928,0.144
p50,total,1929,0.133
p50,total,1930,0.141
p50,total,1931,0.147
p50,total,1932,0.136
p50,total,1933,0.139
p50,total,1934,0.146
p50,total,1935,0.154
p50,total,1936,0.167
p50,total,1937,0.178
p50,total,1938,0.186
p50,total,1939,0.193
p50,total,1940,0.197
p50,total,1941,0.199
p50,total,1942,0.2
p50,total,1943,0.2
p50,total,1944,0.202
p50,total,1945,0.207
p50,total,1946,0.214
p50,total,1947,0.225
p50,total,1948,0.235
p50,total,1949,0.243
p50,total,1950,0.247
p50,total,1951,0.247
p50,total,1952,0.248
p50,total,1953,0.248
p50,total,1954,0.25
p50,total,1955,0.256
p50,total,1956,0.267
p50,total,1957,0.282
p50,total,1958,0.296
p50,total,1959,0.305
p50,total,1960,0.312
p50,total,1961,0.314
p50,total,1962,0.3
p50,total,1963,0.22
p50,total,1964,0.169
p50,total,1965,0.164
p50,total,1966,0.203
p50,total,1967,0.219
p50,total,1968,0.242
p50,total,1969,0.269
p50,total,1970,0.293
p50,total,1971,0.301
p50,total,1972,0.316
p50,total,1973,0.338
p50,total,1974,0.352
p50,total,1975,0.336
p50,total,1976,0.349
p50,total,1977,0.374
p50,total,1978,0.402
p50,total,1979,0.43
p50,total,1980,0.451
p50,total,1981,0.467
p50,total,1982,0.455
p50,total,1983,0.405
p50,total,1984,0.404
p50,total,1985,0.427
p50,total,1986,0.449
p50,total,1987,0.476
p50,total,1988,0.51
p50,total,1989,0.549
p50,total,1990,0.582
p50,total,1991,0.55
p50,total,1992,0.425
p50,total,1993,0.414
p50,total,1994,0.468
p50,total,1995,0.527
p50,total,1996,0.581
p50,total,1997,0.631
p50,total,1998,0.678
p50,total,1999,0.723
p50,total,2000,0.765
p50,total,2001,0.801
p50,total,2002,0.835
p50,total,2003,0.859
p50,total,2004,0.882
p50,total,2005,0.9
p50,total,2006,0.918
p50,total,2007,0.935
p50,total,2008,0.955
p50,total,2009,0.974
p50,total,2010,0.999
p50,total,2011,1.025
p50,total,2012,1.055
p50,total,2013,1.086
p50,total,2014,1.116
p50,total,2015,1.141
p50,total,2016,1.162
p50,total,2017,1.182
p50,total,2018,1.202
p50,total,2019,1.223
p50,total,2020,1.244
p50,total,2021,1.269
p50,total,2022,1.298
p50,total,2023,1.327
p50,total,2024,1.355
p50,total,2025,1.381
p83,anthropogenic,1850,0.023
p83,anthropogenic,1851,0.021
p83,anthropogenic,1852,0.02
p83,anthropogenic,1853,0.018
p83,anthropogenic,1854,0.017
p83,anthropogenic,1855,0.015
p83,anthropogenic,1856,0.014
p83,anthropogenic,1857,0.013
p83,anthropogenic,1858,0.012
p83,anthropogenic,1859,0.011
p83,anthropogenic,1860,0.01
p83,anthropogenic,1861,0.009
p83,anthropogenic,1862,0.008
p83,anthropogenic,1863,0.007
p83,anthropogenic,1864,0.006
p83,anthropogenic,1865,0.005
p83,anthropogenic,1866,0.004
p83,anthropogenic,1867,0.003
p83,anthropogenic,1868,0.003
p83,anthropogenic,1869,0.003
p83,anthropogenic,1870,0.002
p83,anthropogenic,1871,0.002
p83,anthropogenic,1872,0.002
p83,anthropogenic,1873,0.003
p83,anthropogenic,1874,0.004
p83,anthropogenic,1875,0.005
p83,anthropogenic,1876,0.006
p83,anthropogenic,1877,0.007
p83,anthropogenic,1878,0.009
p83,anthropogenic,1879,0.01
p83,anthropogenic,1880,0.012
p83,anthropogenic,1881,0.013
p83,anthropogenic,1882,0.015
p83,anthropogenic,1883,0.016
p83,anthropogenic,1884,0.018
p83,anthropogenic,1885,0.019
p83,anthropogenic,1886,0.021
p83,anthropogenic,1887,0.023
p83,anthropogenic,1888,0.024
p83,anthropogenic,1889,0.025
p83,anthropogenic,1890,0.026
p83,anthropogenic,1891,0.028
p83,anthropogenic,1892,0.029
p83,anthropogenic,1893,0.031
p83,anthropogenic,1894,0.032
p83,anthropogenic,1895,0.034
p83,anthropogenic,1896,0.035
p83,anthropogenic,1897,0.037
p83,anthropogenic,1898,0.039
p83,anthropogenic,1899,0.04
p83,anthropogenic,1900,0.042
p83,anthropogenic,1901,0.043
p83,anthropogenic,1902,0.045
p83,anthropogenic,1903,0.047
p83,anthropogenic,1904,0.05
p83,anthropogenic,1905,0.052
p83,anthropogenic,1906,0.054
p83,anthropogenic,1907,0.056
p83,anthropogenic,1908,0.058
p83,anthropogenic,1909,0.06
p83,anthropogenic,1910,0.062
p83,anthropogenic,1911,0.064
p83,anthropogenic,1912,0.067
p83,anthropogenic,1913,0.069
p83,anthropogenic,1914,0.072
p83,anthropogenic,1915,0.074
p83,anthropogenic,1916,0.077
p83,anthropogenic,1917,0.079
p83,anthropogenic,1918,0.082
p83,anthropogenic,1919,0.085
p83,anthropogenic,1920,0.088
p83,anthropogenic,1921,0.091
p83,anthropogenic,1922,0.094
p83,anthropogenic,1923,0.097
p83,anthropogenic,1924,0.1
p83,anthropogenic,1925,0.103
p83,anthropogenic,1926,0.106
p83,anthropogenic,1927,0.11
p83,anthropogenic,1928,0.113
p83,anthropogenic,1929,0.116
p83,anthropogenic,1930,0.119
p83,anthropogenic,1931,0.123
p83,anthropogenic,1932,0.126
p83,anthropogenic,1933,0.13
p83,anthropogenic,1934,0.134
p83,anthropogenic,1935,0.137
p83,anthropogenic,1936,0.14
p83,anthropogenic,1937,0.143
p83,anthropogenic,1938,0.147
p83,anthropogenic,1939,0.15
p83,anthropogenic,1940,0.154
p83,anthropogenic,1941,0.158
p83,anthropogenic,1942,0.163
p83,anthropogenic,1943,0.167
p83,anthropogenic,1944,0.171
p83,anthropogenic,1945,0.175
p83,anthropogenic,1946,0.179
p83,anthropogenic,1947,0.183
p83,anthropogenic,1948,0.188
p83,anthropogenic,1949,0.193
p83,anthropogenic,1950,0.198
p83,anthropogenic,1951,0.203
p83,anthropogenic,1952,0.209
p83,anthropogenic,1953,0.214
p83,anthropogenic,1954,0.219
p83,anthropogenic,1955,0.225
p83,anthropogenic,1956,0.231
p83,anthropogenic,1957,0.236
p83,anthropogenic,1958,0.242
p83,anthropogenic,1959,0.25
p83,anthropogenic,1960,0.257
p83,anthropogenic,1961,0.264
p83,anthropogenic,1962,0.271
p83,anthropogenic,1963,0.279
p83,anthropogenic,1964,0.286
