percentile,component,time,GMST
p05,aerosol_radiation_interactions,1992,-0.0008713
p05,aerosol_radiation_interactions,1993,-0.000647598
p05,aerosol_radiation_interactions,1994,-0.000751906
p05,aerosol_radiation_interactions,1995,-0.000750738
p05,aerosol_radiation_interactions,1996,-0.000490183
p05,aerosol_radiation_interactions,1997,-0.000260832
p05,aerosol_radiation_interactions,1998,-0.000175836
p05,aerosol_radiation_interactions,1999,-0.000144963
p05,aerosol_radiation_interactions,2000,-0.000179343
p05,aerosol_radiation_interactions,2001,-0.000202791
p05,aerosol_radiation_interactions,2002,-0.000387071
p05,aerosol_radiation_interactions,2003,-0.000975258
p05,aerosol_radiation_interactions,2004,-0.001735551
p05,aerosol_radiation_interactions,2005,-0.002042996
p05,aerosol_radiation_interactions,2006,-0.001639923
p05,aerosol_radiation_interactions,2007,-0.000890292
p05,aerosol_radiation_interactions,2008,-0.000256306
p05,aerosol_radiation_interactions,2009,0.00014166
p05,aerosol_radiation_interactions,2010,0.000274107
p05,aerosol_radiation_interactions,2011,0.000258738
p05,aerosol_radiation_interactions,2012,0.000162932
p05,aerosol_radiation_interactions,2013,4.61e-05
p05,aerosol_radiation_interactions,2014,-2.55e-05
p05,aerosol_radiation_interactions,2015,-0.000122445
p05,aerosol_radiation_interactions,2016,-0.000196183
p05,aerosol_radiation_interactions,2017,-0.000253239
p05,aerosol_radiation_interactions,2018,-0.000275979
p05,aerosol_radiation_interactions,2019,-0.000387116
p05,aerosol_radiation_interactions,2020,-0.000655544
p05,aerosol_radiation_interactions,2021,-0.000843097
p05,anthropogenic,1946,0.003277358
p05,anthropogenic,1947,0.003057385
p05,anthropogenic,1948,0.002487917
p05,anthropogenic,1949,0.001598482
p05,anthropogenic,1950,0.000541085
p05,anthropogenic,1951,-0.000379962
p05,anthropogenic,1952,-0.000975127
p05,anthropogenic,1953,-0.001493638
p05,anthropogenic,1954,-0.001776407
p05,anthropogenic,1955,-0.001632503
p05,anthropogenic,1956,-0.001506485
p05,anthropogenic,1957,-0.00152348
p05,anthropogenic,1958,-0.001434498
p05,anthropogenic,1959,-0.001293872
p05,anthropogenic,1960,-0.001020687
p05,anthropogenic,1961,-0.000601471
p05,anthropogenic,1962,-0.0002602
p05,anthropogenic,1963,4.04e-05
p05,anthropogenic,1964,0.000448833
p05,anthropogenic,1965,0.001010415
p05,anthropogenic,1966,0.001521339
p05,anthropogenic,1967,0.001986493
p05,anthropogenic,1968,0.002608737
p05,anthropogenic,1969,0.003366783
p05,anthropogenic,1970,0.004231576
p05,anthropogenic,1971,0.005234487
p05,anthropogenic,1972,0.006199901
p05,anthropogenic,1973,0.007118703
p05,anthropogenic,1974,0.008068936
p05,anthropogenic,1975,0.008944309
p05,anthropogenic,1976,0.009776215
p05,anthropogenic,1977,0.01074041
p05,anthropogenic,1978,0.011725639
p05,anthropogenic,1979,0.012732838
p05,anthropogenic,1980,0.013949748
p05,anthropogenic,1981,0.015118656
p05,anthropogenic,1982,0.016009073
p05,anthropogenic,1983,0.016562483
p05,anthropogenic,1984,0.016936138
p05,anthropogenic,1985,0.017194459
p05,anthropogenic,1986,0.017322269
p05,anthropogenic,1987,0.017214172
p05,anthropogenic,1988,0.016526184
p05,anthropogenic,1989,0.016257976
p05,anthropogenic,1990,0.015949053
p05,anthropogenic,1991,0.015460232
p05,anthropogenic,1992,0.015808803
p05,anthropogenic,1993,0.015281008
p05,anthropogenic,1994,0.013012508
p05,anthropogenic,1995,0.012082493
p05,anthropogenic,1996,0.014203221
p05,anthropogenic,1997,0.016315705
p05,anthropogenic,1998,0.017385916
p05,anthropogenic,1999,0.017998822
p05,anthropogenic,2000,0.01777822
p05,anthropogenic,2001,0.017226835
p05,anthropogenic,2002,0.01656049
p05,anthropogenic,2003,0.015813186
p05,anthropogenic,2004,0.015169889
p05,anthropogenic,2005,0.015055914
p05,anthropogenic,2006,0.015699768
p05,anthropogenic,2007,0.016568613
p05,anthropogenic,2008,0.017373397
p05,anthropogenic,2009,0.018171627
p05,anthropogenic,2010,0.01896713
p05,anthropogenic,2011,0.019637012
p05,anthropogenic,2012,0.020166097
p05,anthropogenic,2013,0.020653914
p05,anthropogenic,2014,0.021181161
p05,anthropogenic,2015,0.021580598
p05,anthropogenic,2016,0.021835566
p05,anthropogenic,2017,0.021816849
p05,anthropogenic,2018,0.021798728
p05,anthropogenic,2019,0.021264154
p05,anthropogenic,2020,0.019553862
p05,anthropogenic,2021,0.017880502
p05,bc_snow,1946,1.09e-06
p05,bc_snow,1947,-2.61e-06
p05,bc_snow,1948,-4.9e-06
p05,bc_snow,1949,1.25e-06
p05,bc_snow,1950,2.56e-06
p05,bc_snow,1951,3.69e-06
p05,bc_snow,1952,4.81e-06
p05,bc_snow,1953,6.39e-06
p05,bc_snow,1954,8.35e-06
p05,bc_snow,1955,1.02e-05
p05,bc_snow,1956,1.22e-05
p05,bc_snow,1957,1.4e-05
p05,bc_snow,1958,1.49e-05
p05,bc_snow,1959,1.53e-05
p05,bc_snow,1960,1.51e-05
p05,bc_snow,1961,1.39e-05
p05,bc_snow,1962,1.22e-05
p05,bc_snow,1963,1.1e-05
p05,bc_snow,1964,1.01e-05
p05,bc_snow,1965,9.27e-06
