time,timebound_lower,timebound_upper,CO2,CH4,N2O,aerosol-radiation_interactions,aerosol-cloud_interactions,O3,contrails,land_use,BC_on_snow,H2O_stratospheric,solar,volcanic,aerosol,nonco2wmghg,halogen,anthro,total,minor
1750.5,1750,1751,0,0,0,0,0,0,0,0,0,0,0.146291885,0.254910431,0,0,0,0,0.372078322,0
1751.5,1751,1752,0.001586732,0.000609735,8.50E-05,0.001667942,0.020479888,-0.000221096,0,1.32E-05,9.94E-07,6.87E-05,0.118808468,0.297017119,0.021138588,0.000684444,1.22E-09,0.022257942,0.397029051,-6.13E-05
1752.5,1752,1753,0.003173086,0.001219102,0.000169976,0.002717063,0.032643241,-0.000205191,0,2.22E-05,1.33E-06,0.000137459,0.073690957,0.300453144,0.033799482,0.001368508,2.43E-09,0.036744889,0.370600094,-0.000101652
1753.5,1753,1754,0.004759062,0.001828101,0.000254949,0.001682237,0.02071459,-7.46E-05,0,2.71E-05,9.94E-07,0.000206189,0.019501889,0.114093596,0.021381924,0.002052193,3.65E-09,0.02663337,0.143190978,-8.29E-05
1754.5,1754,1755,0.006344661,0.002436733,0.000339913,-0.000139879,-0.000120092,0.001119893,0,2.80E-05,0.000121178,0.000274919,-0.010749881,-0.053827775,-0.000499055,0.0027355,4.87E-09,0.008434331,-0.06616084,0.000242364
1755.5,1755,1756,0.007929882,0.003044998,0.000424868,0.000759411,0.006399009,0.001555548,0,2.48E-05,0.000131776,0.000343648,-0.023092829,0.107994338,0.00687869,0.00341843,6.09E-09,0.017618423,0.084209168,0.000282896
1756.5,1756,1757,0.009514725,0.003652897,0.000509813,0.001504509,0.01935994,0.000311668,0,1.82E-05,1.06E-06,0.000412378,-0.026909286,-0.026577424,0.019900053,0.004100982,7.30E-09,0.031217597,-0.040625328,-5.23E-05
1757.5,1757,1758,0.011099192,0.00426043,0.000594748,0.001648262,-0.000481298,0.004132679,0,8.15E-06,0.001841313,0.000481107,-0.017206607,0.241354088,0.000162264,0.004783158,8.52E-09,0.017858088,0.219889488,0.001546699
1758.5,1758,1759,0.012683282,0.004867598,0.000679674,0.000964151,-0.000246417,0.003501606,0,-5.33E-06,0.000918289,0.000549837,0.025726679,0.297451526,0.000269032,0.005464977,9.74E-09,0.019401654,0.330283561,0.000832346
1759.5,1759,1760,0.014266995,0.005474402,0.000764591,0.000654542,-0.000197061,0.003153501,0,-2.27E-05,0.000819861,0.000618567,0.101240572,0.290264725,-3.65E-06,0.006146431,1.10E-08,0.020773569,0.382818009,0.000780114
1760.5,1760,1761,0.015850332,0.006080842,0.000849498,0.000494012,-0.000423618,0.003714948,0,-4.68E-05,0.001198977,0.000687296,0.138524239,0.062877221,-0.00088422,0.006827516,1.22E-08,0.022124939,0.204785712,0.001036279
1761.5,1761,1762,0.017433292,0.006686919,0.000934396,0.001243314,-0.000483977,0.004740541,0,-7.75E-05,0.001560282,0.000756026,0.129341587,-0.939527533,-0.000153843,0.007508232,1.34E-08,0.0258624,-0.833445085,0.001285216
1762.5,1762,1763,0.019015877,0.007292633,0.001019284,0.000123583,-0.000132879,0.003103021,0,-0.000110738,0.000341766,0.000824756,0.096298099,-0.44265278,-0.00026843,0.008188582,1.46E-08,0.026644483,-0.352981678,0.000522425
1763.5,1763,1764,0.020598085,0.007897985,0.001104162,0.000344172,-0.000221175,0.003871202,0,-0.000146966,0.000543801,0.000893485,0.046526294,-0.022968716,-0.000223001,0.008868564,1.58E-08,0.029273378,0.042779469,0.000630076
1764.5,1764,1765,0.022179918,0.008502975,0.001189032,0.00328739,0.037034858,0.003013597,0,-0.000187612,7.79E-07,0.000962215,-0.001257883,0.212258207,0.038748038,0.009548179,1.70E-08,0.067055785,0.251342287,8.04E-05
1765.5,1765,1766,0.023761375,0.009107605,0.001273891,0.000716384,-0.000390691,0.005117902,0,-0.000229773,0.001154475,0.001030945,-0.017564668,0.291544109,-0.000435541,0.010227429,1.83E-08,0.033784724,0.284299811,0.000973565
1766.5,1766,1767,0.025342457,0.009711874,0.001358742,0.001300757,0.004744312,0.005036196,0,-0.000274583,0.000720699,0.001099674,-0.024740786,-0.18119278,0.005481958,0.010906313,1.95E-08,0.040671575,-0.191851188,0.000711707
1767.5,1767,1768,0.026923164,0.010315783,0.001443583,0.001198181,0.00135231,0.005329963,0,-0.000321458,0.000809778,0.001168404,-0.017935562,0.00377254,0.002017754,0.011584832,2.07E-08,0.04078911,0.021177952,0.000750469
1768.5,1768,1769,0.028503496,0.010919334,0.001528414,0.002344282,-0.001054092,0.008668125,0,-0.000374453,0.003261397,0.001237133,0.030219476,0.209173364,-0.000747865,0.012262987,2.19E-08,0.042282654,0.259538745,0.002379955
1769.5,1769,1770,0.030083453,0.011522525,0.001613236,0.001215913,-0.000628301,0.006924947,0,-0.000429918,0.001716269,0.001305863,0.128497283,0.042781588,-0.000484423,0.012940779,2.31E-08,0.043070169,0.197532161,0.001258822
1770.5,1770,1771,0.031663036,0.012125358,0.001698049,0.001295772,-0.000646071,0.007375323,0,-0.000493163,0.001796009,0.001374593,0.175912083,0.224691251,-0.000462629,0.01361819,2.43E-08,0.045412487,0.405985021,0.001276799
1771.5,1771,1772,0.033242244,0.012727834,0.001782852,0.001113399,0.006926985,0.005967344,0,-0.000566409,0.000495898,0.001443322,0.164690147,0.292931684,0.007566844,0.01429522,2.56E-08,0.052632076,0.469340756,0.000490987
1772.5,1772,1773,0.034821079,0.013329953,0.001867646,0.002256069,0.023295418,0.0055808,0,-0.000642438,4.50E-05,0.001512052,0.130388961,0.304987103,0.024604346,0.014971884,2.68E-08,0.070039159,0.458317574,0.000224743
1773.5,1773,1774,0.036399539,0.013931715,0.00195243,0.001703655,0.01594945,0.005856131,0,-0.000720302,0.000265231,0.001580782,0.076833924,0.306930824,0.016962601,0.015648183,2.80E-08,0.064694685,0.414929236,0.000292474
1774.5,1774,1775,0.037977625,0.014533122,0.002037205,0.00164529,-0.000873424,0.008548084,0,-0.000796763,0.002428181,0.001649511,0.018109882,0.307230257,-0.000756952,0.016324119,2.92E-08,0.053718498,0.358805632,0.001486942
1775.5,1775,1776,0.039555339,0.015134173,0.002121971,0.002358351,-0.000581811,0.008670094,0,-0.000877882,0.00224992,0.001718241,-0.011358407,0.307275185,0.000694907,0.01699969,3.04E-08,0.057741788,0.330685096,0.001322694
1776.5,1776,1777,0.041132678,0.015734869,0.002206727,0.001430526,0.002314636,0.006936525,0,-0.000962619,0.001004661,0.001786971,-0.022571333,0.307281824,0.003058144,0.017674918,3.17E-08,0.060611403,0.317497846,0.000541572
1777.5,1777,1778,0.042709645,0.016335212,0.002291474,0.003114338,-0.000797876,0.009726478,0,-0.001050395,0.003028416,0.0018557,-0.02051527,0.307282796,0.000828597,0.018349856,3.29E-08,0.062507422,0.318247573,0.00170575
1778.5,1778,1779,0.044286238,0.0169352,0.002376212,0.003660173,-0.001151165,0.011395071,0,-0.001139251,0.004008147,0.00192443,0.009010204,0.303561626,0.00037019,0.019024436,3.41E-08,0.065148269,0.355654755,0.002322766
1779.5,1779,1780,0.045862459,0.017534836,0.00246094,0.002807461,-0.000675683,0.009445995,0,-0.001228071,0.002712277,0.001993159,0.110210141,0.207047701,0.000835067,0.019698659,3.53E-08,0.066239828,0.349032881,0.001381238
1780.5,1780,1781,0.047438307,0.018134119,0.002545658,0.002830722,-0.001085204,0.01049395,0,-0.001314949,0.003663958,0.002061889,0.174062084,0.240273375,-0.000383925,0.020372389,3.65E-08,0.06730149,0.434140148,0.001945595
1781.5,1781,1782,0.049013783,0.01873305,0.002630368,0.003503293,-0.001068413,0.011038538,0,-0.001401252,0.00370146,0.002130619,0.173870015,0.295927814,0.000515271,0.021045752,3.77E-08,0.070836452,0.490834567,0.001912186
1782.5,1782,1783,0.050588887,0.01933163,0.002715068,0.002472007,-0.000805337,0.009704036,0,-0.001488082,0.002734872,0.002199348,0.13763994,0.305553615,0.000225735,0.021718752,3.90E-08,0.071485388,0.470613408,0.001237193
1783.5,1783,1784,0.052163619,0.019929858,0.002799758,0.002371084,-0.00073716,0.009741928,0,-0.001576701,0.002426098,0.002268078,0.082995477,-1.564587728,0.000406646,0.02239138,4.02E-08,0.073869916,-1.44889466,0.00099192
1784.5,1784,1785,0.053737979,0.020527737,0.00288444,0.003700912,0.012299597,0.009983933,0,-0.001668873,0.00210908,0.002336808,0.021405129,-2.27761783,0.014401192,0.023063645,4.14E-08,0.086972006,-2.195273804,0.000747596
1785.5,1785,1786,0.055311967,0.021125265,0.002969112,0.002732255,-0.000901661,0.010939114,0,-0.001758708,0.003004235,0.002405537,-0.010033346,-0.233183456,0.000246459,0.023735549,4.26E-08,0.078270122,-0.193426319,0.001226187
1786.5,1786,1787,0.056885584,0.021722444,0.003053774,0.003387865,-0.000695979,0.010953312,0,-0.001850056,0.00278014,0.002474267,-0.020738911,-0.040643062,0.001499821,0.024407104,4.38E-08,0.082401733,0.001103607,0.001034938
1787.5,1787,1788,0.058458829,0.022319275,0.003138428,0.003766412,-0.001097483,0.012346162,0,-0.001944004,0.003720694,0.002542997,-0.013049237,0.189809147,0.000807736,0.025078346,4.50E-08,0.083922452,0.233207651,0.001557889
1788.5,1788,1789,0.060031704,0.022915757,0.003223072,0.005042297,-0.001918235,0.015575217,0,-0.002038995,0.006160312,0.002611726,0.058349641,0.173172915,-0.000418353,0.025749231,4.63E-08,0.086857416,0.28589901,0.003179676
1789.5,1789,1790,0.061604208,0.023511892,0.003307706,0.003905143,-0.001459362,0.01376107,0,-0.00213443,0.004556375,0.002680456,0.176858291,0.272583778,-0.000100806,0.026419798,4.75E-08,0.087597354,0.484630481,0.001972916
1790.5,1790,1791,0.063176341,0.02410768,0.003392332,0.004164918,-0.00154462,0.014465077,0,-0.002236534,0.00488452,0.002749185,0.217432385,-0.03790355,-0.000105412,0.027089969,4.87E-08,0.090049269,0.238325977,0.002111261
1791.5,1791,1792,0.064748103,0.024703121,0.003476948,0.003602284,-0.001076215,0.012942641,0,-0.002347059,0.003425177,0.002817915,0.196458041,0.131598697,0.00082475,0.027759773,4.99E-08,0.092302564,0.384189689,0.001093114
1792.5,1792,1793,0.066319496,0.025298216,0.003561554,0.003845238,-0.000850004,0.012986758,0,-0.002462227,0.00312483,0.002886645,0.169340954,0.270289129,0.001632371,0.02842925,5.11E-08,0.095813206,0.489253253,0.00082917
1793.5,1793,1794,0.067890518,0.025892965,0.003646152,0.003352641,-0.000867003,0.012704804,0,-0.002575722,0.002885908,0.002955374,0.123700157,0.244954239,0.00115475,0.029098393,5.23E-08,0.096791604,0.425601195,0.000587669
1794.5,1794,1795,0.06946117,0.02648737,0.00373074,0.00390654,-0.001834185,0.015490394,0,-0.002694642,0.005033052,0.003024104,0.071195326,0.269690591,-0.00091861,0.029767198,5.36E-08,0.097317264,0.398962339,0.001837377
1795.5,1795,1796,0.071031453,0.02708143,0.003815319,0.004406943,-0.001526359,0.015499294,0,-0.002810891,0.004705158,0.003092834,0.020201341,-0.122540258,0.000375151,0.030435653,5.48E-08,0.100866228,-0.028151008,0.001538343
1796.5,1796,1797,0.072601366,0.027675146,0.003899888,0.002964092,-0.00111055,0.013340662,0,-0.002929624,0.003069651,0.003161563,-0.008451787,0.165019322,0.000246209,0.031103799,5.60E-08,0.101362244,0.231438267,0.00042922
1797.5,1797,1798,0.07417091,0.028268519,0.003984449,0.004851456,-0.001751624,0.016475173,0,-0.003056216,0.005197029,0.003230293,-0.02291467,0.044137149,0.000308508,0.031771696,5.72E-08,0.105257735,0.104641191,0.001669866
1798.5,1798,1799,0.075740085,0.028861548,0.004069,0.005220723,-0.002114792,0.017951586,0,-0.003177519,0.005956524,0.003299023,-0.029466035,0.221394024,-0.000253623,0.032439249,5.84E-08,0.107575849,0.25696668,0.002073863
1799.5,1799,1800,0.07730889,0.029454236,0.004153541,0.004304468,-0.001906959,0.016556879,0,-0.003301745,0.005079902,0.003367752,-0.027999556,0.292171784,-0.00052385,0.033106459,5.97E-08,0.108009064,0.327326172,0.001402443
1800.5,1800,1801,0.078877328,0.030046582,0.004238074,0.004082841,-0.002213963,0.017022241,0,-0.003442397,0.005429541,0.003436482,-0.017808935,-0.111684971,-0.001479923,0.033773326,6.09E-08,0.108984769,-0.056368056,0.001514591
1801.5,1801,1802,0.080445396,0.030638586,0.004322597,0.004903332,-0.002109944,0.017674621,0,-0.003602646,0.005624784,0.003505211,0.001952698,0.146865308,-0.000399599,0.034439852,6.21E-08,0.112621519,0.234251217,0.001490977
1802.5,1802,1803,0.082013096,0.03123025,0.004407111,0.004088845,-0.002239742,0.016750439,0,-0.003764031,0.00514603,0.003573941,0.031005982,0.228501055,-0.001248664,0.035106032,6.33E-08,0.112641861,0.340484161,0.001027832
