time,timebound_lower,timebound_upper,CO2,CH4,N2O,aerosol-radiation_interactions,aerosol-cloud_interactions,O3,contrails,land_use,BC_on_snow,H2O_stratospheric,solar,volcanic,aerosol,nonco2wmghg,halogen,anthro,total,minor,natural,wmghg,anthro_nonwmghg
1848.5,1848,1849,0.153732362,0.058087117,0.008284834,0.019163205,-0.013964804,0.038676356,0,-0.013473982,0.024485506,0.006737598,0.088293824,0.253856268,-0.010351743,0.065375793,1.19E-07,0.197030518,0.475104733,0.004599978,0.317431572,0.212090406,0.001257573
1849.5,1849,1850,0.15528296,0.058663327,0.008368919,0.018752171,-0.014152769,0.037768086,0,-0.013737739,0.023849878,0.006806349,0.079225346,0.297963629,-0.010678408,0.06602601,1.21E-07,0.197314461,0.507972471,0.003861393,0.352088955,0.214220104,-0.000395562
1850.5,1850,1851,0.1568332,0.05923922,0.008452994,0.019403644,-0.014455344,0.038420677,0,-0.014097084,0.024697113,0.0068751,0.052758127,0.305365831,-0.010875256,0.06667598,1.22E-07,0.199123596,0.493285026,0.004055881,0.335795774,0.216349728,-0.000484539
1851.5,1851,1852,0.159457168,0.059362888,0.008793051,0.019227508,-0.013825815,0.036680122,0,-0.014567927,0.023367627,0.006889918,0.043642229,0.306309196,-0.009267193,0.067101775,1.24E-07,0.200984104,0.488705641,0.002578744,0.328156425,0.219353563,-0.001439698
1852.5,1852,1853,0.162424602,0.059915949,0.009132998,0.019308886,-0.013815174,0.035991361,0,-0.015024482,0.022925963,0.006956027,0.037410178,0.306244027,-0.008858206,0.067954841,1.28E-07,0.203512302,0.485330565,0.001827554,0.322068913,0.223097428,-0.002591452
1853.5,1853,1854,0.165089471,0.060829382,0.009565,0.019767092,-0.014477473,0.037004788,0,-0.015490205,0.023844946,0.007065271,0.019669621,0.002150041,-0.009697575,0.069257682,1.31E-07,0.206151514,0.205637715,0.001948073,0.021393506,0.226938592,-0.003400731
1854.5,1854,1855,0.167366903,0.06180585,0.010009535,0.020839444,-0.017163682,0.040199852,0,-0.015952937,0.026857819,0.007182157,0.001103017,-0.186976331,-0.013661537,0.070631851,1.34E-07,0.207170655,-0.046233496,0.003474901,-0.209803129,0.230471314,-0.005400347
1855.5,1855,1856,0.169213342,0.062980324,0.010487577,0.021494978,-0.016833121,0.040134938,0,-0.016407615,0.026500662,0.007322883,-0.014284425,0.114274994,-0.012279243,0.072228827,1.37E-07,0.21078513,0.262474071,0.00276938,0.083500828,0.233789507,-0.004808581
1856.5,1856,1857,0.171338554,0.06405418,0.010969401,0.020605961,-0.017482756,0.039223808,0,-0.016863702,0.026081677,0.0074517,-0.017040725,0.198672426,-0.013866405,0.073735135,1.40E-07,0.210578652,0.331165885,0.002001339,0.158384809,0.237291907,-0.008371764
1857.5,1857,1858,0.174472334,0.065267129,0.011405286,0.022696123,-0.0185036,0.043121205,0,-0.017321483,0.028532764,0.007597345,-0.002935901,-0.572045647,-0.014198561,0.075331739,1.44E-07,0.217103209,-0.463859031,0.003205726,-0.605008008,0.241877806,-0.005927135
1858.5,1858,1859,0.177818859,0.066658872,0.011774057,0.023399001,-0.019219771,0.045191499,0,-0.017783489,0.029632973,0.007764646,0.031174845,-0.288062792,-0.014966693,0.077051651,1.47E-07,0.221804775,-0.115834733,0.003484302,-0.281267469,0.246774836,-0.005790248
1859.5,1859,1860,0.18140053,0.068148911,0.012385309,0.022790224,-0.020100143,0.044691436,0,-0.018247352,0.029511934,0.007944048,0.071598502,0.100973922,-0.016645841,0.079082754,1.50E-07,0.223577871,0.350613522,0.002970309,0.158100172,0.252209802,-0.009068942
1860.5,1860,1861,0.185365566,0.069545858,0.013088255,0.022305543,-0.021449783,0.045016136,0,-0.018632712,0.029813711,0.008112499,0.085427899,0.254500357,-0.019104234,0.081103499,1.54E-07,0.225798025,0.49720503,0.002798291,0.31475964,0.258015868,-0.012110029
1861.5,1861,1862,0.189328181,0.071064936,0.013886897,0.023471228,-0.02210783,0.047079305,0,-0.01894457,0.030695578,0.008295942,0.068212521,0.292926374,-0.019019224,0.083338909,1.57E-07,0.23269875,0.523501827,0.003150411,0.336496725,0.264024053,-0.010760551
1862.5,1862,1863,0.192710135,0.072975517,0.01465176,0.022623135,-0.022164274,0.046872798,0,-0.019257335,0.030109722,0.008526999,0.05462701,-0.927932051,-0.019786843,0.085926106,1.71E-07,0.236458297,-0.760805221,0.002532959,-0.903618193,0.269776858,-0.012490755
1863.5,1863,1864,0.196175993,0.07524956,0.015328578,0.022057336,-0.022865991,0.046704165,0,-0.019564917,0.029279638,0.008802518,0.031532234,-0.850085691,-0.020685994,0.088802374,1.75E-07,0.240379219,-0.696465239,0.001800171,-0.846437057,0.275892982,-0.014484865
1864.5,1864,1865,0.199640064,0.077735893,0.015980072,0.023484252,-0.024304727,0.049528761,0,-0.019878465,0.030775232,0.009104424,0.024522022,-0.093234089,-0.021687386,0.091867518,1.78E-07,0.247109953,0.12696574,0.002577553,-0.086718685,0.282140443,-0.013445738
1865.5,1865,1866,0.203124488,0.080109847,0.016676909,0.02371185,-0.026434259,0.052681846,0,-0.020186007,0.032766361,0.009393367,0.01124988,0.213294639,-0.025348173,0.094854287,1.82E-07,0.25123632,0.414580963,0.003688471,0.203341543,0.288374402,-0.014998498
1866.5,1866,1867,0.206499462,0.082606163,0.017406811,0.023957178,-0.026682252,0.05353601,0,-0.020496994,0.032619263,0.009697907,-0.001614551,0.287329796,-0.025145765,0.097995281,1.86E-07,0.257406315,0.470811725,0.003420432,0.260308537,0.294643168,-0.014681064
1867.5,1867,1868,0.210021999,0.085214827,0.01812381,0.024538649,-0.028997908,0.056801063,0,-0.02080559,0.034502173,0.010016914,-0.011082915,0.300203904,-0.028369776,0.101239599,2.00E-07,0.262335128,0.473653128,0.004497873,0.261404303,0.30113543,-0.015612008
1868.5,1868,1869,0.213031213,0.087546068,0.018894588,0.025599976,-0.030833214,0.060735442,0,-0.021116104,0.036876438,0.010302693,0.00881853,0.294843285,-0.030998405,0.104254538,2.04E-07,0.268184603,0.498328084,0.005918262,0.279196001,0.306924779,-0.015164382
1869.5,1869,1870,0.215398252,0.089606004,0.019631566,0.024586431,-0.031414488,0.059867628,0,-0.021422288,0.035702458,0.010555754,0.043876187,0.009278255,-0.03204138,0.106972842,2.08E-07,0.269741446,0.293819889,0.00488622,0.051365329,0.311804548,-0.018112876
1870.5,1870,1871,0.217978023,0.091251685,0.020322645,0.025290089,-0.032925874,0.062445128,0,-0.021913868,0.037424656,0.010758305,0.100356539,0.204612086,-0.034160438,0.109230166,2.12E-07,0.27337122,0.509179791,0.005580715,0.280740875,0.316466501,-0.018804005
1871.5,1871,1872,0.220748047,0.092363111,0.02111321,0.024661757,-0.033816665,0.061789418,0,-0.022593327,0.036389185,0.010895359,0.097813209,0.283379875,-0.03521592,0.111050241,2.27E-07,0.27395069,0.576023067,0.004177478,0.353022629,0.320918437,-0.022319908
1872.5,1872,1873,0.224178463,0.093247202,0.021870213,0.024212918,-0.035454027,0.060752499,0,-0.023264378,0.036030565,0.011004517,0.087835261,-0.366672335,-0.037887655,0.112609342,2.31E-07,0.273406094,-0.113848871,0.003265299,-0.312807973,0.325780078,-0.027154248
1873.5,1873,1874,0.228160333,0.093914034,0.022614647,0.024665518,-0.038738036,0.063955927,0,-0.023920955,0.038588424,0.011086956,0.061249563,-0.489424672,-0.042858727,0.113944921,2.35E-07,0.274432966,-0.273910509,0.004178904,-0.459440263,0.330976771,-0.030811119
1874.5,1874,1875,0.232247038,0.095089351,0.023333467,0.024799204,-0.038925134,0.066367921,0,-0.02456251,0.039515915,0.011232237,0.029769442,0.04438646,-0.043387831,0.115758073,2.50E-07,0.279891515,0.316983826,0.004077824,0.06636392,0.336733306,-0.030826173
1875.5,1875,1876,0.236947343,0.096261285,0.024064498,0.024365129,-0.039466991,0.065453164,0,-0.025217909,0.038367398,0.011377267,0.004925703,0.08518644,-0.044277809,0.117577958,2.55E-07,0.282485895,0.325676038,0.002683467,0.07695606,0.343074942,-0.033853063
1876.5,1876,1877,0.241623645,0.097248653,0.024716323,0.02342882,-0.040753806,0.066221851,0,-0.025892418,0.038701195,0.011499591,-0.000139038,0.170300616,-0.047040992,0.119146107,2.70E-07,0.284328156,0.392312963,0.002199821,0.149195376,0.349162311,-0.037839495
1877.5,1877,1878,0.246360928,0.098327206,0.025280667,0.02443069,-0.04206506,0.068768499,0,-0.026550535,0.040080725,0.011633306,0.001248711,0.252621868,-0.048428806,0.12072552,2.74E-07,0.289442325,0.468807426,0.002431483,0.228492571,0.355322433,-0.03829608
1878.5,1878,1879,0.251285285,0.099574331,0.025882067,0.024821324,-0.042900247,0.070941831,0,-0.027193632,0.04093382,0.011788076,-0.010698786,0.28301771,-0.049472117,0.122507551,2.90E-07,0.294931251,0.484957468,0.002322779,0.24394149,0.361847629,-0.038871311
1879.5,1879,1880,0.255930274,0.101091097,0.026454085,0.024121439,-0.045653252,0.071723613,0,-0.027827164,0.04199523,0.011976513,-0.006529791,0.296587283,-0.054303935,0.124532438,2.95E-07,0.295046263,0.501836303,0.002397932,0.261825701,0.368321151,-0.044689492
1880.5,1880,1881,0.261017096,0.102795288,0.02702978,0.022587728,-0.048818849,0.071628585,0,-0.028405848,0.041902543,0.012188537,0.021467474,0.157602741,-0.060166328,0.126752278,3.11E-07,0.29416074,0.413975792,0.001760746,0.159710295,0.375405716,-0.052184784
1881.5,1881,1882,0.266481489,0.104409045,0.027509969,0.023679405,-0.050474707,0.074305466,0,-0.028869935,0.043293243,0.012389606,0.055247727,0.007106632,-0.061958371,0.128789639,3.16E-07,0.300601296,0.329727046,0.002279449,0.060965274,0.382702905,-0.052355139
1882.5,1882,1883,0.272259153,0.106004851,0.028002354,0.022516835,-0.051828621,0.073507292,0,-0.029340756,0.042730871,0.012588742,0.05084018,0.209396291,-0.064817021,0.130821729,3.33E-07,0.302622525,0.49456797,0.001420889,0.237694342,0.3903012,-0.057379858
1883.5,1883,1884,0.277227863,0.107659412,0.028465452,0.021763516,-0.052759356,0.072832107,0,-0.029811544,0.041848214,0.01279551,0.044934806,-0.070848327,-0.066733085,0.132886648,3.50E-07,0.305143256,0.226013069,0.000358481,-0.0424106,0.39711337,-0.061324027
1884.5,1884,1885,0.282298646,0.109445937,0.028924224,0.0229008,-0.054552401,0.076404464,0,-0.03027911,0.04386256,0.013019117,0.054033596,-1.619839268,-0.068738881,0.135079918,3.66E-07,0.312058438,-1.442563764,0.001324604,-1.60087865,0.404159724,-0.061023909
1885.5,1885,1886,0.288125883,0.111461615,0.029366045,0.022229393,-0.055242762,0.077665242,0,-0.030745051,0.044065804,0.01327183,0.040685227,-1.052504381,-0.070616196,0.137487132,3.72E-07,0.317478257,-0.866843142,0.001070279,-1.045435023,0.412135946,-0.062837417
1886.5,1886,1887,0.294327875,0.11342975,0.029766241,0.022908119,-0.055455097,0.079147079,0,-0.031222449,0.044373489,0.01351903,0.010213852,-0.962035357,-0.07026692,0.139811708,3.89E-07,0.325805266,-0.797051992,0.000852087,-0.987342868,0.420413515,-0.062244181
1887.5,1887,1888,0.300755564,0.115588975,0.030248971,0.022980744,-0.057914027,0.081749164,0,-0.031705739,0.045849861,0.013790765,-0.000640465,-0.327257554,-0.074172819,0.142393222,4.06E-07,0.330958873,-0.112545582,0.001459505,-0.361728714,0.42916704,-0.064951615
1888.5,1888,1889,0.307914042,0.1176741,0.030627945,0.022987144,-0.063520043,0.084958934,0,-0.032193624,0.04880948,0.014053663,-0.006300273,0.110378156,-0.083138776,0.144813516,4.24E-07,0.332141431,0.37651296,0.002991138,0.08734055,0.438458256,-0.072000905
1889.5,1889,1890,0.315085966,0.119919269,0.031114172,0.022504403,-0.062848542,0.085790382,0,-0.032684138,0.047870237,0.014337334,-0.006582796,0.225479181,-0.082518833,0.147487283,4.41E-07,0.341019395,0.481299575,0.001962623,0.192926265,0.447999716,-0.072000932
1890.5,1890,1891,0.32214524,0.122158034,0.031480296,0.022467821,-0.067167272,0.088235695,0,-0.033152618,0.049966913,0.014620743,-0.005640052,0.034448877,-0.089734404,0.150048902,4.59E-07,0.343438375,0.327215714,0.002973363,0.022447395,0.457297662,-0.078128786
1891.5,1891,1892,0.329469923,0.124431031,0.031813159,0.022086254,-0.067519451,0.087691513,0,-0.033610808,0.048895784,0.01490907,0.025852933,0.187519646,-0.09084432,0.152612317,4.77E-07,0.349413462,0.494821625,0.001923884,0.191327372,0.466895911,-0.080704023
1892.5,1892,1893,0.336639429,0.127102178,0.032232313,0.02183317,-0.067622831,0.088196148,0,-0.034057642,0.04836971,0.015248683,0.068948831,0.12050052,-0.091147475,0.155656091,4.96E-07,0.357479543,0.488313387,0.001158471,0.171875483,0.476780701,-0.081651402
1893.5,1893,1894,0.342943055,0.129678585,0.032721614,0.021701921,-0.067948674,0.090401743,0,-0.034510826,0.048865113,0.015577073,0.081018322,0.210982757,-0.091884403,0.158665793,5.14E-07,0.366181346,0.582582938,0.001166954,0.267313739,0.485791036,-0.08172251
1894.5,1894,1895,0.349324301,0.131880974,0.03330601,0.021371916,-0.071982214,0.09492258,0,-0.034963281,0.051379853,0.015858469,0.079749175,0.266803553,-0.098636553,0.161386981,5.33E-07,0.37001236,0.632424652,0.002505334,0.318912324,0.494612432,-0.085541582
1895.5,1895,1896,0.355156649,0.133766341,0.033919287,0.021915668,-0.074080887,0.095881946,0,-0.03542383,0.052041432,0.016099856,0.059732347,-0.056803732,-0.101752863,0.1638145,5.64E-07,0.374033933,0.323559526,0.002551681,-0.01158316,0.502630469,-0.08878997
1896.5,1896,1897,0.360941397,0.13482612,0.03439278,0.019885579,-0.074347309,0.093751315,0,-0.035863749,0.050199633,0.016235776,0.037974151,0.103527741,-0.10408976,0.165286583,5.83E-07,0.375061676,0.462457034,0.000889927,0.12590328,0.509722176,-0.094395364
1897.5,1897,1898,0.366617355,0.135856182,0.034882638,0.020904225,-0.078710824,0.098494018,0,-0.036308264,0.053373478,0.016368024,0.00872943,0.241951128,-0.110316475,0.166758821,6.02E-07,0.378195666,0.547952703,0.002536975,0.224478973,0.516683486,-0.097451523
1898.5,1898,1899,0.372851584,0.137731677,0.035371413,0.020716933,-0.081670444,0.10014457,0,-0.036752787,0.054269504,0.016608983,0.015012505,0.277599486,-0.115466783,0.169067812,6.34E-07,0.380646334,0.587225861,0.002750796,0.26524899,0.524982829,-0.102190629
1899.5,1899,1900,0.379870527,0.139958487,0.03599554,0.019339423,-0.087808832,0.101840143,0,-0.037212125,0.056382283,0.016895635,0.002246175,0.290294797,-0.127049263,0.17185109,6.54E-07,0.378166458,0.579121606,0.003812203,0.263245252,0.534480529,-0.113244481
1900.5,1900,1901,0.387485884,0.142185469,0.036623421,0.018339764,-0.090361537,0.102759065,0,-0.037746803,0.056484985,0.017182897,0.000472221,0.278295688,-0.13234135,0.174634959,6.87E-07,0.381478755,0.569542139,0.003431952,0.249637129,0.544589833,-0.119370489
1901.5,1901,1902,0.394199054,0.144392335,0.03730461,0.019016021,-0.091743952,0.104863492,0,-0.038358419,0.05721803,0.017468168,-0.008687385,0.289479244,-0.134680609,0.177444784,7.07E-07,0.387611741,0.573219575,0.00335608,0.250069572,0.553828451,-0.121439918
1902.5,1902,1903,0.400614884,0.147055555,0.038351409,0.018286939,-0.093071368,0.105988377,0,-0.038974665,0.057014765,0.017813294,-0.005864354,0.242298559,-0.137377544,0.181036591,1.08E-06,0.393063524,0.542279663,0.002689225,0.208433176,0.563529557,-0.125011795
1903.5,1903,1904,0.407251567,0.149793654,0.039590525,0.017688137,-0.097207762,0.106960448,0,-0.039580345,0.057729571,0.018169077,0.015000812,-0.083420028,-0.144975265,0.1848813,1.52E-06,0.394288673,0.261607078,0.002650972,-0.088279098,0.573672979,-0.13340811
1904.5,1904,1905,0.413281676,0.153385696,0.040749503,0.01713235,-0.101132155,0.112799949,0,-0.040205278,0.059963262,0.018636975,0.04617053,0.085158564,-0.151569538,0.189501956,1.97E-06,0.400434232,0.478816308,0.003734273,0.117666397,0.583930146,-0.136559937
1905.5,1905,1906,0.420030411,0.156964839,0.041895089,0.0171039,-0.106040358,0.116888461,0,-0.040782592,0.062209955,0.019104718,0.044046342,0.235262891,-0.160222388,0.194098389,2.54E-06,0.404169751,0.602257128,0.004817322,0.253652364,0.5948763,-0.143005385
1906.5,1906,1907,0.427558057,0.160746257,0.043047407,0.016725222,-0.110134207,0.119448151,0,-0.041382841,0.063426674,0.019600528,0.056215772,0.271769903,-0.1676511,0.198908171,3.29E-06,0.408374811,0.64790141,0.005211027,0.300412664,0.606791126,-0.149359041
1907.5,1907,1908,0.436378694,0.164790549,0.04428424,0.016344564,-0.120630043,0.125899096,0,-0.041994196,0.068405267,0.020132697,0.051431168,-0.115040644,-0.185369935,0.20405253,4.30E-06,0.407376662,0.269969885,0.008008734,-0.087093963,0.620287002,-0.162431712
1908.5,1908,1909,0.444857728,0.168066384,0.045681076,0.016293978,-0.11777122,0.129460438,0,-0.042584432,0.067705438,0.020565377,0.048110151,-0.068392823,-0.180683884,0.208583089,5.61E-06,0.425138339,0.344994775,0.00716146,-0.037195254,0.632873101,-0.156532598
1909.5,1909,1910,0.453284556,0.171586494,0.047092392,0.016070454,-0.121095417,0.131834968,0,-0.043168105,0.068469884,0.021031717,0.035436341,0.203918208,-0.186498808,0.213365002,6.47E-06,0.431763756,0.593780812,0.007217705,0.215202008,0.645663858,-0.161838024
1910.5,1910,1911,0.462173437,0.175144911,0.048604561,0.015392426,-0.126866903,0.136948824,0,-0.043569857,0.071401193,0.021504695,0.012319851,0.27689102,-0.19700424,0.218266518,8.37E-06,0.436838422,0.633636986,0.008908778,0.260342411,0.659023327,-0.16888316
1911.5,1911,1912,0.471276649,0.17822377,0.050291656,0.016116153,-0.125123547,0.137913584,0,-0.043758446,0.07033532,0.021915366,-0.002271015,0.274290112,-0.194358659,0.222876478,2.23E-05,0.452286389,0.628274814,0.008251965,0.241673193,0.672337219,-0.165934323
1912.5,1912,1913,0.481845708,0.180942913,0.05153211,0.016069773,-0.126818358,0.139121204,0,-0.043965142,0.070588878,0.022278883,-0.003769493,-0.332931074,-0.19783695,0.226703396,2.87E-05,0.462757173,-0.012976749,0.008420554,-0.3759766,0.68630896,-0.168790877
1913.5,1913,1914,0.493073528,0.182669405,0.052956979,0.016290424,-0.132248822,0.143290134,0,-0.044170571,0.07371912,0.022510507,-0.005489802,-0.459642656,-0.207028822,0.229723574,3.54E-05,0.469638545,-0.164257697,0.010376392,-0.507549726,0.700224893,-0.174419359
1914.5,1914,1915,0.503300482,0.184217665,0.054426111,0.0156254,-0.126775401,0.146471038,0,-0.044384222,0.071870353,0.022718641,0.002770073,0.080586528,-0.196622028,0.232604036,5.58E-05,0.493282824,0.517065937,0.009050775,0.06987898,0.713045943,-0.162917765
1915.5,1915,1916,0.513696501,0.186078742,0.055799616,0.016647654,-0.124265391,0.146696091,0,-0.044583991,0.070760553,0.022969004,0.049694404,0.258268968,-0.192209079,0.235738322,8.70E-05,0.510003083,0.729579926,0.008224013,0.280264462,0.726223071,-0.158089097
1916.5,1916,1917,0.524688435,0.190636487,0.056896918,0.01538597,-0.130716634,0.149844158,0,-0.044772482,0.072482793,0.023582646,0.070129036,0.286170311,-0.205421495,0.241302496,0.000137318,0.513831713,0.774483539,0.009516966,0.32674617,0.742230075,-0.169488042
1917.5,1917,1918,0.535214464,0.193958615,0.058150743,0.016383564,-0.136161332,0.156458623,0,-0.044987215,0.076116479,0.024031768,0.130807081,0.277983195,-0.214042358,0.245786859,0.000196431,0.524153957,0.82839023,0.011983711,0.376043916,0.756815975,-0.172401075
1918.5,1918,1919,0.543936276,0.198206049,0.058941773,0.016045403,-0.135995868,0.160446367,0,-0.045199898,0.07619369,0.024607446,0.10912798,0.206412181,-0.213519821,0.250757611,0.000241432,0.539677083,0.767285562,0.012088066,0.28859466,0.770019027,-0.169044998
1919.5,1919,1920,0.551166549,0.203045404,0.059145295,0.015624075,-0.12135195,0.161908922,0,-0.045442417,0.069640889,0.02526556,0.062809809,-0.018100849,-0.187961433,0.255781426,0.000283044,0.576327525,0.573952928,0.007892771,0.03901506,0.781803456,-0.143946434
1920.5,1920,1921,0.559747333,0.207825278,0.059478719,0.016069142,-0.131139552,0.168073851,0,-0.045757137,0.074338448,0.025918413,0.029223114,0.215463682,-0.204765354,0.260851531,0.000309232,0.576043548,0.737576142,0.010956392,0.218771445,0.794965562,-0.155492583
1921.5,1921,1922,0.566736523,0.212386787,0.059942805,0.018044539,-0.115344116,0.168969988,0,-0.046156675,0.068334121,0.026544087,0.018636569,0.277452171,-0.175555179,0.265830636,0.000329943,0.615739274,0.818144517,0.006917395,0.266452828,0.806482708,-0.127101115
1922.5,1922,1923,0.573536788,0.216783437,0.060492128,0.017269332,-0.117494635,0.171804039,0,-0.046554214,0.068295991,0.027149583,0.0045896,0.287711534,-0.180624142,0.270728048,0.000366835,0.622524696,0.816344005,0.00672934,0.260866568,0.817720926,-0.130798578
1923.5,1923,1924,0.57994525,0.220608639,0.061716451,0.022693242,-0.131530406,0.182607475,0,-0.046981014,0.079803995,0.027678787,0.001723946,0.289080229,-0.199336555,0.275688905,0.000425934,0.624090956,0.813028158,0.014183856,0.258787416,0.828674732,-0.139378123
1924.5,1924,1925,0.587014479,0.223343522,0.062297129,0.020416551,-0.128399966,0.180780319,0,-0.047410594,0.076034383,0.02805804,0.010466629,0.060294432,-0.196788126,0.278975451,0.000485076,0.632629675,0.646928888,0.011371683,0.060213108,0.838705284,-0.139839238
1925.5,1925,1926,0.590526003,0.225057712,0.062511578,0.021057241,-0.129468482,0.183811979,0,-0.047818941,0.077170342,0.028296108,0.034401422,0.189349876,-0.197920169,0.280935784,0.000556705,0.637902458,0.782887826,0.011784294,0.199407299,0.843997602,-0.13917116
1926.5,1926,1927,0.593187893,0.225968644,0.062699782,0.018489442,-0.13051115,0.184715867,0,-0.048234578,0.075713954,0.028422817,0.058760567,-0.050906569,-0.202803899,0.282079733,0.000645629,0.635761441,0.584377295,0.010405247,-0.005995524,0.847684426,-0.145371061
1927.5,1927,1928,0.597502411,0.227338976,0.062918893,0.017834132,-0.137038474,0.190304736,0,-0.04868633,0.078541075,0.028613571,0.083670515,0.108049483,-0.214625593,0.283697748,0.00070978,0.632635741,0.756979547,0.011860833,0.174411072,0.853434789,-0.153757823
1928.5,1928,1929,0.60038322,0.230404434,0.063316353,0.014974019,-0.136902372,0.193018001,0,-0.049101445,0.076613408,0.029041048,0.079063525,0.260671691,-0.21715615,0.287172692,0.000797926,0.636155605,0.880873101,0.010349205,0.31000771,0.859542224,-0.155748724
1929.5,1929,1930,0.603545284,0.234183176,0.063569996,0.012383544,-0.144618251,0.198718089,0,-0.049555955,0.078703431,0.029569385,0.053254939,0.275704379,-0.232048467,0.291254021,0.000924103,0.630150654,0.862688019,0.011484329,0.299024016,0.866479036,-0.167731747
1930.5,1930,1931,0.605879955,0.237924725,0.063779126,0.011303142,-0.139311993,0.201946068,0,-0.049953943,0.076709371,0.030094189,0.043400818,0.281720859,-0.222492902,0.295261626,0.001064276,0.646843411,0.875339199,0.010040848,0.294939251,0.872493781,-0.156845357
1931.5,1931,1932,0.609762727,0.240947923,0.064552646,0.012173056,-0.122394176,0.195604464,5.05E-05,-0.050348643,0.06815715,0.030519932,0.023911581,0.266059356,-0.193944704,0.299092309,0.001229359,0.676725814,0.871982977,0.004187194,0.260111014,0.879906782,-0.134418849
1932.5,1932,1933,0.615031876,0.243729007,0.064969711,0.014517704,-0.114193637,0.198248619,0.000100978,-0.050697716,0.067035047,0.030912341,0.012868291,0.153449044,-0.177037158,0.30236751,0.001391436,0.703726789,0.794575479,0.003288989,0.144140922,0.888141882,-0.115772079
1933.5,1933,1934,0.621060065,0.246570528,0.065592593,0.012233422,-0.117988173,0.199150407,0.000151468,-0.051044659,0.066682307,0.031314405,0.006782947,-0.122166334,-0.185470214,0.305879222,0.001561772,0.703148185,0.502439674,0.00286096,-0.142616856,0.897378915,-0.124483251
1934.5,1934,1935,0.628568955,0.249808015,0.065999415,0.011302032,-0.129489582,0.207048422,0.000201957,-0.051471291,0.072108113,0.031773461,0.012394527,0.130797656,-0.205441615,0.309616341,0.001756133,0.69780021,0.769350365,0.006322473,0.12332407,0.90824166,-0.138678893
1935.5,1935,1936,0.637252651,0.253085172,0.066502616,0.009244319,-0.135292689,0.210196751,0.000252446,-0.051913199,0.072922904,0.032239518,0.040872493,0.261297319,-0.21809149,0.313518358,0.001995464,0.697972942,0.905119684,0.006725503,0.272719342,0.92042287,-0.150694573
1936.5,1936,1937,0.652788568,0.256008235,0.067166624,0.009472043,-0.144978025,0.218472741,0.000302935,-0.052343857,0.078545877,0.032656504,0.114824423,0.282478171,-0.234402087,0.317261858,0.002305587,0.705358678,0.996810673,0.010137328,0.364245541,0.939247385,-0.16059285
1937.5,1937,1938,0.667629696,0.25876308,0.068008517,0.006865446,-0.150517828,0.221594493,0.000353424,-0.052807606,0.078779608,0.033050637,0.14058126,0.27472394,-0.247466648,0.321012947,0.002641037,0.710352928,1.015491626,0.01007484,0.381277894,0.957381313,-0.172236173
1938.5,1938,1939,0.678016056,0.261401087,0.068996358,0.007328691,-0.140158234,0.218579238,0.000403913,-0.053252651,0.073646072,0.033429086,0.126076064,0.277226994,-0.229241886,0.324810051,0.002975691,0.737306553,1.033943892,0.006488419,0.369824787,0.97117763,-0.158337019
1939.5,1939,1940,0.688924271,0.265235174,0.069802437,0.006020308,-0.149908306,0.226852822,0.000454403,-0.053700396,0.078306086,0.033980128,0.106362099,0.283824583,-0.247171217,0.329627896,0.003329058,0.740139133,1.024343906,0.009404591,0.357257422,0.986431684,-0.169980222
1940.5,1940,1941,0.698801063,0.267188927,0.070758662,0.003402482,-0.157032876,0.229453596,0.000504892,-0.053865442,0.079137519,0.034262096,0.084096276,0.285025239,-0.264878018,0.332752003,0.003735983,0.735888864,1.000853744,0.009936928,0.337071796,0.999094426,-0.18573855
1941.5,1941,1942,0.70763232,0.269084126,0.071767051,0.003350165,-0.16024734,0.232162141,0.000544234,-0.053751149,0.080664878,0.034536144,0.066804561,0.285018151,-0.272063257,0.335941422,0.004217622,0.742051751,0.992044806,0.011317653,0.320241582,1.010815996,-0.189676913
1942.5,1942,1943,0.714608451,0.272085323,0.072888725,0.003083114,-0.165861907,0.235431542,0.000590133,-0.053660044,0.083765136,0.034970622,0.039776661,0.28481041,-0.280849493,0.340432738,0.004821894,0.747551912,0.968789785,0.01369628,0.293206523,1.021875455,-0.194598568
1943.5,1943,1944,0.718742596,0.274779345,0.075495735,0.00392764,-0.166733841,0.239717678,0.000636032,-0.053641593,0.084717523,0.03536303,0.019084614,0.059635554,-0.282335213,0.34601527,0.005544833,0.7587133,0.776354784,0.014743423,0.068143526,1.031301561,-0.191823002
1944.5,1944,1945,0.719015942,0.276958351,0.076397953,0.004961777,-0.165024724,0.243910623,0.000688489,-0.053559483,0.085071233,0.035680014,0.017913739,0.120764878,-0.276958478,0.349639708,0.006398941,0.77172808,0.836860204,0.015333297,0.119821446,1.035049753,-0.18267857
1945.5,1945,1946,0.71827971,0.278795756,0.07733303,0.006000234,-0.147732063,0.242691223,0.000740945,-0.053488496,0.077439654,0.035947927,0.053871863,0.240248139,-0.244636444,0.352928511,0.007145053,0.805728191,1.006400261,0.010555203,0.264969486,1.0374243,-0.152672936
1946.5,1946,1947,0.718197184,0.281407118,0.078156325,0.007698971,-0.144054363,0.242184595,0.000806515,-0.053342951,0.076628473,0.036328957,0.099456132,0.273238282,-0.236867645,0.357118248,0.008096861,0.817488896,1.086671356,0.010362896,0.340238863,1.04131295,-0.144231205
