time,timebound_lower,timebound_upper,CO2,CH4,N2O,aerosol-radiation_interactions,aerosol-cloud_interactions,O3,contrails,land_use,BC_on_snow,H2O_stratospheric,solar,volcanic,aerosol,nonco2wmghg,halogen,anthro,total,minor
1750.5,1750,1751,0,0,0,0,0,0,0,0,0,0,0.097590262,0.203679767,0,0,0,0,0.301270029,0
1751.5,1751,1752,0.001417292,0.00050833,7.45E-05,0.000630885,0.003830106,-0.000441566,0,-0.000113617,-0.000373548,3.45E-05,0.079243973,0.237324057,0.004460991,0.000582811,7.96E-10,0.005566832,0.322134862,-0.000452696
1752.5,1752,1753,0.002834247,0.001016353,0.000148952,0.001155541,0.005575433,-0.000409801,0,-0.000230017,-0.000498196,6.89E-05,0.049166043,0.240069526,0.006730974,0.001165307,1.59E-09,0.009661451,0.29889702,-0.000659276
1753.5,1753,1754,0.004250863,0.00152407,0.000223415,0.000637437,0.003859007,-0.00014891,0,-0.000349101,-0.000373606,0.000103407,0.012988284,0.091163618,0.004496444,0.001747487,2.39E-09,0.009726584,0.113878487,-0.0006193
1754.5,1754,1755,0.005667143,0.00203148,0.00029787,-0.000531039,-0.000976127,0.000746591,0,-0.000470819,5.40E-05,0.000137876,-0.021426608,-0.071972964,-0.001507166,0.002329353,3.18E-09,0.006956993,-0.08644258,-0.000278929
1755.5,1755,1756,0.007083086,0.002538584,0.000372317,0.000479034,0.000156222,0.001037026,0,-0.000595192,5.87E-05,0.000172345,-0.045903927,0.086290159,0.000635256,0.002910905,3.98E-09,0.011302165,0.051688396,-0.000364108
1756.5,1756,1757,0.008498691,0.003045384,0.000446755,0.000482271,0.003795751,0.000207778,0,-0.000722137,-0.000398297,0.000206814,-0.053485812,-0.035536597,0.004278022,0.003492143,4.77E-09,0.015563014,-0.073459395,-0.00091362
1757.5,1757,1758,0.00991396,0.003551878,0.000521185,2.72E-05,-0.005437454,0.002755104,0,-0.000851673,0.000820756,0.000241283,-0.034343893,0.192847912,-0.005410257,0.004073068,5.57E-09,0.011542241,0.17004626,0.000210366
1758.5,1758,1759,0.011328892,0.004058068,0.000595607,0.000232815,-0.002010205,0.002334391,0,-0.000983781,0.000409323,0.000275752,0.017013236,0.237671158,-0.001777389,0.004653681,6.37E-09,0.016240867,0.270925261,-0.000298707
1759.5,1759,1760,0.012743487,0.004563954,0.00067002,-0.000103888,-0.002647809,0.002102322,0,-0.001118388,0.000365449,0.000310221,0.067512332,0.231928726,-0.002751697,0.005233982,7.16E-09,0.016885376,0.316326434,-0.000442719
1760.5,1760,1761,0.014157747,0.005069537,0.000744425,-0.001037109,-0.00558696,0.002476618,0,-0.001262787,0.000534438,0.00034469,0.092395267,0.050240462,-0.006624069,0.00581397,7.96E-09,0.015440607,0.158076336,-0.000383659
1761.5,1761,1762,0.01557167,0.005574818,0.000818822,-0.000191684,-0.00510281,0.003160343,0,-0.00141694,0.000695488,0.000379159,0.086248636,-1.25623957,-0.005294494,0.006393648,8.75E-09,0.019488874,-1.150502061,-0.000342293
1762.5,1762,1763,0.016985257,0.006079795,0.00089321,-0.000281164,-0.001513442,0.002068669,0,-0.00157355,0.000152341,0.000413628,0.064158206,-0.591869763,-0.001794606,0.006973015,9.55E-09,0.023224754,-0.504486803,-0.001007581
1763.5,1763,1764,0.018398509,0.006584471,0.000967591,-0.000174943,-0.001938801,0.002580787,0,-0.001732554,0.000242396,0.000448097,0.030819754,-0.030711404,-0.002113743,0.007552072,1.03E-08,0.025375563,0.025483914,-0.001042061
1764.5,1764,1765,0.019811425,0.007088846,0.001041962,0.001709462,0.004477556,0.002009053,0,-0.001893945,-0.000292666,0.000482565,-0.005935226,0.16959958,0.006187018,0.008130819,1.11E-08,0.034434271,0.198098624,-0.001704045
1765.5,1765,1766,0.021224006,0.007592919,0.001116326,-0.000471865,-0.004438836,0.003411916,0,-0.002057698,0.000514602,0.000517034,-0.035779147,0.232950986,-0.004910701,0.008709257,1.19E-08,0.027408416,0.224580255,-0.001026061
1766.5,1766,1767,0.022636251,0.008096693,0.001190681,0.000724879,-0.00020087,0.003357445,0,-0.002223786,0.000321248,0.000551503,-0.049897677,-0.242272347,0.00052401,0.009287387,1.27E-08,0.034454058,-0.257715966,-0.001351034
