time,timebound_lower,timebound_upper,CO2,CH4,N2O,aerosol-radiation_interactions,aerosol-cloud_interactions,O3,contrails,land_use,BC_on_snow,H2O_stratospheric,solar,volcanic,aerosol,nonco2wmghg,halogen,anthro,total,minor
1750.5,1750,1751,0,0,0,0,0,0,0,0,0,0,0.146291885,0.308391501,0,0,0,0,0.423027647,0
1751.5,1751,1752,0.001585363,0.000609677,8.44E-05,0.001408792,0.015951782,-0.000211572,0,-3.88E-06,4.00E-07,9.32E-05,0.118808468,0.308400526,0.016451961,0.000683893,1.22E-09,0.017693676,0.4068112,4.29E-05
1752.5,1752,1753,0.003170348,0.001218986,0.000168828,0.002319901,0.025022773,-0.00019531,0,-1.03E-05,5.38E-07,0.000186253,0.073690957,0.308403557,0.025904613,0.001367407,2.43E-09,0.029099631,0.375962924,8.27E-05
1753.5,1753,1754,0.004754956,0.001827927,0.000253227,0.001405855,0.016335363,-6.22E-05,0,-1.94E-05,4.16E-07,0.000279296,0.019501889,0.30840458,0.016811776,0.002050543,3.65E-09,0.022415531,0.333712228,0.000127648
1754.5,1754,1755,0.006339187,0.002436501,0.000337618,-0.000185966,-0.00011385,0.001134123,0,-3.10E-05,4.90E-05,0.000372282,-0.010749881,-0.087300078,-0.000496544,0.002733302,4.87E-09,0.008853114,-0.099897273,0.000337889
1755.5,1755,1756,0.00792304,0.003044708,0.000422,0.00060989,0.005235587,0.001547095,0,-4.53E-05,4.34E-05,0.000465212,-0.023092829,-0.00336292,0.005567948,0.003415683,6.09E-09,0.016841652,-0.014765984,0.000401003
1756.5,1756,1757,0.009506517,0.003652549,0.000506372,0.001221707,0.016238359,0.000369183,0,-6.21E-05,4.65E-07,0.000558086,-0.026909286,0.195582208,0.016471546,0.004097695,7.30E-09,0.02847895,0.167975968,0.000245885
1757.5,1757,1758,0.011089618,0.004260024,0.000590735,0.001502117,-0.000339151,0.004050894,0,-8.15E-05,0.001566504,0.000650904,-0.017206607,0.270173072,0.000282603,0.004779346,8.52E-09,0.018532142,0.250013195,0.001795983
1758.5,1758,1759,0.012672342,0.004867135,0.000675089,0.000769324,-0.000230063,0.00344974,0,-0.000103468,0.000712494,0.000743667,0.025726679,0.295547366,0.00015914,0.005460627,9.74E-09,0.020016343,0.329857247,0.001035264
1759.5,1759,1760,0.01425469,0.005473881,0.000759433,0.000420425,-0.000289227,0.003141738,0,-0.000128042,0.000607853,0.000836374,0.101240572,0.304085352,-0.000290995,0.006141535,1.10E-08,0.021265429,0.397732115,0.000987129
1760.5,1760,1761,0.015836662,0.006080263,0.000843769,0.000351418,-0.000324479,0.003707084,0,-0.000155203,0.000937197,0.000929025,0.138524239,0.306954021,-0.00080714,0.006822048,1.22E-08,0.023062126,0.430637697,0.001285505
1761.5,1761,1762,0.017418258,0.006686282,0.000928095,0.001009133,-0.000425943,0.004686684,0,-0.00018495,0.001246938,0.001021621,0.129341587,0.307917661,-0.000213046,0.007502187,1.34E-08,0.026739451,0.427719627,0.001574379
1762.5,1762,1763,0.018999478,0.007291938,0.001012412,-0.000162937,-0.000265366,0.003136616,0,-0.000217284,0.000121024,0.001114161,0.096298099,-0.666234781,-0.000637057,0.008181952,1.46E-08,0.02743078,-0.575342041,0.000781896
1763.5,1763,1764,0.020580323,0.007897233,0.00109672,1.84E-05,-0.000327029,0.003879956,0,-0.000252204,0.000286061,0.001206647,0.046526294,-0.403495096,-0.000577531,0.008861344,1.58E-08,0.030102144,-0.345386829,0.000906687
