time,timebound_lower,timebound_upper,solar,volcanic,aerosol-radiation_interactions,aerosol-cloud_interactions,contrails,land_use,BC_on_snow,CO2,CH4,N2O,HFC-134a,HFC-23,HFC-32,HFC-125,HFC-143a,HFC-152a,HFC-227ea,HFC-236fa,HFC-245fa,HFC-365mfc,HFC-43-10mee,NF3,SF6,SO2F2,CF4,C2F6,C3F8,c-C4F8,CFC-12,CFC-11,CFC-113,CFC-114,CFC-115,CFC-13,HCFC-22,HCFC-141b,HCFC-142b,CH3CCl3,CCl4,CH3Cl,CH3Br,CH2Cl2,CHCl3,Halon-1211,Halon-1301,Halon-2402,n-C4F10,n-C5F12,n-C6F14,i-C6F14,C7F16,C8F18,CFC-112,CFC-112a,CFC-113a,CFC-114a,HCFC-133a,HCFC-31,HCFC-124,O3,H2O_stratospheric
1750.5,1750,1751,0.097590262,0.203679767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1751.5,1751,1752,0.079243973,0.237324057,0.000630885,0.003830106,0,-0.000113617,-0.000373548,0.001417292,0.00050833,7.45E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.96E-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000441566,3.45E-05
1752.5,1752,1753,0.049166043,0.240069526,0.001155541,0.005575433,0,-0.000230017,-0.000498196,0.002834247,0.001016353,0.000148952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.59E-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000409801,6.89E-05
1753.5,1753,1754,0.012988284,0.091163618,0.000637437,0.003859007,0,-0.000349101,-0.000373606,0.004250863,0.00152407,0.000223415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.39E-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00014891,0.000103407
1754.5,1754,1755,-0.021426608,-0.071972964,-0.000531039,-0.000976127,0,-0.000470819,5.40E-05,0.005667143,0.00203148,0.00029787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.18E-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000746591,0.000137876
1755.5,1755,1756,-0.045903927,0.086290159,0.000479034,0.000156222,0,-0.000595192,5.87E-05,0.007083086,0.002538584,0.000372317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.98E-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001037026,0.000172345
1756.5,1756,1757,-0.053485812,-0.035536597,0.000482271,0.003795751,0,-0.000722137,-0.000398297,0.008498691,0.003045384,0.000446755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.77E-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000207778,0.000206814
1757.5,1757,1758,-0.034343893,0.192847912,2.72E-05,-0.005437454,0,-0.000851673,0.000820756,0.00991396,0.003551878,0.000521185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.57E-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002755104,0.000241283
1758.5,1758,1759,0.017013236,0.237671158,0.000232815,-0.002010205,0,-0.000983781,0.000409323,0.011328892,0.004058068,0.000595607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.37E-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002334391,0.000275752
1759.5,1759,1760,0.067512332,0.231928726,-0.000103888,-0.002647809,0,-0.001118388,0.000365449,0.012743487,0.004563954,0.00067002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.16E-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002102322,0.000310221
1760.5,1760,1761,0.092395267,0.050240462,-0.001037109,-0.00558696,0,-0.001262787,0.000534438,0.014157747,0.005069537,0.000744425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.96E-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002476618,0.00034469
1761.5,1761,1762,0.086248636,-1.25623957,-0.000191684,-0.00510281,0,-0.00141694,0.000695488,0.01557167,0.005574818,0.000818822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.75E-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003160343,0.000379159
1762.5,1762,1763,0.064158206,-0.591869763,-0.000281164,-0.001513442,0,-0.00157355,0.000152341,0.016985257,0.006079795,0.00089321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.55E-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002068669,0.000413628
1763.5,1763,1764,0.030819754,-0.030711404,-0.000174943,-0.001938801,0,-0.001732554,0.000242396,0.018398509,0.006584471,0.000967591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.03E-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002580787,0.000448097
