time,timebound_lower,timebound_upper,CO2,CH4,N2O,aerosol-radiation_interactions,aerosol-cloud_interactions,O3,contrails,land_use,BC_on_snow,H2O_stratospheric,solar,volcanic,aerosol,nonco2wmghg,halogen,anthro,total,minor
1750.5,1750,1751,0,0,0,0,0,0,0,0,0,0,0.049239136,0.184289132,0,0,0,0,0.26514692,0
1751.5,1751,1752,0.001245821,0.000406099,6.37E-05,-0.000527864,-9.84E-05,-0.000633819,0,-1.17E-05,-0.000776861,-1.15E-07,0.039966453,0.184294525,-2.53E-05,0.000479613,3.73E-10,0.001160989,0.258488457,-0.000739428
1752.5,1752,1753,0.002491345,0.000811954,0.000127313,-0.000595644,-0.000171584,-0.000585102,0,-3.12E-05,-0.001046268,-2.30E-07,0.02478239,0.184296337,0.000137445,0.000958972,7.46E-10,0.003239331,0.239388617,-0.00097918
1753.5,1753,1754,0.003736573,0.001217562,0.000190959,-0.000590183,-0.000232745,-0.000186343,0,-5.85E-05,-0.000807532,-3.44E-07,0.006500926,0.184296948,-0.000169839,0.001438075,1.12E-09,0.005292803,0.207431807,-0.000725558
1754.5,1754,1755,0.004981504,0.001622927,0.000254598,-0.00084897,-0.006768747,0.000378575,0,-9.36E-05,-2.52E-08,-4.59E-07,-0.03216778,-0.146088929,-0.007284824,0.001916923,1.49E-09,0.001540508,-0.163034064,-4.39E-05
1755.5,1755,1756,0.006226139,0.002028047,0.00031823,7.11E-05,-0.000576957,0.000516427,0,-0.000136504,-2.23E-08,-5.73E-07,-0.068829839,-0.005627547,-0.000297291,0.002395524,1.87E-09,0.010250442,-0.061143627,-7.69E-05
1756.5,1756,1757,0.007470478,0.002432923,0.000381855,-0.000814898,-0.000562113,0.000123235,0,-0.000187206,-0.000903603,-6.88E-07,-0.080193065,0.116876358,-0.00064415,0.002873877,2.24E-09,0.010975731,0.071616338,-0.000822392
1757.5,1757,1758,0.008714521,0.002837556,0.000445473,-0.001343087,-0.021868192,0.001352206,0,-0.000245708,-8.06E-07,-8.02E-07,-0.051593345,0.161450497,-0.021889879,0.00335198,2.61E-09,-0.004384786,0.133905937,8.43E-05
1758.5,1758,1759,0.009958268,0.003241945,0.000509084,-0.000403736,-0.008840154,0.001151538,0,-0.00031201,-3.67E-07,-9.17E-07,0.008319538,0.176613712,-0.008669448,0.003829835,2.99E-09,0.009921637,0.208961649,-1.57E-05
1759.5,1759,1760,0.01120172,0.003646092,0.000572688,-0.000778807,-0.00942769,0.001048725,0,-0.000386112,-3.13E-07,-1.03E-06,0.033937695,0.181715856,-0.009642185,0.004307441,3.36E-09,0.010588468,0.257424128,-7.90E-05
1760.5,1760,1761,0.012444876,0.004049997,0.000636285,-0.00227038,-0.022510246,0.00123744,0,-0.000468015,-4.82E-07,-1.14E-06,0.04650982,0.18343012,-0.023453618,0.004784799,3.73E-09,-0.00065574,0.274350367,-7.11E-05
1761.5,1761,1762,0.013687737,0.00445366,0.000699876,-0.001390669,-0.018705988,0.001564435,0,-0.000557717,-6.42E-07,-1.26E-06,0.04337955,0.184005974,-0.018960561,0.005261909,4.10E-09,0.00660485,0.275480096,-8.14E-05
1762.5,1762,1763,0.014930303,0.004857081,0.000763459,-0.000693982,-0.00502849,0.001047016,0,-0.00065522,-6.23E-08,-1.37E-06,0.032217673,-1.114884755,-0.005460291,0.005738765,4.48E-09,0.020059428,-1.028715103,-0.000426688
1763.5,1763,1764,0.016172574,0.005260261,0.000827036,-0.000654824,-0.005390706,0.001295146,0,-0.000760524,-1.47E-07,-1.49E-06,0.015162244,-0.67521322,-0.005725354,0.006215374,4.85E-09,0.022009821,-0.619030352,-0.000441083
1764.5,1764,1765,0.017414549,0.0056632,0.000890605,-0.000418944,-0.001155573,0.001014232,0,-0.000873627,-0.000823333,-1.60E-06,-0.010617762,-0.044995188,-0.000422517,0.006691742,5.22E-09,0.028200797,-0.018991686,-0.001147744
1765.5,1765,1766,0.018656231,0.006065899,0.000954168,-0.001462934,-0.015013553,0.001703677,0,-0.000994531,-4.14E-07,-1.71E-06,-0.054082092,0.112733174,-0.015621037,0.007167861,5.60E-09,0.017574177,0.099855799,-0.000454084
