time,timebound_lower,timebound_upper,ghg_p05,ghg_p17,ghg_p50,ghg_p83,ghg_p95,natural_p05,natural_p17,natural_p50,natural_p83,natural_p95,other_human_forcing_p05,other_human_forcing_p17,other_human_forcing_p50,other_human_forcing_p83,other_human_forcing_p95,anthropogenic_p05,anthropogenic_p17,anthropogenic_p50,anthropogenic_p83,anthropogenic_p95,total_p05,total_p17,total_p50,total_p83,total_p95,residual_p05,residual_p17,residual_p50,residual_p83,residual_p95,aerosol-cloud_interactions_p05,aerosol-cloud_interactions_p17,aerosol-cloud_interactions_p50,aerosol-cloud_interactions_p83,aerosol-cloud_interactions_p95,aerosol-radiation_interactions_p05,aerosol-radiation_interactions_p17,aerosol-radiation_interactions_p50,aerosol-radiation_interactions_p83,aerosol-radiation_interactions,bc_snow_p05,bc_snow_p17,bc_snow_p50,bc_snow_p83,bc_snow_p95,ch4_p05,ch4_p17,ch4_p50,ch4_p83,ch4_p95,co2_p05,co2_p17,co2_p50,co2_p83,co2_p95,contrails_p05,contrails_p17,contrails_p50,contrails_p83,contrails_p95,h2o_strat_p05,h2o_strat_p17,h2o_strat_p50,h2o_strat_p83,h2o_strat_p95,halogen_p05,halogen_p17,halogen_p50,halogen_p83,halogen_p95,land_use_p05,land_use_p17,land_use_p50,land_use_p83,land_use_p95,n2o_p05,n2o_p17,n2o_p50,n2o_p83,n2o_p95,o3_p05,o3_p17,o3_p50,o3_p83,o3_p95,solar_p05,solar_p17,solar_p50,solar_p83,solar_p95,volcanic_p05,volcanic_p17,volcanic_p50,volcanic_p83,volcanic_p95
1987,1982,1992,0.016792798,0.018873147,0.020910279,0.023117783,0.025241166,0.000170954,0.000604303,0.001502982,0.002842263,0.004121768,-0.005932777,-0.003399385,-0.000809059,0.000807932,0.002671508,0.017214172,0.018505244,0.019891928,0.021265334,0.022264033,0.018714255,0.019864027,0.021492681,0.023328729,0.024833219,0.005252379,0.007207792,0.009803256,0.012294442,0.014050143,-0.008629889,-0.005771369,-0.00241149,-0.001178604,-0.000729861,-0.001958102,-0.001184897,-0.0005017,0.000162341,0.000928012,2.18E-05,0.000186017,0.000501679,0.001048375,0.001745057,0.002163964,0.002480309,0.00294803,0.003499692,0.003939801,0.009017148,0.010171122,0.011373012,0.012720042,0.013897271,4.58E-05,9.31E-05,0.000200946,0.000383341,0.000569162,-1.31E-05,6.98E-05,0.000233062,0.000496513,0.000858196,0.003974123,0.004612153,0.005451986,0.006378938,0.007240542,-0.001229035,-0.00077493,-0.000381333,-0.000143657,2.57E-05,0.000790157,0.000908693,0.001051647,0.001209086,0.001335943,0.000513535,0.000898103,0.001695492,0.003247165,0.004863449,-0.000479236,-0.000302264,-0.000131363,-1.50E-05,5.22E-05,0.000294581,0.000739666,0.001704175,0.003028894,0.004199753
1988,1983,1993,0.016929772,0.019024567,0.021078772,0.023307907,0.025454012,-0.001213001,-0.00068793,-6.63E-05,0.00046423,0.001097665,-0.007245516,-0.004100632,-0.000918001,0.000854644,0.002837582,0.016526184,0.018139955,0.019856136,0.02133936,0.022381942,0.016356053,0.017920442,0.019767192,0.021345743,0.022440021,-0.006020759,-0.00423194,-0.001865206,0.000624501,0.002608805,-0.010349411,-0.006636738,-0.002676366,-0.001221228,-0.000751138,-0.002167041,-0.001325381,-0.000570724,0.000167096,0.000938444,2.37E-05,0.000202973,0.000547217,0.001143207,0.001902587,0.002099963,0.002410293,0.002869096,0.003410661,0.003843719,0.009145573,0.010314074,0.011532198,0.012898868,0.014095033,4.78E-05,9.71E-05,0.000209603,0.000399813,0.000593411,-1.28E-05,6.82E-05,0.000227584,0.000485169,0.000838779,0.004041552,0.004682231,0.005531174,0.006463339,0.007333994,-0.001150764,-0.000723105,-0.000350182,-0.000120567,4.78E-05,0.000798513,0.000918361,0.001062876,0.001222092,0.001350429,0.000556376,0.000971867,0.00183084,0.003503406,0.00523569,5.83E-05,0.000149714,0.000337001,0.00061922,0.000905129,-0.001656312,-0.001106364,-0.000428649,0.000134549,0.000584873
1989,1984,1994,0.016832144,0.018913229,0.020965569,0.023200041,0.0253488,-0.009567048,-0.007707669,-0.005281313,-0.002971548,-0.001341262,-0.007434546,-0.003986593,-0.000617463,0.001217092,0.003335333,0.016257976,0.018150914,0.020055908,0.021600102,0.02268229,0.008691526,0.011387771,0.014685166,0.017654142,0.019676898,-0.002117494,0.000199193,0.003539826,0.007152878,0.010046209,-0.010847528,-0.006755371,-0.00252702,-0.001038907,-0.000594631,-0.002004298,-0.001205729,-0.0004704,0.000279797,0.001065269,2.39E-05,0.000204307,0.000551183,0.001151684,0.001917068,0.002030131,0.002335034,0.002784873,0.003316105,0.003741706,0.009113759,0.010277667,0.011495682,0.012863767,0.014065317,5.00E-05,0.000101554,0.000219128,0.000417941,0.000620167,-1.24E-05,6.63E-05,0.000221518,0.000472644,0.000817355,0.004052224,0.00468646,0.00553254,0.006457425,0.007326002,-0.001058821,-0.000662063,-0.000312845,-9.15E-05,7.16E-05,0.000805989,0.000927043,0.001072993,0.001233869,0.001363603,0.000569414,0.000994895,0.001874605,0.003587381,0.005359531,0.000147334,0.000341085,0.000709917,0.00119363,0.001627463,-0.010853221,-0.008795149,-0.00607484,-0.003427434,-0.001542945
1990,1985,1995,0.016512713,0.018558688,0.020600366,0.022828343,0.024960798,-0.016248266,-0.01336993,-0.009423882,-0.005376503,-0.002425293,-0.007325082,-0.00359483,-0.000113959,0.001784447,0.004035823,0.015949053,0.018147755,0.020225852,0.021842319,0.022979988,0.002181536,0.005897606,0.010682429,0.015278837,0.018521021,-0.007486597,-0.004089713,0.000679528,0.005651479,0.009493295,-0.011064569,-0.006671573,-0.002183949,-0.000715276,-0.000274555,-0.001673002,-0.000977604,-0.000268566,0.000469896,0.001300526,2.36E-05,0.000201178,0.000543273,0.001135484,0.001890828,0.001944022,0.002243803,0.002684191,0.003203993,0.003621344,0.008973551,0.010121626,0.011334228,0.012695033,0.013893583,5.27E-05,0.000107085,0.000231058,0.000440679,0.000653882,-1.20E-05,6.40E-05,0.000213908,0.000457,0.000790633,0.003984416,0.004601939,0.005430652,0.00633521,0.007187218,-0.000964533,-0.000599302,-0.000274031,-6.08E-05,9.77E-05,0.000807454,0.000929007,0.001075497,0.001237153,0.001367646,0.000569563,0.000995675,0.001877171,0.003592889,0.005368231,0.000173263,0.000396736,0.000815549,0.001352714,0.001820462,-0.017716736,-0.014617322,-0.010325623,-0.005889026,-0.0026539
1991,1986,1996,0.016038878,0.018039693,0.020069244,0.022284975,0.024390102,-0.017991582,-0.014901933,-0.010586095,-0.006080257,-0.002750104,-0.007216053,-0.003126177,0.000522904,0.002520443,0.004919473,0.015460232,0.018040272,0.020350806,0.022082228,0.023316057,0.000224023,0.004335367,0.009611672,0.014722015,0.018348023,-0.008710391,-0.004897405,0.000475683,0.00602459,0.010299668,-0.011331402,-0.006605969,-0.001761397,-0.000334934,0.000201845,-0.001301461,-0.000710049,8.23E-06,0.000766908,0.001705899,2.35E-05,0.000200292,0.000541161,0.001131202,0.001884077,0.001843529,0.002138067,0.002568674,0.003075877,0.003484161,0.008796501,0.009926178,0.011134031,0.01248582,0.013678373,5.60E-05,0.000113742,0.000245419,0.000468068,0.000694494,-1.15E-05,6.13E-05,0.000204896,0.000438475,0.000759053,0.003830995,0.004423012,0.005221801,0.006095972,0.006918079,-0.000875528,-0.000539561,-0.000236109,-3.18E-05,0.000128399,0.000803387,0.000924814,0.001071153,0.00123282,0.0013635,0.000565474,0.000988975,0.001865459,0.003571185,0.00533629,0.000125219,0.000286763,0.000591257,0.000983407,0.001328391,-0.019067902,-0.015810992,-0.011236773,-0.006453586,-0.002917419
1992,1987,1997,0.015468617,0.017420584,0.019440478,0.021642259,0.023711665,-0.016328173,-0.013474209,-0.009523906,-0.005493874,-0.002495878,-0.006048056,-0.002229135,0.001339699,0.003468791,0.005930048,0.015808803,0.01829276,0.020596062,0.022414857,0.023750133,0.002087056,0.006011115,0.010963099,0.015683497,0.019001919,-0.016999028,-0.013493239,-0.008507916,-0.003267342,0.000837004,-0.010525384,-0.006131304,-0.001149198,0.000186203,0.00081991,-0.0008713,-0.000304591,0.000381871,0.001202833,0.00226101,2.27E-05,0.00019256,0.000521032,0.001090165,0.001817169,0.001729163,0.002018622,0.002439248,0.002932619,0.00333089,0.00862231,0.009734981,0.010938358,0.012281285,0.013467,5.97E-05,0.000121399,0.000261933,0.000499572,0.0007413,-1.09E-05,5.81E-05,0.000194548,0.000417219,0.000722849,0.003598169,0.004162022,0.004922466,0.005761583,0.006544559,-0.00079949,-0.00048807,-0.000203065,-2.90E-06,0.000161109,0.000799634,0.000920987,0.001067206,0.001228911,0.001359774,0.000543496,0.000952121,0.001799036,0.003446366,0.005155024,-8.08E-05,6.44E-06,0.000115001,0.000257914,0.000396765,-0.016588973,-0.013672603,-0.009643551,-0.005563964,-0.002530187
1993,1988,1998,0.014815261,0.016719647,0.018732117,0.020919431,0.022947516,-0.012509378,-0.010153789,-0.0069713,-0.003979347,-0.00182862,-0.005769923,-0.00164669,0.00202281,0.004292535,0.006878092,0.015281008,0.018093057,0.020594855,0.022560982,0.024019351,0.005402372,0.00912229,0.01347679,0.017381377,0.020035427,-0.01048676,-0.007528047,-0.003230707,0.001513027,0.005350229,-0.010623391,-0.00596878,-0.000726484,0.000657959,0.00144591,-0.000647598,-2.36E-05,0.000684064,0.001584701,0.002734613,2.21E-05,0.000187825,0.000508577,0.001064683,0.0017755,0.00159989,0.001884466,0.002295062,0.002773502,0.003160829,0.008445551,0.009541379,0.010739431,0.012073228,0.013250864,6.39E-05,0.000129874,0.000280215,0.000534455,0.000793116,-1.02E-05,5.45E-05,0.000182766,0.000393086,0.000681735,0.003303859,0.003839432,0.004559192,0.00536259,0.006102937,-0.000744644,-0.000449733,-0.000179403,2.00E-05,0.000190467,0.000797191,0.000918541,0.001064779,0.001226627,0.00135771,0.000545263,0.000954513,0.001802534,0.003452006,0.005161158,-0.00113154,-0.000781965,-0.000431236,-0.000200637,-8.14E-05,-0.011771244,-0.00950644,-0.006446051,-0.003641266,-0.001685642
1994,1989,1999,0.014257986,0.016119289,0.018115463,0.020287812,0.022277254,-0.006828929,-0.005212286,-0.003160196,-0.001309412,-0.00025999,-0.007402538,-0.001833336,0.00237324,0.004812389,0.007571516,0.013012508,0.017170167,0.020289565,0.022510445,0.024117623,0.008858786,0.013152589,0.016937484,0.019963956,0.021920578,0.004272519,0.006677232,0.010204693,0.014330684,0.018590615,-0.012651924,-0.006488296,-0.000626141,0.000986995,0.001868598,-0.000751906,2.63E-05,0.000830147,0.001779311,0.003005039,2.29E-05,0.000195383,0.00052824,0.001104791,0.001840874,0.00147284,0.001752038,0.002152112,0.002615217,0.002990842,0.00838413,0.009471866,0.01066395,0.011993491,0.013167739,6.82E-05,0.000138631,0.000299108,0.000570504,0.000846628,-9.50E-06,5.10E-05,0.000170995,0.00036895,0.000640637,0.002978289,0.003485615,0.004167579,0.0049387,0.005635327,-0.000712863,-0.000427143,-0.000166394,3.34E-05,0.000208239,0.000792073,0.000913117,0.001059076,0.00122074,0.001351818,0.000577346,0.001008742,0.001900662,0.003636639,0.00542747,-0.00208833,-0.001521657,-0.000895578,-0.000437407,-0.00018721,-0.005365326,-0.003977876,-0.002242983,-0.000609444,0.000717327
1995,1990,2000,0.013995022,0.015816034,0.017778894,0.019931617,0.021895889,-0.000295302,0.000217553,0.001386961,0.003399933,0.005498133,-0.007868579,-0.001702358,0.002715292,0.005250941,0.008053123,0.012082493,0.016930373,0.02029013,0.022646898,0.024334002,0.013589944,0.018558349,0.021909239,0.024706538,0.02701039,-0.008016637,-0.005466831,-0.002144078,0.00161756,0.006393813,-0.013356229,-0.006491901,-0.000430998,0.001279037,0.002237899,-0.000750738,0.000109296,0.000962051,0.001944469,0.003219674,2.24E-05,0.000190777,0.000516399,0.001080921,0.001802324,0.001373395,0.001644554,0.002032871,0.00248133,0.002845394,0.008541086,0.009640769,0.010832843,0.012169481,0.013351293,7.27E-05,0.000147851,0.000318996,0.000608446,0.000902939,-8.94E-06,4.80E-05,0.000161332,0.000348958,0.000606391,0.002653367,0.003134925,0.003783014,0.004525988,0.005182966,-0.000702723,-0.00042066,-0.000164123,3.56E-05,0.000210647,0.000792853,0.000914165,0.001060408,0.001222466,0.001353964,0.000588577,0.001028436,0.001937616,0.003707386,0.005531582,-0.002232826,-0.001643397,-0.00097997,-0.000483379,-0.000208922,0.000243923,0.000987933,0.002458824,0.004747052,0.006989824
1996,1991,2001,0.013925639,0.015719634,0.017650738,0.019782412,0.021731093,0.001928913,0.004326344,0.007898387,0.011812385,0.014970303,-0.005561225,-0.000490396,0.003162157,0.00559471,0.008253507,0.014203221,0.017908612,0.020663211,0.022894782,0.024519874,0.020471112,0.024108878,0.028497413,0.032692946,0.035967453,-0.013413436,-0.0099346,-0.005363352,-0.000651046,0.003198743,-0.010921878,-0.005346829,-6.58E-07,0.001569387,0.002588442,-0.000490183,0.000320113,0.001103667,0.002083313,0.0033242,1.89E-05,0.000156562,0.00042841,0.000904612,0.001515204,0.001291913,0.001554967,0.001931669,0.00236609,0.002718502,0.008808669,0.009936502,0.011143273,0.012500667,0.01369923,7.77E-05,0.000157984,0.000340862,0.000650158,0.000964835,-8.48E-06,4.56E-05,0.000153202,0.000332016,0.000577359,0.002355616,0.002812069,0.003428231,0.004145477,0.004769419,-0.000713618,-0.000429529,-0.000171514,2.78E-05,0.000200264,0.000808483,0.000931556,0.001079789,0.001243949,0.001377087,0.000562722,0.000985388,0.001860651,0.003563383,0.005324481,-0.001490582,-0.001083047,-0.000639738,-0.000315119,-0.000134958,0.002121417,0.004760461,0.008644877,0.012782896,0.016036892
1997,1992,2002,0.013945709,0.015728968,0.017640177,0.019754202,0.021693304,0.003435466,0.007677498,0.013661345,0.019558081,0.023874767,-0.003065997,0.000650455,0.003462249,0.005706454,0.008149572,0.016315705,0.018858443,0.02106809,0.023057729,0.024548819,0.023951143,0.028464632,0.034705075,0.040470049,0.044707036,-0.011121811,-0.006673345,-0.000626161,0.005798645,0.010503643,-0.008116693,-0.004001764,0.000319662,0.001734368,0.002747807,-0.000260832,0.000446241,0.00114618,0.00206987,0.003180913,1.45E-05,0.000112298,0.000318587,0.000689755,0.001170181,0.00121494,0.001471766,0.001837859,0.002258815,0.002599315,0.009107413,0.010270073,0.011503399,0.01289123,0.014113834,8.17E-05,0.000166092,0.000358376,0.00068351,0.001014229,-8.04E-06,4.33E-05,0.000145631,0.000316213,0.000550231,0.002101137,0.002529786,0.003115472,0.003807492,0.004404249,-0.000736807,-0.000446335,-0.000182973,1.69E-05,0.00018705,0.000836621,0.000963017,0.001115262,0.001283571,0.00141979,0.000537617,0.000942928,0.001783755,0.003418914,0.00511505,-0.000400104,-0.000246881,-9.73E-05,9.01E-06,0.000146197,0.003472882,0.007759597,0.013791843,0.019702734,0.024000686
1998,1993,2003,0.014014241,0.015797488,0.017700949,0.019803457,0.021738466,0.003761299,0.008378043,0.014765479,0.020914274,0.025288977,-0.001436,0.001403133,0.003540365,0.005597145,0.007816771,0.017385916,0.019364427,0.021325942,0.023138695,0.024499031,0.024872135,0.029643026,0.036127011,0.041985788,0.04622256,-0.014826236,-0.01038735,-0.004267639,0.002357845,0.007259769,-0.006131703,-0.002898961,0.000509608,0.001775584,0.002736296,-0.000175836,0.000457469,0.001075462,0.001909043,0.002844309,7.85E-06,6.53E-05,0.000214188,0.00049172,0.000853554,0.001144902,0.001396368,0.001752469,0.002160512,0.002489043,0.009406644,0.01060542,0.011871143,0.013295156,0.014546525,8.30E-05,0.000168627,0.000363879,0.000693916,0.001029359,-7.64E-06,4.12E-05,0.000138702,0.000301729,0.000525394,0.001895263,0.002294552,0.002850532,0.003517256,0.004089299,-0.000756165,-0.000459405,-0.000190663,1.23E-05,0.000183759,0.000868613,0.000999102,0.001156486,0.001330121,0.001470368,0.000519999,0.000912663,0.001728299,0.003313937,0.004962139,9.06E-05,0.000220061,0.000477769,0.000846668,0.001214862,0.003630821,0.008081527,0.014223688,0.020130676,0.0243366
1999,1994,2004,0.014082076,0.015871307,0.017776951,0.019874864,0.021808721,0.00302687,0.006705576,0.011749725,0.016781145,0.020443784,-0.00017338,0.001849111,0.003428007,0.005263222,0.007225864,0.017998822,0.019539854,0.021376541,0.023138312,0.024457413,0.024211558,0.028049402,0.033196493,0.038013051,0.041594239,-0.014787673,-0.010986028,-0.005869035,-0.000553388,0.00339222,-0.004267693,-0.001805937,0.000629623,0.001703027,0.002559441,-0.000144963,0.000400704,0.000920675,0.001632949,0.002373599,-5.67E-05,2.20E-05,0.00011151,0.000297769,0.000548657,0.001076717,0.001324074,0.001671016,0.002066678,0.002383185,0.00968124,0.010913727,0.012212279,0.013673009,0.014954496,8.22E-05,0.000166968,0.000360361,0.000687109,0.001019239,-7.24E-06,3.91E-05,0.000132018,0.000287793,0.000501496,0.001729293,0.002100795,0.002629008,0.003269894,0.003817655,-0.000767439,-0.000466121,-0.000193102,1.55E-05,0.000192996,0.000895801,0.001030077,0.001192152,0.001370793,0.001514953,0.000487045,0.000857288,0.001628246,0.003126974,0.004692131,0.000201344,0.000463195,0.000958559,0.001608437,0.002187931,0.002763348,0.006108399,0.010684951,0.015298134,0.018676616
2000,1995,2005,0.014117969,0.01591363,0.017827842,0.019926217,0.021859616,0.002204397,0.004841473,0.008555589,0.012588622,0.015588772,0.000396117,0.001758168,0.002998856,0.004625291,0.00640596,0.01777822,0.019224277,0.021026333,0.022837728,0.024231199,0.022841689,0.025650016,0.029711856,0.033727109,0.036720159,-0.018569626,-0.015439569,-0.011165569,-0.00691017,-0.003952743,-0.003147704,-0.001182819,0.000526126,0.001376146,0.00206329,-0.000179343,0.000250771,0.000654249,0.001189515,0.001739587,-8.33E-05,-3.83E-06,4.09E-05,0.000183363,0.000373196,0.001003585,0.001248294,0.001587146,0.001970766,0.002275006,0.009921059,0.011183272,0.012512221,0.014007144,0.015317361,8.24E-05,0.000167315,0.000361128,0.000688552,0.001021396,-6.82E-06,3.70E-05,0.000125018,0.000273274,0.000476658,0.001588781,0.001936487,0.002439603,0.003054786,0.003577067,-0.00077421,-0.000469532,-0.000192976,2.27E-05,0.000207167,0.000913183,0.001050088,0.001215376,0.001397565,0.001544577,0.000465571,0.000820284,0.001560312,0.002998729,0.004504847,0.000233674,0.000533641,0.001092604,0.001813321,0.002440557,0.001895235,0.004140006,0.007352873,0.010941855,0.013590031
2001,1996,2006,0.014123866,0.015925295,0.017850465,0.01995278,0.021885737,0.001542385,0.003345684,0.006161411,0.009427095,0.011865775,0.000514521,0.00133074,0.002336276,0.003857364,0.005576575,0.017226835,0.018619803,0.020423841,0.022314769,0.023804934,0.021119015,0.023342453,0.026788002,0.030258986,0.032837712,-0.009150313,-0.006414494,-0.002691229,0.000944768,0.003366664,-0.002489662,-0.00098461,0.000195164,0.000789319,0.001263733,-0.000202791,6.03E-05,0.000337066,0.000693115,0.001059139,-6.59E-05,-5.69E-07,3.11E-05,0.000157215,0.000327108,0.000920013,0.001163465,0.001495333,0.001866998,0.002158643,0.01013516,0.011424019,0.012780843,0.014307193,0.015644704,8.50E-05,0.000172589,0.000372489,0.00071018,0.001053442,-6.35E-06,3.46E-05,0.00011717,0.000257137,0.000449194,0.001468949,0.0017966,0.002276769,0.00286674,0.003363276,-0.000775642,-0.000469366,-0.000190825,3.11E-05,0.000221204,0.000919703,0.001057916,0.001224734,0.001408814,0.001557381,0.000458088,0.000806483,0.001533465,0.002946415,0.004425843,0.000189196,0.000429919,0.000879581,0.001459471,0.001967776,0.00127884,0.002756544,0.005215536,0.008093305,0.010226253
2002,1997,2007,0.014131803,0.015938936,0.017875412,0.019983237,0.021917537,0.000883006,0.002025781,0.004167082,0.006734387,0.00867897,0.000176661,0.000755794,0.001674093,0.00329901,0.005203039,0.01656049,0.017904076,0.019766373,0.021932963,0.023890483,0.019152715,0.021201871,0.02421719,0.027453597,0.029920403,-0.012248247,-0.009571081,-0.006044333,-0.00273666,-0.000462539,-0.001983074,-0.000887245,-0.00018057,0.00022691,0.000627442,-0.000387071,-0.000161319,7.41E-05,0.000261288,0.000475283,-3.05E-05,5.56E-06,5.13E-05,0.000169607,0.000336004,0.000822241,0.001065165,0.001391685,0.001751083,0.002029661,0.010349729,0.011665746,0.013050457,0.014608251,0.015973022,8.89E-05,0.000180569,0.000389666,0.000742977,0.001102006,-5.79E-06,3.17E-05,0.000108118,0.000238709,0.000417907,0.001368261,0.001678681,0.002137694,0.002703355,0.003174523,-0.000759815,-0.000457317,-0.000181418,4.47E-05,0.000242426,0.000918901,0.001057564,0.001224878,0.001409714,0.001559016,0.000444009,0.000782582,0.001489561,0.002863616,0.004304666,6.43E-05,0.000158102,0.000370377,0.000674058,0.000945544,0.000771938,0.001815439,0.00376099,0.006105299,0.007901305
2003,1998,2008,0.014096689,0.015908195,0.017857105,0.019971164,0.021905278,4.52E-05,0.000836643,0.002420277,0.00432112,0.005858241,-0.000692962,-4.69E-05,0.000880313,0.002582067,0.00465816,0.015813186,0.017094483,0.018935472,0.021158108,0.023325037,0.017009489,0.018918752,0.021615264,0.024622653,0.027008907,-0.008240875,-0.005618684,-0.002319495,0.00070032,0.002877977,-0.002467282,-0.001531383,-0.000761015,-0.000368531,0.000211989,-0.000975258,-0.0005685,-0.000242344,-3.27E-05,0.000209589,4.66E-06,3.64E-05,0.000110773,0.00026044,0.000460683,0.000723664,0.000963316,0.001285582,0.001632102,0.001897572,0.010517404,0.011854705,0.01326298,0.014847005,0.016235489,9.37E-05,0.000190275,0.000410592,0.000782921,0.001161257,-5.22E-06,2.88E-05,9.88E-05,0.000219727,0.000385744,0.001284012,0.001580092,0.002019585,0.002561718,0.003008447,-0.00071594,-0.00042452,-0.000159654,7.02E-05,0.000280252,0.000915048,0.001053767,0.001221164,0.001406258,0.001555959,0.000462007,0.000811467,0.001539192,0.002953246,0.004429247,-0.000827752,-0.000511008,-0.000236602,-8.66E-05,-2.16E-05,0.000211797,0.001177002,0.002686201,0.004629106,0.006161394
2004,1999,2009,0.014064367,0.015878966,0.017838449,0.01995854,0.021892736,-0.001094956,-0.000193225,0.000950814,0.00236908,0.003577482,-0.001910729,-0.001094737,-5.51E-05,0.00152285,0.003559256,0.015169889,0.016344155,0.018026359,0.019911096,0.02143104,0.01479935,0.016731982,0.019146308,0.021732453,0.023596501,-0.002347356,-0.000165341,0.002769452,0.005586044,0.007705795,-0.004004122,-0.00279373,-0.001665602,-0.001036218,-0.000733266,-0.001735551,-0.001143656,-0.000572115,-0.00020164,0.000113643,9.59E-06,8.09E-05,0.000222042,0.00047351,0.000797215,0.000656264,0.00088652,0.001202135,0.001535402,0.001788957,0.010651932,0.012006646,0.013434807,0.015041302,0.016450343,9.83E-05,0.000199726,0.000430973,0.000821823,0.001219001,-4.81E-06,2.65E-05,9.16E-05,0.000204869,0.000360263,0.001213479,0.001498746,0.001920644,0.00243999,0.002863333,-0.00065405,-0.000377415,-0.000129147,0.000104551,0.000327062,0.000909921,0.001048512,0.001215825,0.001400971,0.001550875,0.000513503,0.000898146,0.001695111,0.003245079,0.004848909,-0.002221948,-0.001601851,-0.000932307,-0.000452045,-0.000193045,3.21E-05,0.000678422,0.001874947,0.003507243,0.004803767
2005,2000,2010,0.01410831,0.015927246,0.017894913,0.020022436,0.021960528,-0.002426309,-0.001287848,-6.01E-05,0.000988744,0.001912254,-0.002872334,-0.001724584,-0.000457476,0.001212909,0.003230557,0.015055914,0.016130086,0.017656326,0.019328324,0.020552447,0.013424044,0.015303929,0.017576128,0.01995547,0.021531543,-0.006151457,-0.004181466,-0.001466488,0.001269566,0.003461621,-0.005438474,-0.003777755,-0.002167789,-0.001296895,-0.000919051,-0.002042996,-0.001349264,-0.000673617,-0.000218606,0.000203862,1.32E-05,0.000111957,0.00030448,0.000642435,0.001075216,0.000633877,0.000854407,0.001158948,0.001479426,0.00172309,0.010800205,0.012173852,0.013622776,0.015252664,0.016682812,0.000100742,0.000204618,0.000441573,0.000842032,0.001249113,-4.65E-06,2.56E-05,8.83E-05,0.000197356,0.000346966,0.001153761,0.001432531,0.001838823,0.002336249,0.00273802,-0.000591072,-0.0003301,-9.85E-05,0.00013328,0.000369248,0.000905951,0.001044498,0.001211768,0.001397015,0.001547103,0.000538505,0.000941577,0.00177585,0.003398857,0.00507455,-0.00332737,-0.002447295,-0.001456759,-0.000716968,-0.000311289,-7.67E-05,0.000303309,0.001275785,0.002598911,0.003708104
2006,2001,2011,0.014170943,0.015996788,0.017974859,0.020111803,0.022055168,-0.00318782,-0.002005918,-0.000687089,0.000213505,0.000927143,-0.002551793,-0.001301353,-3.79E-05,0.001697611,0.003827035,0.015699768,0.016684023,0.018149168,0.019808107,0.021119997,0.01344438,0.015175711,0.017377376,0.019662515,0.02121399,-0.009801793,-0.007910521,-0.005265376,-0.002601436,-0.000573116,-0.005388316,-0.00369784,-0.001931582,-0.00111251,-0.000757347,-0.001639923,-0.001039156,-0.000476401,-3.29E-05,0.000511823,1.43E-05,0.00012144,0.000330126,0.000695334,0.00116283,0.000647504,0.000860775,0.001153181,0.001462277,0.001697884,0.010918742,0.012307745,0.013775163,0.015425531,0.016874711,0.000102994,0.000209197,0.000451475,0.00086093,0.00127724,-4.70E-06,2.58E-05,8.84E-05,0.000196575,0.000344891,0.001102916,0.001379089,0.001771813,0.002248425,0.002630878,-0.000536819,-0.000289839,-7.37E-05,0.0001536,0.000397499,0.000907361,0.001046318,0.001214043,0.001399886,0.00155058,0.000525651,0.000921004,0.001740446,0.00333425,0.004982868,-0.003804868,-0.002812259,-0.001685905,-0.000834631,-0.000364332,-0.000339496,3.74E-05,0.00084525,0.001901075,0.002873798
2007,2002,2012,0.014201652,0.016034049,0.018024753,0.020171405,0.022118977,-0.003209325,-0.00214386,-0.000932897,-4.97E-05,0.000468216,-0.001483061,-0.00030176,0.000964178,0.00292522,0.005499129,0.016568613,0.017595381,0.019144962,0.021083332,0.023351799,0.014375148,0.016002721,0.018181011,0.020575319,0.022752419,-0.016529376,-0.01419292,-0.011436158,-0.008847925,-0.006897794,-0.004479204,-0.002774717,-0.001135312,-0.000598459,-9.33E-05,-0.000890292,-0.00049569,-0.000126425,0.000316422,0.00095044,1.32E-05,0.00011062,0.000302243,0.000638469,0.001069041,0.000679038,0.000887318,0.001170519,0.001470458,0.00169984,0.010973262,0.012370406,0.013851211,0.015515642,0.016978861,0.000107331,0.000217999,0.000470453,0.000897104,0.001330883,-4.86E-06,2.65E-05,9.05E-05,0.000199934,0.000349854,0.0010612,0.001336125,0.001717762,0.002174971,0.002540772,-0.000487561,-0.000254046,-5.21E-05,0.000170814,0.000419311,0.000917281,0.001057478,0.001226611,0.001414017,0.001566006,0.000491087,0.000863731,0.001638272,0.003143608,0.004708569,-0.003553708,-0.002621962,-0.00157258,-0.000780785,-0.00034207,-0.000571668,-0.000142163,0.00050605,0.001383317,0.002229984
