time,timebound_lower,timebound_upper,gas,source,units,value
2013.5,2013,2014,CO2-LULUCF,OSCAR,GtCO2,5.1084
2014.5,2014,2015,CO2-LULUCF,OSCAR,GtCO2,5.203366667
2015.5,2015,2016,CO2-LULUCF,OSCAR,GtCO2,5.596066667
2016.5,2016,2017,CO2-LULUCF,OSCAR,GtCO2,4.926533333
2017.5,2017,2018,CO2-LULUCF,OSCAR,GtCO2,4.804433333
2018.5,2018,2019,CO2-LULUCF,OSCAR,GtCO2,4.609366667
2019.5,2019,2020,CO2-LULUCF,OSCAR,GtCO2,4.8488
2020.5,2020,2021,CO2-LULUCF,OSCAR,GtCO2,4.482133333
2021.5,2021,2022,CO2-LULUCF,OSCAR,GtCO2,4.3351
1970.5,1970,1971,CH4,EDGAR v7.0,MtCH4,242.67842
1971.5,1971,1972,CH4,EDGAR v7.0,MtCH4,245.9303284
1972.5,1972,1973,CH4,EDGAR v7.0,MtCH4,249.3336699
1973.5,1973,1974,CH4,EDGAR v7.0,MtCH4,255.5019471
1974.5,1974,1975,CH4,EDGAR v7.0,MtCH4,257.2957411
1975.5,1975,1976,CH4,EDGAR v7.0,MtCH4,260.1417553
1976.5,1976,1977,CH4,EDGAR v7.0,MtCH4,263.1758001
1977.5,1977,1978,CH4,EDGAR v7.0,MtCH4,265.8220318
1978.5,1978,1979,CH4,EDGAR v7.0,MtCH4,267.3240193
1979.5,1979,1980,CH4,EDGAR v7.0,MtCH4,271.5476016
1980.5,1980,1981,CH4,EDGAR v7.0,MtCH4,270.3966042
1981.5,1981,1982,CH4,EDGAR v7.0,MtCH4,266.1674982
1982.5,1982,1983,CH4,EDGAR v7.0,MtCH4,267.3227199
1983.5,1983,1984,CH4,EDGAR v7.0,MtCH4,268.4003473
1984.5,1984,1985,CH4,EDGAR v7.0,MtCH4,272.6188459
1985.5,1985,1986,CH4,EDGAR v7.0,MtCH4,275.3379579
1986.5,1986,1987,CH4,EDGAR v7.0,MtCH4,279.2024484
1987.5,1987,1988,CH4,EDGAR v7.0,MtCH4,281.2990889
1988.5,1988,1989,CH4,EDGAR v7.0,MtCH4,287.1235207
1989.5,1989,1990,CH4,EDGAR v7.0,MtCH4,293.2698269
1990.5,1990,1991,CH4,EDGAR v7.0,MtCH4,295.022205
1991.5,1991,1992,CH4,EDGAR v7.0,MtCH4,293.2009849
1992.5,1992,1993,CH4,EDGAR v7.0,MtCH4,293.2438542
1993.5,1993,1994,CH4,EDGAR v7.0,MtCH4,292.7399104
1994.5,1994,1995,CH4,EDGAR v7.0,MtCH4,294.7040583
1995.5,1995,1996,CH4,EDGAR v7.0,MtCH4,298.7322785
1996.5,1996,1997,CH4,EDGAR v7.0,MtCH4,301.9161681
1997.5,1997,1998,CH4,EDGAR v7.0,MtCH4,301.614234
1998.5,1998,1999,CH4,EDGAR v7.0,MtCH4,298.5064476
1999.5,1999,2000,CH4,EDGAR v7.0,MtCH4,299.7687898
2000.5,2000,2001,CH4,EDGAR v7.0,MtCH4,303.9790355
2001.5,2001,2002,CH4,EDGAR v7.0,MtCH4,304.3235418
2002.5,2002,2003,CH4,EDGAR v7.0,MtCH4,304.442478
2003.5,2003,2004,CH4,EDGAR v7.0,MtCH4,313.5780573
2004.5,2004,2005,CH4,EDGAR v7.0,MtCH4,320.5129318
2005.5,2005,2006,CH4,EDGAR v7.0,MtCH4,326.8593979
2006.5,2006,2007,CH4,EDGAR v7.0,MtCH4,333.2588485
2007.5,2007,2008,CH4,EDGAR v7.0,MtCH4,336.3027629
2008.5,2008,2009,CH4,EDGAR v7.0,MtCH4,342.0785615
2009.5,2009,2010,CH4,EDGAR v7.0,MtCH4,340.974529
2010.5,2010,2011,CH4,EDGAR v7.0,MtCH4,346.9896957
2011.5,2011,2012,CH4,EDGAR v7.0,MtCH4,354.7520018
2012.5,2012,2013,CH4,EDGAR v7.0,MtCH4,358.6393619
2013.5,2013,2014,CH4,EDGAR v7.0,MtCH4,360.3061221
2014.5,2014,2015,CH4,EDGAR v7.0,MtCH4,362.9660199
2015.5,2015,2016,CH4,EDGAR v7.0,MtCH4,364.6358005
2016.5,2016,2017,CH4,EDGAR v7.0,MtCH4,366.219632
2017.5,2017,2018,CH4,EDGAR v7.0,MtCH4,370.7774475
2018.5,2018,2019,CH4,EDGAR v7.0,MtCH4,376.0784717
2019.5,2019,2020,CH4,EDGAR v7.0,MtCH4,380.0428449
2020.5,2020,2021,CH4,EDGAR v7.0,MtCH4,384.1119628
2021.5,2021,2022,CH4,EDGAR v7.0,MtCH4,387.4751808
1970.5,1970,1971,N2O,EDGAR v7.0,MtN2O,5.562442557
1971.5,1971,1972,N2O,EDGAR v7.0,MtN2O,5.641928669
1972.5,1972,1973,N2O,EDGAR v7.0,MtN2O,5.742924387
1973.5,1973,1974,N2O,EDGAR v7.0,MtN2O,5.923241338
1974.5,1974,1975,N2O,EDGAR v7.0,MtN2O,6.024797097
1975.5,1975,1976,N2O,EDGAR v7.0,MtN2O,6.114197328
1976.5,1976,1977,N2O,EDGAR v7.0,MtN2O,6.276772599
1977.5,1977,1978,N2O,EDGAR v7.0,MtN2O,6.416778932
1978.5,1978,1979,N2O,EDGAR v7.0,MtN2O,6.572604994
1979.5,1979,1980,N2O,EDGAR v7.0,MtN2O,6.730926022
1980.5,1980,1981,N2O,EDGAR v7.0,MtN2O,6.723547481
1981.5,1981,1982,N2O,EDGAR v7.0,MtN2O,6.714000411
1982.5,1982,1983,N2O,EDGAR v7.0,MtN2O,6.648584273
1983.5,1983,1984,N2O,EDGAR v7.0,MtN2O,6.763723762
1984.5,1984,1985,N2O,EDGAR v7.0,MtN2O,6.935820651
1985.5,1985,1986,N2O,EDGAR v7.0,MtN2O,6.914648856
1986.5,1986,1987,N2O,EDGAR v7.0,MtN2O,6.9632327
1987.5,1987,1988,N2O,EDGAR v7.0,MtN2O,7.056627742
1988.5,1988,1989,N2O,EDGAR v7.0,MtN2O,7.130898053
1989.5,1989,1990,N2O,EDGAR v7.0,MtN2O,7.224609489
1990.5,1990,1991,N2O,EDGAR v7.0,MtN2O,7.137071605
1991.5,1991,1992,N2O,EDGAR v7.0,MtN2O,7.115542794
1992.5,1992,1993,N2O,EDGAR v7.0,MtN2O,7.175506447
1993.5,1993,1994,N2O,EDGAR v7.0,MtN2O,7.157167775
1994.5,1994,1995,N2O,EDGAR v7.0,MtN2O,7.322956313
1995.5,1995,1996,N2O,EDGAR v7.0,MtN2O,7.555288345
1996.5,1996,1997,N2O,EDGAR v7.0,MtN2O,7.739467056
1997.5,1997,1998,N2O,EDGAR v7.0,MtN2O,7.720922148
1998.5,1998,1999,N2O,EDGAR v7.0,MtN2O,7.673866094
1999.5,1999,2000,N2O,EDGAR v7.0,MtN2O,7.718223625
2000.5,2000,2001,N2O,EDGAR v7.0,MtN2O,7.703705741
2001.5,2001,2002,N2O,EDGAR v7.0,MtN2O,7.743586291
2002.5,2002,2003,N2O,EDGAR v7.0,MtN2O,7.842456735
2003.5,2003,2004,N2O,EDGAR v7.0,MtN2O,7.970645331
2004.5,2004,2005,N2O,EDGAR v7.0,MtN2O,8.241867153
2005.5,2005,2006,N2O,EDGAR v7.0,MtN2O,8.353678243
2006.5,2006,2007,N2O,EDGAR v7.0,MtN2O,8.516493033
2007.5,2007,2008,N2O,EDGAR v7.0,MtN2O,8.697303481
2008.5,2008,2009,N2O,EDGAR v7.0,MtN2O,8.620800935
2009.5,2009,2010,N2O,EDGAR v7.0,MtN2O,8.637602799
2010.5,2010,2011,N2O,EDGAR v7.0,MtN2O,8.745433551
2011.5,2011,2012,N2O,EDGAR v7.0,MtN2O,8.981199243
2012.5,2012,2013,N2O,EDGAR v7.0,MtN2O,9.08061939
2013.5,2013,2014,N2O,EDGAR v7.0,MtN2O,9.230348553
2014.5,2014,2015,N2O,EDGAR v7.0,MtN2O,9.246309028
2015.5,2015,2016,N2O,EDGAR v7.0,MtN2O,9.321158712
2016.5,2016,2017,N2O,EDGAR v7.0,MtN2O,9.403506077
2017.5,2017,2018,N2O,EDGAR v7.0,MtN2O,9.473838342
2018.5,2018,2019,N2O,EDGAR v7.0,MtN2O,9.479606159
2019.5,2019,2020,N2O,EDGAR v7.0,MtN2O,9.475290783
2020.5,2020,2021,N2O,EDGAR v7.0,MtN2O,9.438900526
2021.5,2021,2022,N2O,EDGAR v7.0,MtN2O,9.653301225
1750.5,1750,1751,CO2-FFI,CEDS v2021.4.21,GtCO2,0.008576757
1751.5,1751,1752,CO2-FFI,CEDS v2021.4.21,GtCO2,0.008576757
1752.5,1752,1753,CO2-FFI,CEDS v2021.4.21,GtCO2,0.008580118
1753.5,1753,1754,CO2-FFI,CEDS v2021.4.21,GtCO2,0.008580118
1754.5,1754,1755,CO2-FFI,CEDS v2021.4.21,GtCO2,0.008583478
1755.5,1755,1756,CO2-FFI,CEDS v2021.4.21,GtCO2,0.008586839
1756.5,1756,1757,CO2-FFI,CEDS v2021.4.21,GtCO2,0.00917834
1757.5,1757,1758,CO2-FFI,CEDS v2021.4.21,GtCO2,0.0091817
1758.5,1758,1759,CO2-FFI,CEDS v2021.4.21,GtCO2,0.009185061
1759.5,1759,1760,CO2-FFI,CEDS v2021.4.21,GtCO2,0.009188422
1760.5,1760,1761,CO2-FFI,CEDS v2021.4.21,GtCO2,0.009188422
1761.5,1761,1762,CO2-FFI,CEDS v2021.4.21,GtCO2,0.01006559
1762.5,1762,1763,CO2-FFI,CEDS v2021.4.21,GtCO2,0.010068951
1763.5,1763,1764,CO2-FFI,CEDS v2021.4.21,GtCO2,0.010072312
1764.5,1764,1765,CO2-FFI,CEDS v2021.4.21,GtCO2,0.010075673
1765.5,1765,1766,CO2-FFI,CEDS v2021.4.21,GtCO2,0.010079033
1766.5,1766,1767,CO2-FFI,CEDS v2021.4.21,GtCO2,0.01124523
1767.5,1767,1768,CO2-FFI,CEDS v2021.4.21,GtCO2,0.011248591
1768.5,1768,1769,CO2-FFI,CEDS v2021.4.21,GtCO2,0.011251952
1769.5,1769,1770,CO2-FFI,CEDS v2021.4.21,GtCO2,0.011255313
1770.5,1770,1771,CO2-FFI,CEDS v2021.4.21,GtCO2,0.011258674
1771.5,1771,1772,CO2-FFI,CEDS v2021.4.21,GtCO2,0.012485365
1772.5,1772,1773,CO2-FFI,CEDS v2021.4.21,GtCO2,0.012488726
1773.5,1773,1774,CO2-FFI,CEDS v2021.4.21,GtCO2,0.012492087
1774.5,1774,1775,CO2-FFI,CEDS v2021.4.21,GtCO2,0.012495447
1775.5,1775,1776,CO2-FFI,CEDS v2021.4.21,GtCO2,0.012498808
1776.5,1776,1777,CO2-FFI,CEDS v2021.4.21,GtCO2,0.013792715
1777.5,1777,1778,CO2-FFI,CEDS v2021.4.21,GtCO2,0.013796076
1778.5,1778,1779,CO2-FFI,CEDS v2021.4.21,GtCO2,0.013799437
1779.5,1779,1780,CO2-FFI,CEDS v2021.4.21,GtCO2,0.013802798
1780.5,1780,1781,CO2-FFI,CEDS v2021.4.21,GtCO2,0.013809519
1781.5,1781,1782,CO2-FFI,CEDS v2021.4.21,GtCO2,0.015449589
1782.5,1782,1783,CO2-FFI,CEDS v2021.4.21,GtCO2,0.01545295
1783.5,1783,1784,CO2-FFI,CEDS v2021.4.21,GtCO2,0.015459671
1784.5,1784,1785,CO2-FFI,CEDS v2021.4.21,GtCO2,0.015463032
1785.5,1785,1786,CO2-FFI,CEDS v2021.4.21,GtCO2,0.015474748
1786.5,1786,1787,CO2-FFI,CEDS v2021.4.21,GtCO2,0.017568525
1787.5,1787,1788,CO2-FFI,CEDS v2021.4.21,GtCO2,0.017575246
1788.5,1788,1789,CO2-FFI,CEDS v2021.4.21,GtCO2,0.017578607
1789.5,1789,1790,CO2-FFI,CEDS v2021.4.21,GtCO2,0.017585329
1790.5,1790,1791,CO2-FFI,CEDS v2021.4.21,GtCO2,0.01759205
1791.5,1791,1792,CO2-FFI,CEDS v2021.4.21,GtCO2,0.019648859
1792.5,1792,1793,CO2-FFI,CEDS v2021.4.21,GtCO2,0.020111448
1793.5,1793,1794,CO2-FFI,CEDS v2021.4.21,GtCO2,0.020128854
1794.5,1794,1795,CO2-FFI,CEDS v2021.4.21,GtCO2,0.0200966
1795.5,1795,1796,CO2-FFI,CEDS v2021.4.21,GtCO2,0.020106883
1796.5,1796,1797,CO2-FFI,CEDS v2021.4.21,GtCO2,0.02108297
1797.5,1797,1798,CO2-FFI,CEDS v2021.4.21,GtCO2,0.022132341
1798.5,1798,1799,CO2-FFI,CEDS v2021.4.21,GtCO2,0.023051244
1799.5,1799,1800,CO2-FFI,CEDS v2021.4.21,GtCO2,0.024277384
1800.5,1800,1801,CO2-FFI,CEDS v2021.4.21,GtCO2,0.025821703
1801.5,1801,1802,CO2-FFI,CEDS v2021.4.21,GtCO2,0.025909002
1802.5,1802,1803,CO2-FFI,CEDS v2021.4.21,GtCO2,0.03629556
1803.5,1803,1804,CO2-FFI,CEDS v2021.4.21,GtCO2,0.029289425
1804.5,1804,1805,CO2-FFI,CEDS v2021.4.21,GtCO2,0.031776391
1805.5,1805,1806,CO2-FFI,CEDS v2021.4.21,GtCO2,0.031084336
1806.5,1806,1807,CO2-FFI,CEDS v2021.4.21,GtCO2,0.032656827
1807.5,1807,1808,CO2-FFI,CEDS v2021.4.21,GtCO2,0.033803769
1808.5,1808,1809,CO2-FFI,CEDS v2021.4.21,GtCO2,0.032775434
1809.5,1809,1810,CO2-FFI,CEDS v2021.4.21,GtCO2,0.032799063
1810.5,1810,1811,CO2-FFI,CEDS v2021.4.21,GtCO2,0.034894257
1811.5,1811,1812,CO2-FFI,CEDS v2021.4.21,GtCO2,0.036968011
1812.5,1812,1813,CO2-FFI,CEDS v2021.4.21,GtCO2,0.038263737
1813.5,1813,1814,CO2-FFI,CEDS v2021.4.21,GtCO2,0.038473859
1814.5,1814,1815,CO2-FFI,CEDS v2021.4.21,GtCO2,0.039367957
1815.5,1815,1816,CO2-FFI,CEDS v2021.4.21,GtCO2,0.040592194
1816.5,1816,1817,CO2-FFI,CEDS v2021.4.21,GtCO2,0.044146408
1817.5,1817,1818,CO2-FFI,CEDS v2021.4.21,GtCO2,0.045233276
1818.5,1818,1819,CO2-FFI,CEDS v2021.4.21,GtCO2,0.045473638
1819.5,1819,1820,CO2-FFI,CEDS v2021.4.21,GtCO2,0.046053223
1820.5,1820,1821,CO2-FFI,CEDS v2021.4.21,GtCO2,0.046788173
1821.5,1821,1822,CO2-FFI,CEDS v2021.4.21,GtCO2,0.047499092
1822.5,1822,1823,CO2-FFI,CEDS v2021.4.21,GtCO2,0.049397987
1823.5,1823,1824,CO2-FFI,CEDS v2021.4.21,GtCO2,0.052169015
1824.5,1824,1825,CO2-FFI,CEDS v2021.4.21,GtCO2,0.05462322
1825.5,1825,1826,CO2-FFI,CEDS v2021.4.21,GtCO2,0.056059031
1826.5,1826,1827,CO2-FFI,CEDS v2021.4.21,GtCO2,0.056800911
1827.5,1827,1828,CO2-FFI,CEDS v2021.4.21,GtCO2,0.060822324
1828.5,1828,1829,CO2-FFI,CEDS v2021.4.21,GtCO2,0.061489662
1829.5,1829,1830,CO2-FFI,CEDS v2021.4.21,GtCO2,0.061933509
1830.5,1830,1831,CO2-FFI,CEDS v2021.4.21,GtCO2,0.084242087
1831.5,1831,1832,CO2-FFI,CEDS v2021.4.21,GtCO2,0.079434385
1832.5,1832,1833,CO2-FFI,CEDS v2021.4.21,GtCO2,0.080882112
1833.5,1833,1834,CO2-FFI,CEDS v2021.4.21,GtCO2,0.082423646
1834.5,1834,1835,CO2-FFI,CEDS v2021.4.21,GtCO2,0.083995681
1835.5,1835,1836,CO2-FFI,CEDS v2021.4.21,GtCO2,0.085876035
1836.5,1836,1837,CO2-FFI,CEDS v2021.4.21,GtCO2,0.099813301
1837.5,1837,1838,CO2-FFI,CEDS v2021.4.21,GtCO2,0.100086727
1838.5,1838,1839,CO2-FFI,CEDS v2021.4.21,GtCO2,0.103508529
1839.5,1839,1840,CO2-FFI,CEDS v2021.4.21,GtCO2,0.10750874
1840.5,1840,1841,CO2-FFI,CEDS v2021.4.21,GtCO2,0.113992216
1841.5,1841,1842,CO2-FFI,CEDS v2021.4.21,GtCO2,0.117681667
1842.5,1842,1843,CO2-FFI,CEDS v2021.4.21,GtCO2,0.123967004
1843.5,1843,1844,CO2-FFI,CEDS v2021.4.21,GtCO2,0.127513958
1844.5,1844,1845,CO2-FFI,CEDS v2021.4.21,GtCO2,0.136133287
1845.5,1845,1846,CO2-FFI,CEDS v2021.4.21,GtCO2,0.148822552
1846.5,1846,1847,CO2-FFI,CEDS v2021.4.21,GtCO2,0.152412233
1847.5,1847,1848,CO2-FFI,CEDS v2021.4.21,GtCO2,0.166269036
1848.5,1848,1849,CO2-FFI,CEDS v2021.4.21,GtCO2,0.168618874
1849.5,1849,1850,CO2-FFI,CEDS v2021.4.21,GtCO2,0.177470058
1850.5,1850,1851,CO2-FFI,CEDS v2021.4.21,GtCO2,0.190248426
1851.5,1851,1852,CO2-FFI,CEDS v2021.4.21,GtCO2,0.193009348
1852.5,1852,1853,CO2-FFI,CEDS v2021.4.21,GtCO2,0.202724565
1853.5,1853,1854,CO2-FFI,CEDS v2021.4.21,GtCO2,0.213370094
1854.5,1854,1855,CO2-FFI,CEDS v2021.4.21,GtCO2,0.249112721
1855.5,1855,1856,CO2-FFI,CEDS v2021.4.21,GtCO2,0.254239982
1856.5,1856,1857,CO2-FFI,CEDS v2021.4.21,GtCO2,0.270213801
1857.5,1857,1858,CO2-FFI,CEDS v2021.4.21,GtCO2,0.273146622
1858.5,1858,1859,CO2-FFI,CEDS v2021.4.21,GtCO2,0.279179277
1859.5,1859,1860,CO2-FFI,CEDS v2021.4.21,GtCO2,0.296972015
1860.5,1860,1861,CO2-FFI,CEDS v2021.4.21,GtCO2,0.323848231
1861.5,1861,1862,CO2-FFI,CEDS v2021.4.21,GtCO2,0.340638625
1862.5,1862,1863,CO2-FFI,CEDS v2021.4.21,GtCO2,0.347801293
1863.5,1863,1864,CO2-FFI,CEDS v2021.4.21,GtCO2,0.371270481
1864.5,1864,1865,CO2-FFI,CEDS v2021.4.21,GtCO2,0.398962249
1865.5,1865,1866,CO2-FFI,CEDS v2021.4.21,GtCO2,0.423459301
1866.5,1866,1867,CO2-FFI,CEDS v2021.4.21,GtCO2,0.436850212
1867.5,1867,1868,CO2-FFI,CEDS v2021.4.21,GtCO2,0.470534692
1868.5,1868,1869,CO2-FFI,CEDS v2021.4.21,GtCO2,0.48511194
1869.5,1869,1870,CO2-FFI,CEDS v2021.4.21,GtCO2,0.516228765
1870.5,1870,1871,CO2-FFI,CEDS v2021.4.21,GtCO2,0.530226713
1871.5,1871,1872,CO2-FFI,CEDS v2021.4.21,GtCO2,0.569004232
1872.5,1872,1873,CO2-FFI,CEDS v2021.4.21,GtCO2,0.636721433
1873.5,1873,1874,CO2-FFI,CEDS v2021.4.21,GtCO2,0.68094339
1874.5,1874,1875,CO2-FFI,CEDS v2021.4.21,GtCO2,0.6593637
1875.5,1875,1876,CO2-FFI,CEDS v2021.4.21,GtCO2,0.70020731
1876.5,1876,1877,CO2-FFI,CEDS v2021.4.21,GtCO2,0.712838791
1877.5,1877,1878,CO2-FFI,CEDS v2021.4.21,GtCO2,0.728415233
1878.5,1878,1879,CO2-FFI,CEDS v2021.4.21,GtCO2,0.737474061
1879.5,1879,1880,CO2-FFI,CEDS v2021.4.21,GtCO2,0.795125699
1880.5,1880,1881,CO2-FFI,CEDS v2021.4.21,GtCO2,0.90952402
1881.5,1881,1882,CO2-FFI,CEDS v2021.4.21,GtCO2,0.928392676
1882.5,1882,1883,CO2-FFI,CEDS v2021.4.21,GtCO2,0.984132751
1883.5,1883,1884,CO2-FFI,CEDS v2021.4.21,GtCO2,1.049080533
1884.5,1884,1885,CO2-FFI,CEDS v2021.4.21,GtCO2,1.06314037
1885.5,1885,1886,CO2-FFI,CEDS v2021.4.21,GtCO2,1.074221737
1886.5,1886,1887,CO2-FFI,CEDS v2021.4.21,GtCO2,1.091925871
1887.5,1887,1888,CO2-FFI,CEDS v2021.4.21,GtCO2,1.148658228
1888.5,1888,1889,CO2-FFI,CEDS v2021.4.21,GtCO2,1.274182258
1889.5,1889,1890,CO2-FFI,CEDS v2021.4.21,GtCO2,1.272524991
1890.5,1890,1891,CO2-FFI,CEDS v2021.4.21,GtCO2,1.386533352
1891.5,1891,1892,CO2-FFI,CEDS v2021.4.21,GtCO2,1.452423136
1892.5,1892,1893,CO2-FFI,CEDS v2021.4.21,GtCO2,1.466865572
1893.5,1893,1894,CO2-FFI,CEDS v2021.4.21,GtCO2,1.454938847
1894.5,1894,1895,CO2-FFI,CEDS v2021.4.21,GtCO2,1.506699015
1895.5,1895,1896,CO2-FFI,CEDS v2021.4.21,GtCO2,1.599293683
1896.5,1896,1897,CO2-FFI,CEDS v2021.4.21,GtCO2,1.647957923
1897.5,1897,1898,CO2-FFI,CEDS v2021.4.21,GtCO2,1.725440868
1898.5,1898,1899,CO2-FFI,CEDS v2021.4.21,GtCO2,1.820809388
1899.5,1899,1900,CO2-FFI,CEDS v2021.4.21,GtCO2,1.991619264
1900.5,1900,1901,CO2-FFI,CEDS v2021.4.21,GtCO2,2.103069277
1901.5,1901,1902,CO2-FFI,CEDS v2021.4.21,GtCO2,2.174827862
1902.5,1902,1903,CO2-FFI,CEDS v2021.4.21,GtCO2,2.232268589
1903.5,1903,1904,CO2-FFI,CEDS v2021.4.21,GtCO2,2.434098787
1904.5,1904,1905,CO2-FFI,CEDS v2021.4.21,GtCO2,2.463630464
1905.5,1905,1906,CO2-FFI,CEDS v2021.4.21,GtCO2,2.612907479
1906.5,1906,1907,CO2-FFI,CEDS v2021.4.21,GtCO2,2.794417823
1907.5,1907,1908,CO2-FFI,CEDS v2021.4.21,GtCO2,3.126270475
1908.5,1908,1909,CO2-FFI,CEDS v2021.4.21,GtCO2,3.019912944
1909.5,1909,1910,CO2-FFI,CEDS v2021.4.21,GtCO2,3.130427303
1910.5,1910,1911,CO2-FFI,CEDS v2021.4.21,GtCO2,3.297422649
1911.5,1911,1912,CO2-FFI,CEDS v2021.4.21,GtCO2,3.359184616
1912.5,1912,1913,CO2-FFI,CEDS v2021.4.21,GtCO2,3.534226516
1913.5,1913,1914,CO2-FFI,CEDS v2021.4.21,GtCO2,3.785216964
1914.5,1914,1915,CO2-FFI,CEDS v2021.4.21,GtCO2,3.40959147
1915.5,1915,1916,CO2-FFI,CEDS v2021.4.21,GtCO2,3.373356149
1916.5,1916,1917,CO2-FFI,CEDS v2021.4.21,GtCO2,3.635709502
1917.5,1917,1918,CO2-FFI,CEDS v2021.4.21,GtCO2,3.756254083
1918.5,1918,1919,CO2-FFI,CEDS v2021.4.21,GtCO2,3.69361562
1919.5,1919,1920,CO2-FFI,CEDS v2021.4.21,GtCO2,3.20071035
1920.5,1920,1921,CO2-FFI,CEDS v2021.4.21,GtCO2,3.698208353
1921.5,1921,1922,CO2-FFI,CEDS v2021.4.21,GtCO2,3.230837215
1922.5,1922,1923,CO2-FFI,CEDS v2021.4.21,GtCO2,3.404778831
1923.5,1923,1924,CO2-FFI,CEDS v2021.4.21,GtCO2,3.814102896
1924.5,1924,1925,CO2-FFI,CEDS v2021.4.21,GtCO2,3.860590305
1925.5,1925,1926,CO2-FFI,CEDS v2021.4.21,GtCO2,3.907723343
1926.5,1926,1927,CO2-FFI,CEDS v2021.4.21,GtCO2,3.952838229
1927.5,1927,1928,CO2-FFI,CEDS v2021.4.21,GtCO2,4.259061989
1928.5,1928,1929,CO2-FFI,CEDS v2021.4.21,GtCO2,4.253686676
1929.5,1929,1930,CO2-FFI,CEDS v2021.4.21,GtCO2,4.574596676
1930.5,1930,1931,CO2-FFI,CEDS v2021.4.21,GtCO2,4.210789528
1931.5,1931,1932,CO2-FFI,CEDS v2021.4.21,GtCO2,3.790383603
1932.5,1932,1933,CO2-FFI,CEDS v2021.4.21,GtCO2,3.436027639
1933.5,1933,1934,CO2-FFI,CEDS v2021.4.21,GtCO2,3.624020235
1934.5,1934,1935,CO2-FFI,CEDS v2021.4.21,GtCO2,3.941576848
1935.5,1935,1936,CO2-FFI,CEDS v2021.4.21,GtCO2,4.140467046
1936.5,1936,1937,CO2-FFI,CEDS v2021.4.21,GtCO2,4.541534284
1937.5,1937,1938,CO2-FFI,CEDS v2021.4.21,GtCO2,4.845996452
1938.5,1938,1939,CO2-FFI,CEDS v2021.4.21,GtCO2,4.551219258
1939.5,1939,1940,CO2-FFI,CEDS v2021.4.21,GtCO2,4.814509783
1940.5,1940,1941,CO2-FFI,CEDS v2021.4.21,GtCO2,5.31881282
1941.5,1941,1942,CO2-FFI,CEDS v2021.4.21,GtCO2,5.439975813
1942.5,1942,1943,CO2-FFI,CEDS v2021.4.21,GtCO2,5.430056445
1943.5,1943,1944,CO2-FFI,CEDS v2021.4.21,GtCO2,5.643907685
1944.5,1944,1945,CO2-FFI,CEDS v2021.4.21,GtCO2,5.565480873
1945.5,1945,1946,CO2-FFI,CEDS v2021.4.21,GtCO2,4.717412852
1946.5,1946,1947,CO2-FFI,CEDS v2021.4.21,GtCO2,5.002315255
1947.5,1947,1948,CO2-FFI,CEDS v2021.4.21,GtCO2,5.576558754
1948.5,1948,1949,CO2-FFI,CEDS v2021.4.21,GtCO2,5.880508478
1949.5,1949,1950,CO2-FFI,CEDS v2021.4.21,GtCO2,5.743453624
1950.5,1950,1951,CO2-FFI,CEDS v2021.4.21,GtCO2,6.271388527
1951.5,1951,1952,CO2-FFI,CEDS v2021.4.21,GtCO2,6.731098323
1952.5,1952,1953,CO2-FFI,CEDS v2021.4.21,GtCO2,6.856933793
1953.5,1953,1954,CO2-FFI,CEDS v2021.4.21,GtCO2,7.004132374
1954.5,1954,1955,CO2-FFI,CEDS v2021.4.21,GtCO2,7.18308352
1955.5,1955,1956,CO2-FFI,CEDS v2021.4.21,GtCO2,7.826446138
1956.5,1956,1957,CO2-FFI,CEDS v2021.4.21,GtCO2,8.316455697
1957.5,1957,1958,CO2-FFI,CEDS v2021.4.21,GtCO2,8.567465035
1958.5,1958,1959,CO2-FFI,CEDS v2021.4.21,GtCO2,8.875590389
1959.5,1959,1960,CO2-FFI,CEDS v2021.4.21,GtCO2,9.278978844
1960.5,1960,1961,CO2-FFI,CEDS v2021.4.21,GtCO2,9.865159534
1961.5,1961,1962,CO2-FFI,CEDS v2021.4.21,GtCO2,9.893585751
1962.5,1962,1963,CO2-FFI,CEDS v2021.4.21,GtCO2,10.26638715
1963.5,1963,1964,CO2-FFI,CEDS v2021.4.21,GtCO2,10.83890431
1964.5,1964,1965,CO2-FFI,CEDS v2021.4.21,GtCO2,11.36337575
1965.5,1965,1966,CO2-FFI,CEDS v2021.4.21,GtCO2,11.85561233
1966.5,1966,1967,CO2-FFI,CEDS v2021.4.21,GtCO2,12.37165937
1967.5,1967,1968,CO2-FFI,CEDS v2021.4.21,GtCO2,12.74909388
1968.5,1968,1969,CO2-FFI,CEDS v2021.4.21,GtCO2,13.44829776
1969.5,1969,1970,CO2-FFI,CEDS v2021.4.21,GtCO2,14.16271239
1970.5,1970,1971,CO2-FFI,CEDS v2021.4.21,GtCO2,15.18628423
1971.5,1971,1972,CO2-FFI,CEDS v2021.4.21,GtCO2,15.67417592
1972.5,1972,1973,CO2-FFI,CEDS v2021.4.21,GtCO2,16.40490049
1973.5,1973,1974,CO2-FFI,CEDS v2021.4.21,GtCO2,17.39268095
1974.5,1974,1975,CO2-FFI,CEDS v2021.4.21,GtCO2,17.31121555
1975.5,1975,1976,CO2-FFI,CEDS v2021.4.21,GtCO2,17.21488019
1976.5,1976,1977,CO2-FFI,CEDS v2021.4.21,GtCO2,18.16162361
