time,timebound_lower,timebound_upper,natural_p05,natural_p17,natural_p50,natural_p83,natural_p95,ghg_p05,ghg_p17,ghg_p50,ghg_p83,ghg_p95,other_human_forcing_p05,other_human_forcing_p17,other_human_forcing_p50,other_human_forcing_p83,other_human_forcing_p95,total_p05,total_p17,total_p50,total_p83,total_p95,anthropogenic_p05,anthropogenic_p17,anthropogenic_p50,anthropogenic_p83,anthropogenic_p95
2015,2010,2020,-0.001,0,0,0,0,0.017,0.02,0.024,0.027,0.029,-0.004,-0.001,0.002,0.006,0.008,0.021,0.023,0.026,0.028,0.03,0.021,0.023,0.026,0.029,0.031
2020,2015,2025,-0.004,-0.004,-0.003,-0.003,-0.002,0.017,0.02,0.024,0.027,0.029,-0.003,0,0.004,0.007,0.009,0.019,0.021,0.024,0.027,0.029,0.022,0.024,0.027,0.03,0.032
